Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
SE201810_(155295C1/132696),3X pollination block Phase 3-Sendusu,Entukura_16_Phase3_R5C7,Entukura,1,8075-7,17-8075-7_R1C3_plot3,2018-10-05,,,,,,,,,,Sendusu
SE201810_(162374C1/132566),2016 New 4x Female parents Sendusu,29275S-1_14_R7P5,29275S-1,1,8075-7,17-8075-7_R1C2_plot2,2018-10-17,2.0,2019-02-11,2019-02-21,115.0,69,2019-03-26,69,1.0,2019-04-24,Sendusu
SE201810_(162432C1/132315),2016 New 4x Female parents Sendusu,29364S-2_14_R10P2,29364S-2,1,10969S-1,17-10969s-1_R23C1_plot331,2018-10-24,3.0,,,,,,,,,Sendusu
SE201810_(162490C1/132635),2016 New 4x Female parents Sendusu,29364S-2_14_R10P4,29364S-2,1,7197-2,17-7197-2_R12C2_plot167,2018-10-30,3.0,2019-02-10,2019-02-28,97,51,2019-03-20,51,,,Sendusu
SE201810_(162504C1/132625),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C10,Nfuuka,1,SH3362,17-SH3362_R19C7_plot277,2018-10-22,4.0,2019-01-18,2019-08-08,0,,,,,,Sendusu
SE201810_(162514C1/132625),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C3,IITA-Nakyetengu,1,SH3362,17-SH3362_R19C7_plot277,2018-10-13,3.0,2019-02-08,2019-02-21,0,,,,,,Sendusu
SE201810_(162519C1/132316),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C10,ITC1354,1,8075-7,17-8075-7_R2C1_plot16,2018-10-27,,,,,,,,,,Sendusu
SE201810_(162548C1/132624),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C13,Nakasabira,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-10-23,4.0,,,,,,,,,Sendusu
SE201810_(162554C1/132697),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C8,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C5_plot185,2018-10-26,5.0,,,,,,,,,Sendusu
SE201810_(162600C1/132348),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C11,Entukura,1,7197-2,17-7197-2_R11C3_plot153,2018-10-15,2.0,,,,,,,,,Sendusu
SE201810_(162647C1/132624),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C5,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-10-29,,2019-07-30,2019-08-15,1,1,2019-08-20,1,,,Sendusu
SE201810_(162663C1/132624),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R21C8,Kabucuragye,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-10-15,,,,,,,,,,Sendusu
SE201810_(162729C1/132425),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C6,ITC1355,1,9128-3,17-9128-3_R5C1_plot61,2018-10-22,3.0,,,,,,,,,Sendusu
SE201810_(162737C1/132441),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C10,ITC1354,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-10-27,3.0,,,,,,,,,Sendusu
SE201810_(162750C1/132635),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C17,Nakasabira,1,7197-2,17-7197-2_R12C2_plot167,2018-10-25,4.0,,,,,,,,,Sendusu
SE201810_(162775C1/132441),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C17,Entukura,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-10-12,2.0,2019-01-18,,,,,,,,Sendusu
SE201810_(162784C1/132697),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C15,ITC1355,1,SH3217,17-SH3217_R13C5_plot185,2018-10-27,4.0,,,,,,,,,Sendusu
SE201810_(162792C1/132512),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C10,Tereza,1,7197-2,17-7197-2_R12C4_plot169,2018-10-22,7.0,,,,,,,,,Sendusu
SE201810_(162800C1/132610),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R21C10,Kabucuragye,1,8075-7,17-8075-7_R1C7_plot7,2018-10-25,4.0,,,,,,,,,Sendusu
SE201810_(162836C1/132307),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C17,ITC1355,1,8075-7,17-8075-7_R3C2_plot32,2018-10-11,2.0,,,,,,,,,Sendusu
SE201810_(162843C1/132348),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C10,Entukura,1,7197-2,17-7197-2_R11C3_plot153,2018-10-11,2.0,,,,,,,,,Sendusu
SE201810_(162857C1/132625),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C5,Nfuuka,1,SH3362,17-SH3362_R19C7_plot277,2018-10-25,3.0,,,,,,,,,Sendusu
SE201810_(162900C1/132512),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C1,ITC1354,1,7197-2,17-7197-2_R12C4_plot169,2018-10-15,3.0,,,,,,,,,Sendusu
SE201810_(162904C1/132709),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C17,Entukura,1,SH3217,17-SH3217_R14C1_plot196,2018-10-24,4.0,,,,,,,,,Sendusu
SE201810_(162920C1/132505),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C9,Entukura,1,SH3217,17-SH3217_R13C3_plot183,2018-10-22,5.0,2019-02-05,,,,,,,,Sendusu
SE201810_(162957C1/132425),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R25C1,ITC1354,1,9128-3,17-9128-3_R5C1_plot61,2018-10-15,4.0,,,,,,,,,Sendusu
SE201810_(162959C1/132498),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R27C5,ITC1354,1,9128-3,17-9128-3_R4C1_plot46,2018-10-22,5.0,2019-07-30,2019-08-08,0,,,,,,Sendusu
SE201810_(162974C1/132441),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R29C9,ITC1355,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-10-22,3.0,,,,,,,,,Sendusu
SE201810_(162995C1/132610),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C2,Entukura,1,8075-7,17-8075-7_R1C7_plot7,2018-10-22,4.0,,,,,,,,,Sendusu
SE201810_(163054C1/132684),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R14C10,Nfuuka,1,7197-2,17-7197-2_R11C5_plot155,2018-10-30,6.0,2019-02-05,2019-02-14,0,,,,,,Sendusu
SE201810_(163090C1/132709),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R19C3,Kabucuragye,1,SH3217,17-SH3217_R14C1_plot196,2018-10-13,5.0,,,,,,,,,Sendusu
SE201810_(163171C1/132348),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R19C7,Kabucuragye,1,7197-2,17-7197-2_R11C3_plot153,2018-10-25,4.0,,,,,,,,,Sendusu
SE201810_(163174C1/132697),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C6,ITC1355,1,SH3217,17-SH3217_R13C5_plot185,2018-10-25,4.0,,,,,,,,,Sendusu
SE201810_(163220C1/132512),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C5,Entukura,1,7197-2,17-7197-2_R12C4_plot169,2018-10-11,4.0,2019-01-18,,,,,,,,Sendusu
SE201810_(163240C1/132512),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R21C7,Kabucuragye,1,7197-2,17-7197-2_R12C4_plot169,2018-10-22,6.0,,,,,,,,,Sendusu
SE201810_(163244C1/132348),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C2,ITC1355,1,7197-2,17-7197-2_R11C3_plot153,2018-10-24,4.0,,,,,,,,,Sendusu
SE201810_(163254C1/132441),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R8C9,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-10-24,4.0,,,,,,,,,Sendusu
SE201810_(163262C1/132505),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R17C4,Tereza,1,SH3217,17-SH3217_R13C3_plot183,2018-10-26,5.0,2019-08-08,2019-08-22,4,3,2019-09-02,3,,,Sendusu
SE201810_(163312C1/132635),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C2,Nakasabira,1,7197-2,17-7197-2_R12C2_plot167,2018-10-17,3.0,,,,,,,,,Sendusu
SE201810_(163359C1/132512),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R16C10,Tereza,1,7197-2,17-7197-2_R12C4_plot169,2018-10-10,5.0,,,,,,,,,Sendusu
SE201810_(163375C1/132625),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R25C5,ITC1354,1,SH3362,17-SH3362_R19C7_plot277,2018-10-30,7.0,2019-02-05,,,,,,,,Sendusu
SE201811_(162378C1/132635),2016 New 4x Female parents Sendusu,25974S-17_14_R6P8,25974S-17,1,7197-2,17-7197-2_R12C2_plot167,2018-11-08,2.0,,,,,,,,,Sendusu
SE201811_(162412C1/132315),2016 New 4x Female parents Sendusu,25974S-17_14_R5P7,25974S-17,1,10969S-1,17-10969s-1_R23C1_plot331,2018-11-27,,,,,,,,,,Sendusu
SE201811_(162432C1/132512),2016 New 4x Female parents Sendusu,29364S-2_14_R10P2,29364S-2,1,7197-2,17-7197-2_R12C4_plot169,2018-11-06,6.0,2019-02-24,2019-03-28,1,0,2019-04-01,0,,,Sendusu
SE201811_(162478C1/132354),2016 New 4x Female parents Sendusu,25974S-17_14_R6P3,25974S-17,1,10969S-1,17-10969s-1_R23C10_plot340,2018-11-17,,,,,,,,,,Sendusu
SE201811_(162501C1/132608),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C6,ITC1354,1,8075-7,17-8075-7_R3C3_plot33,2018-11-27,3.0,,,,,,,,,Sendusu
SE201811_(162516C1/132566),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C10,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-08,3.0,,,,,,,,,Sendusu
SE201811_(162529C1/132697),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C3,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C5_plot185,2018-11-16,4.0,2019-02-26,2019-03-07,5,5,2019-03-26,5,,,Sendusu
SE201811_(162530C1/132624),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C4,ITC1354,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-11-08,3.0,,,,,,,,,Sendusu
SE201811_(162533C1/132316),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C11,Entukura,1,8075-7,17-8075-7_R2C1_plot16,2018-11-22,4.0,,,,,,,,,Sendusu
SE201811_(162538C1/132709),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C6,Nfuuka,1,SH3217,17-SH3217_R14C1_plot196,2018-11-21,5.0,,,,,,,,,Sendusu
SE201811_(162550C1/132441),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C1,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-11-29,4.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201811_(162566C1/132373),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C2,Kabucuragye,1,7197-2,17-7197-2_R12C3_plot168,2018-11-19,8.0,,,,,,,,,Sendusu
SE201811_(162572C1/132522),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C4,Tereza,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-27,3.0,2019-02-24,2019-03-07,0,,,,,,Sendusu
SE201811_(162613C1/132709),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C13,Tereza,1,SH3217,17-SH3217_R14C1_plot196,2018-11-10,7.0,,,,,,,,,Sendusu
SE201811_(162626C1/132379),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R19C14,Kabucuragye,1,9128-3,17-9128-3_R4C4_plot49,2018-11-26,4.0,2019-02-28,2019-03-07,0,,,,,,Sendusu
SE201811_(162643C1/132617),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C17,ITC1355,1,7197-2,17-7197-2_R12C14_plot179,2018-11-24,4.0,2019-02-19,2019-02-28,2,2,2019-03-20,2,,,Sendusu
SE201811_(162658C1/132339),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C6,ITC1354,1,8075-7,17-8075-7_R2C14_plot29,2018-11-17,4.0,2019-02-19,2019-03-07,7,4,2019-03-20,4,1.0,2019-05-13,Sendusu
SE201811_(162659C1/132697),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C14,ITC1354,1,SH3217,17-SH3217_R13C5_plot185,2018-11-10,4.0,,,,,,,,,Sendusu
SE201811_(162666C1/132635),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C3,ITC1354,1,7197-2,17-7197-2_R12C2_plot167,2018-11-16,4.0,2019-02-08,,,,,,,,Sendusu
SE201811_(162675C1/132640),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C14,ITC1355,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2018-11-22,7.0,,,,,,,,,Sendusu
SE201811_(162677C1/132522),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C2,Nakasabira,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-24,4.0,,,,,,,,,Sendusu
SE201811_(162691C1/132452),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C13,ITC1355,1,9128-3,17-9128-3_R4C7_plot52,2018-11-24,,2019-02-05,,,,,,,,Sendusu
SE201811_(162708C1/132624),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C6,Entukura,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-11-01,5.0,,,,,,,,,Sendusu
SE201811_(162709C1/132310),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C18,Entukura,1,SH3217,17-SH3217_R14C11_plot206,2018-11-26,4.0,2019-02-24,2019-03-07,0,,,,,,Sendusu
SE201811_(162721C1/132505),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C9,Tereza,1,SH3217,17-SH3217_R13C3_plot183,2018-11-15,6.0,2019-02-11,2019-02-21,1.0,1,2019-03-20,1,,,Sendusu
SE201811_(162724C1/132566),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C8,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-05,4.0,,,,,,,,,Sendusu
SE201811_(162736C1/132484),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C10,Tereza,1,7197-2,17-7197-2_R12C12_plot177,2018-11-29,5.0,2019-03-03,2019-03-14,6,4,2019-03-20,4,,,Sendusu
SE201811_(162752C1/132608),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C6,ITC1354,1,8075-7,17-8075-7_R3C3_plot33,2018-11-26,4.0,2019-02-26,2019-03-07,5,3,2019-03-20,3,,,Sendusu
SE201811_(162755C1/132649),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C5,ITC1354,1,9128-3,17-9128-3_R4C11_plot56,2018-11-14,4.0,2019-02-17,2019-03-07,5,3,2019-03-20,3,,,Sendusu
SE201811_(162769C1/132617),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C13,Kabucuragye,1,7197-2,17-7197-2_R12C14_plot179,2018-11-05,6.0,2019-02-08,,,,,,,,Sendusu
SE201811_(162803C1/132707),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C14,Tereza,1,8075-7,17-8075-7_R3C4_plot34,2018-11-26,6.0,2019-02-24,2019-03-07,2,2,2019-03-20,2,,,Sendusu
SE201811_(162805C1/132697),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C2,ITC1355,1,SH3217,17-SH3217_R13C5_plot185,2018-11-22,,,,,,,,,,Sendusu
SE201811_(162820C1/132610),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C8,Tereza,1,8075-7,17-8075-7_R1C7_plot7,2018-11-01,5.0,2019-07-22,2019-08-01,0,,,,,,Sendusu
SE201811_(162823C1/132403),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C14,Nakasabira,1,8075-7,17-8075-7_R1C8_plot8,2018-11-17,4.0,2019-02-05,,,,,,,,Sendusu
SE201811_(162831C1/132610),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C17,Tereza,1,8075-7,17-8075-7_R1C7_plot7,2018-11-08,6.0,2019-01-18,,,,,,,,Sendusu
SE201811_(162860C1/132617),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C12,Tereza,1,7197-2,17-7197-2_R12C14_plot179,2018-11-17,6.0,2019-02-17,2019-02-28,2,2,2019-03-20,2,,,Sendusu
SE201811_(162871C1/132498),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C5,ITC1355,1,9128-3,17-9128-3_R4C1_plot46,2018-11-08,3.0,,,,,,,,,Sendusu
SE201811_(162891C1/132512),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C12,Nfuuka,1,7197-2,17-7197-2_R12C4_plot169,2018-11-10,6.0,2019-02-11,2019-02-21,0,,,,,,Sendusu
SE201811_(162893C1/132348),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C12,Tereza,1,7197-2,17-7197-2_R11C3_plot153,2018-11-26,4.0,2019-02-24,2019-02-28,1,1,2019-03-20,1,,,Sendusu
SE201811_(162894C1/132512),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C16,Kabucuragye,1,7197-2,17-7197-2_R12C4_plot169,2018-11-26,4.0,2019-03-11,2019-03-14,1,1,2019-03-20,1,,,Sendusu
SE201811_(162897C1/132608),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C17,Tereza,1,8075-7,17-8075-7_R3C3_plot33,2018-11-07,7.0,,,,,,,,,Sendusu
SE201811_(162926C1/132684),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C4,Entukura,1,7197-2,17-7197-2_R11C5_plot155,2018-11-07,5.0,2019-02-19,2019-02-28,3,3,2019-03-20,3,1.0,2019-05-30,Sendusu
SE201811_(162928C1/132709),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C2,Tereza,1,SH3217,17-SH3217_R14C1_plot196,2018-11-05,4.0,2019-02-17,2019-02-28,8,5,2019-03-20,5,,,Sendusu
SE201811_(162937C1/132650),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C2,Tereza,1,9128-3,17-9128-3_R5C6_plot66,2018-11-22,7.0,2019-02-26,2019-03-07,0,,,,,,Sendusu
SE201811_(162956C1/132348),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C9,Tereza,1,7197-2,17-7197-2_R11C3_plot153,2018-11-21,7.0,,,,,,,,,Sendusu
SE201811_(162979C1/132475),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R25C3,ITC1354,1,8075-7,17-8075-7_R2C10_plot25,2018-11-27,3.0,,,,,,,,,Sendusu
SE201811_(162984C1/132697),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C1,Tereza,1,SH3217,17-SH3217_R13C5_plot185,2018-11-27,5.0,,,,,,,,,Sendusu
SE201811_(162990C1/132625),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R30C4,ITC1355,1,SH3362,17-SH3362_R19C7_plot277,2018-11-10,4.0,2019-02-14,2019-02-21,0,,,,,,Sendusu
SE201811_(163004C1/132625),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R30C2,ITC1355,1,SH3362,17-SH3362_R19C7_plot277,2018-11-19,4.0,,,,,,,,,Sendusu
SE201811_(163028C1/132649),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C2,Nakasabira,1,9128-3,17-9128-3_R4C11_plot56,2018-11-08,3.0,2019-02-05,,,,,,,,Sendusu
SE201811_(163044C1/132617),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R8C3,IITA-Nakyetengu,1,7197-2,17-7197-2_R12C14_plot179,2018-11-24,,,,,,,,,,Sendusu
SE201811_(163052C1/132403),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R32C7,Nakasabira,1,8075-7,17-8075-7_R1C8_plot8,2018-11-19,4.0,,2019-02-28,2,1,2019-03-20,1,,,Sendusu
SE201811_(163064C1/132339),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C2,ITC1355,1,8075-7,17-8075-7_R2C14_plot29,2018-11-27,,2019-02-24,2019-03-07,4,3,2019-03-20,3,,,Sendusu
SE201811_(163100C1/132441),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R27C3,ITC1354,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-11-15,4.0,,,,,,,,,Sendusu
SE201811_(163103C1/132373),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R8C5,IITA-Nakyetengu,1,7197-2,17-7197-2_R12C3_plot168,2018-11-29,,2019-02-24,2019-03-14,0,,,,,,Sendusu
SE201811_(163105C1/132330),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C9,Entukura,1,8075-7,17-8075-7_R3C1_plot31,2018-11-08,5.0,2019-02-08,,,,,,,,Sendusu
SE201811_(163122C1/132696),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R19C8,Kabucuragye,1,8075-7,17-8075-7_R1C3_plot3,2018-11-21,6.0,2019-02-24,2019-03-07,0,,,,,,Sendusu
SE201811_(163125C1/132505),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R25C6,ITC1354,1,SH3217,17-SH3217_R13C3_plot183,2018-11-19,5.0,2019-02-08,,,,,,,,Sendusu
SE201811_(163140C1/132635),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R19C2,Kabucuragye,1,7197-2,17-7197-2_R12C2_plot167,2018-11-17,8.0,2019-02-19,2019-03-07,0,,,,,,Sendusu
SE201811_(163151C1/132649),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C6,Entukura,1,9128-3,17-9128-3_R4C11_plot56,2018-11-21,6.0,2019-02-26,2019-03-07,0,,,,,,Sendusu
SE201811_(163175C1/132555),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R18C8,Tereza,1,9128-3,17-9128-3_R4C15_plot60,2018-11-28,,2019-02-28,2019-03-14,0,,,,,,Sendusu
SE201811_(163185C1/132452),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C7,Entukura,1,9128-3,17-9128-3_R4C7_plot52,2018-11-28,,2019-02-28,2019-03-07,0,,,,,,Sendusu
SE201811_(163189C1/132514),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C4,ITC1355,1,7197-2,17-7197-2_R12C6_plot171,2018-11-17,4.0,,,,,,,,,Sendusu
SE201811_(163210C1/132425),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C9,Entukura,1,9128-3,17-9128-3_R5C1_plot61,2018-11-05,4.0,,,,,,,,,Sendusu
SE201811_(163221C1/132403),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R20C7,Kabucuragye,1,8075-7,17-8075-7_R1C8_plot8,2018-11-19,4.0,2019-02-24,2019-03-07,0,,,,,,Sendusu
SE201811_(163239C1/132316),3X pollination block New Phase 3-Sendusu,Nfuuka_16_Phase3_R15C2,Nfuuka,1,8075-7,17-8075-7_R2C1_plot16,2018-11-23,,,,,,,,,,Sendusu
SE201811_(163244C1/132339),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C2,ITC1355,1,8075-7,17-8075-7_R2C14_plot29,2018-11-27,,2019-02-28,2019-03-07,5,4,2019-03-20,4,,,Sendusu
SE201811_(163252C1/132348),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R27C2,ITC1354,1,7197-2,17-7197-2_R11C3_plot153,2018-11-19,4.0,2019-02-24,,,,,,,,Sendusu
SE201811_(163257C1/132566),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C4,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-13,4.0,2019-02-11,,,,,,,,Sendusu
SE201811_(163288C1/132566),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R7C3,IITA-Nakyetengu,1,8075-7,17-8075-7_R1C2_plot2,2018-11-08,2.0,2019-02-11,2019-02-21,14.0,11,2019-03-26,11,,,Sendusu
SE201811_(163290C1/132498),3X pollination block New Phase 3-Sendusu,Nfuuka_16_Phase3_R13C3,Nfuuka,1,9128-3,17-9128-3_R4C1_plot46,2018-11-12,3.0,2019-02-08,,,,,,,,Sendusu
SE201811_(163327C1/132522),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R31C4,Nakasabira,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-06,5.0,,,,,,,,,Sendusu
SE201811_(163331C1/132649),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C1,Nakasabira,1,9128-3,17-9128-3_R4C11_plot56,2018-11-19,4.0,2019-02-14,2019-02-21,1,1,2019-03-26,1,,,Sendusu
SE201811_(163332C1/132505),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R8C10,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C3_plot183,2018-11-05,6.0,,,,,,,,,Sendusu
SE201811_(163370C1/132610),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C2,ITC1355,1,8075-7,17-8075-7_R1C7_plot7,2018-11-05,5.0,,,,,,,,,Sendusu
SE201811_(163373C1/132425),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R27C7,ITC1354,1,9128-3,17-9128-3_R5C1_plot61,2018-11-02,5.0,,,,,,,,,Sendusu
SE201811_(163402C1/132522),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R18C1,Tereza,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-27,,2019-03-03,2019-03-14,0,,,,,,Sendusu
SE201811_(163404C1/132348),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R4C4,Entukura,1,7197-2,17-7197-2_R11C3_plot153,2018-11-12,2.0,,,,,,,,,Sendusu
SE201811_(163407C1/132348),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R26C4,ITC1354,1,7197-2,17-7197-2_R11C3_plot153,2018-11-08,5.0,,,,,,,,,Sendusu
SE201812_(162384C1/132325),2016 New 4x Female parents Sendusu,29275S-1_14_R8P3,29275S-1,1,10969S-1,17-10969s-1_R22C1_plot316,2018-12-12,,2019-03-26,2019-04-04,0,,,,,,Sendusu
SE201812_(162398C1/132316),2016 New 4x Female parents Sendusu,29364S-2_14_R12P2,29364S-2,1,8075-7,17-8075-7_R2C1_plot16,2018-12-19,4.0,2019-03-19,2019-04-04,1,1,2019-04-11,1,,,Sendusu
