Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
SE202001_(162684C2/132636),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C11,IITA-Nakyetengu,2,9128-3,17-9128-3_R4C3_plot48,2020-01-10,2.0,2020-04-23,2020-05-07,2,2,2020-05-11,2,1.0,2020-06-04,Sendusu
SE202001_(162693C2/132623),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C4,ITC1355,2,SH3217,17-SH3217_R13C2_plot182,2020-01-03,2.0,2020-04-01,2020-04-09,6,6,2020-04-22,6,,,Sendusu
SE202001_(162708C2/132316),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C6,Entukura,2,8075-7,17-8075-7_R2C1_plot16,2020-01-22,3.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202001_(162724C2/132709),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C8,Nakasabira,2,SH3217,17-SH3217_R14C1_plot196,2020-01-22,2.0,2020-04-23,2020-05-14,0,,,,,,Sendusu
SE202001_(162801C1/132552),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C7,IITA-Nakyetengu,1,7197-2,17-7197-2_R10C3_plot138,2020-01-06,2.0,2020-04-20,2020-05-07,19,14,2020-05-11,14,3.0,2020-05-25,Sendusu
SE202001_(162821C2/132640),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C15,Entukura,2,TMB2X5265-1,17-5265-1_R9C3_plot123,2020-01-09,1.0,2020-04-16,2020-04-23,0,,,,,,Sendusu
SE202001_(162828C2/132709),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C12,ITC1355,2,SH3217,17-SH3217_R14C1_plot196,2020-01-14,,2020-04-29,2020-05-07,0,,,,,,Sendusu
SE202001_(162836C2/132537),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C17,ITC1355,2,7197-2,17-7197-2_R11C1_plot151,2020-01-27,,2020-04-29,2020-05-07,0,,,,,,Sendusu
SE202001_(162847C2/132466),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C9,Tereza,2,8075-7,17-8075-7_R1C1_plot1,2020-01-07,2.0,2020-04-07,2020-04-16,3,3,2020-04-22,3,,,Sendusu
SE202001_(162861C2/132467),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C10,Nakasabira,2,7197-2,17-7197-2_R10C1_plot136,2020-01-30,1.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202001_(162880C1/132636),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C12,Entukura,1,9128-3,17-9128-3_R4C3_plot48,2020-01-07,2.0,2020-04-09,2020-04-16,4,4,2020-04-22,4,,,Sendusu
SE202001_(162889C2/132640),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C4,Entukura,2,TMB2X5265-1,17-5265-1_R9C3_plot123,2020-01-20,,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202001_(162963C2/132316),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C1,Entukura,2,8075-7,17-8075-7_R2C1_plot16,2020-01-14,,2020-04-20,2020-05-07,0,,,,,,Sendusu
SE202001_(162974C2/132466),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R29C9,ITC1355,2,8075-7,17-8075-7_R1C1_plot1,2020-01-30,1.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202001_(162980C1/132640),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C5,Entukura,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2020-01-22,2.0,2020-04-29,2020-05-14,2,2,2020-05-18,2,,,Sendusu
SE202001_(163030C2/132498),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R6C3,Entukura,2,9128-3,17-9128-3_R4C1_plot46,2020-01-22,4.0,2020-04-29,2020-05-07,1,1,2020-05-11,1,,,Sendusu
SE202001_(163033C2/132636),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C8,Nakasabira,2,9128-3,17-9128-3_R4C3_plot48,2020-01-07,,2020-04-07,2020-04-16,8,6,2020-04-22,6,,,Sendusu
SE202001_(163046C2/132636),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C5,Entukura,2,9128-3,17-9128-3_R4C3_plot48,2020-01-10,,2020-04-01,2020-04-23,1,1,2020-04-29,1,,,Sendusu
SE202001_(163051C2/132348),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C7,Entukura,2,7197-2,17-7197-2_R11C3_plot153,2020-01-07,2.0,2020-04-16,2020-04-23,45,36,2020-04-29,36,1.0,2020-05-25,Sendusu
SE202001_(163087C2/132316),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C4,Nakasabira,2,8075-7,17-8075-7_R2C1_plot16,2020-01-21,,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202001_(163102C2/132466),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R32C9,Nakasabira,2,8075-7,17-8075-7_R1C1_plot1,2020-01-03,2.0,2020-04-16,2020-04-23,0,,,,,,Sendusu
SE202001_(163190C2/132306),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R16C5,Tereza,2,TMB2X5265-1,17-5265-1_R9C7_plot127,2020-01-07,2.0,,,,,,,,,Sendusu
SE202001_(163211C2/132636),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C7,ITC1355,2,9128-3,17-9128-3_R4C3_plot48,2020-01-16,1.0,2020-04-20,2020-05-07,0,,,,,,Sendusu
SE202001_(163237C2/132466),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C6,ITC1355,2,8075-7,17-8075-7_R1C1_plot1,2020-01-15,,2020-04-20,2020-05-07,7,5,2020-05-11,5,,,Sendusu
SE202001_(163241C1/132348),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C8,Nakasabira,1,7197-2,17-7197-2_R11C3_plot153,2020-01-08,1.0,,,,,,,,,Sendusu
SE202001_(163247C1/132505),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R20C5,Kabucuragye,1,SH3217,17-SH3217_R13C3_plot183,2020-01-09,,2020-04-20,2020-05-07,0,,,,,,Sendusu
SE202001_(163249C2/132709),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R18C2,Tereza,2,SH3217,17-SH3217_R14C1_plot196,2020-01-24,2.0,,,,,,,,,Sendusu
SE202001_(163252C2/132554),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R27C2,ITC1354,2,7197-2,17-7197-2_R10C2_plot137,2020-01-29,3.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202001_(163262C2/132396),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R17C4,Tereza,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-01-30,3.0,,,,,,,,,Sendusu
SE202001_(163274C2/132640),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R25C9,ITC1354,2,TMB2X5265-1,17-5265-1_R9C3_plot123,2020-01-16,1.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202001_(163277C2/132445),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R8C7,IITA-Nakyetengu,2,SH3217,17-SH3217_R15C4_plot214,2020-01-30,2.0,2020-05-11,2020-05-21,12,8,2020-05-25,8,2.0,2020-06-16,Sendusu
SE202001_(163295C2/132396),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C3,ITC1355,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-01-30,1.0,,,,,,,,,Sendusu
SE202001_(163325C2/132348),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R27C4,ITC1354,2,7197-2,17-7197-2_R11C3_plot153,2020-01-16,,2020-04-01,2020-05-07,5,0,2020-05-11,0,,,Sendusu
SE202001_(163331C2/132467),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C1,Nakasabira,2,7197-2,17-7197-2_R10C1_plot136,2020-01-21,1.0,2020-04-23,2020-05-07,64,38,2020-05-11,38,4.0,2020-06-04,Sendusu
SE202001_(163337C1/132636),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C2,Entukura,1,9128-3,17-9128-3_R4C3_plot48,2020-01-27,,,,,,,,,,Sendusu
SE202001_(163349C2/132640),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C8,ITC1355,2,TMB2X5265-1,17-5265-1_R9C3_plot123,2020-01-24,1.0,2020-04-29,2020-05-07,5,4,2020-05-11,4,4.0,2020-06-04,Sendusu
SE202001_(163394C2/132316),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R7C6,IITA-Nakyetengu,2,8075-7,17-8075-7_R2C1_plot16,2020-01-27,2.0,2020-04-23,2020-05-07,0,,,,,,Sendusu
SE202002_(162350C2/132316),2016 New 4x Female parents Sendusu,25974S-17_14_R4P2,25974S-17,2,8075-7,17-8075-7_R2C1_plot16,2020-02-10,3.0,,,,,,,,,Sendusu
SE202002_(162353C2/132316),2016 New 4x Female parents Sendusu,29275S-1_14_R8P1,29275S-1,2,8075-7,17-8075-7_R2C1_plot16,2020-02-03,2.0,2020-05-21,2020-05-28,65,42,2020-06-01,42,35.0,2020-06-16,Sendusu
SE202002_(162373C2/132467),2016 New 4x Female parents Sendusu,29364S-2_14_R11P6,29364S-2,2,7197-2,17-7197-2_R10C1_plot136,2020-01-31,1.0,2020-05-26,2020-06-11,145,108,2020-06-15,108,4.0,2020-07-20,Sendusu
SE202002_(162427C2/132674),2016 New 4x Female parents Sendusu,29275S-1_14_R8P2,29275S-1,2,7197-2,17-7197-2_R11C6_plot156,2020-02-24,2.0,2020-06-11,2020-06-18,70,42,2020-06-22,42,9.0,2020-07-20,Sendusu
SE202002_(162430C2/132434),2016 New 4x Female parents Sendusu,29364S-2_14_R11P8,29364S-2,2,7197-2,17-7197-2_R11C2_plot152,2020-02-11,3.0,2020-05-21,2020-06-11,768,484,2020-06-18,484,71.0,2020-07-20,Sendusu
SE202002_(162431C2/132316),2016 New 4x Female parents Sendusu,29364S-2_14_R12P5,29364S-2,2,8075-7,17-8075-7_R2C1_plot16,2020-02-26,2.0,2020-06-04,2020-06-25,173,125,2020-06-29,125,19.0,2020-07-20,Sendusu
SE202002_(162494C2/132316),2016 New 4x Female parents Sendusu,29364S-2_14_R12P1,29364S-2,2,8075-7,17-8075-7_R2C1_plot16,2020-02-11,3.0,2020-05-21,2020-06-11,48,35,2020-06-15,35,1.0,2020-07-20,Sendusu
SE202002_(162494C2/132554),2016 New 4x Female parents Sendusu,29364S-2_14_R12P1,29364S-2,2,7197-2,17-7197-2_R10C2_plot137,2020-02-18,2.0,2020-06-10,2020-06-18,16,12,2020-06-22,12,6.0,2020-07-20,Sendusu
SE202002_(162545C2/132609),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C17,Nakasabira,2,9128-3,17-9128-3_R5C3_plot63,2020-02-18,3.0,2020-05-11,2020-05-21,0,,,,,,Sendusu
SE202002_(162598C1/132624),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C2,ITC1355,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-02-27,1.0,2020-05-21,2020-06-04,0,,,,,,Sendusu
SE202002_(162604C2/132498),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C11,ITC1355,2,9128-3,17-9128-3_R4C1_plot46,2020-02-03,2.0,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202002_(162611C2/132636),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C3,Entukura,2,9128-3,17-9128-3_R4C3_plot48,2020-02-19,1.0,2020-05-26,2020-06-04,1,1,2020-06-08,1,,,Sendusu
SE202002_(162661C2/132434),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C9,Entukura,2,7197-2,17-7197-2_R11C2_plot152,2020-02-03,2.0,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202002_(162706C2/132709),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C1,Kabucuragye,2,SH3217,17-SH3217_R14C1_plot196,2020-02-11,4.0,,,,,,,,,Sendusu
SE202002_(162713C2/132467),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C15,Entukura,2,7197-2,17-7197-2_R10C1_plot136,2020-02-17,2.0,2020-05-21,2020-06-04,6,6,2020-06-08,6,2.0,2020-07-20,Sendusu
SE202002_(162739C2/132396),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C4,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-02-05,,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202002_(162744C1/132316),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C9,Kabucuragye,1,8075-7,17-8075-7_R2C1_plot16,2020-02-03,2.0,2020-04-20,2020-05-07,0,,,,,,Sendusu
SE202002_(162762C1/132566),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C9,IITA-Nakyetengu,1,8075-7,17-8075-7_R1C2_plot2,2020-02-12,3.0,2020-05-04,2020-05-14,0,,,,,,Sendusu
SE202002_(162775C2/132709),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C17,Entukura,2,SH3217,17-SH3217_R14C1_plot196,2020-02-18,2.0,2020-05-21,2020-06-04,0,,,,,,Sendusu
SE202002_(162789C1/132467),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C15,IITA-Nakyetengu,1,7197-2,17-7197-2_R10C1_plot136,2020-02-12,3.0,2020-05-11,,,,,,,,Sendusu
SE202002_(162806C1/132674),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C18,Nfuuka,1,7197-2,17-7197-2_R11C6_plot156,2020-02-25,2.0,2020-05-11,2020-05-28,0,,,,,,Sendusu
SE202002_(162839C1/132604),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C7,ITC1354,1,SH3362,17-SH3362_R18C1_plot256,2020-02-25,2.0,2020-05-26,2020-06-04,0,,,,,,Sendusu
SE202002_(162852C2/132514),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C18,ITC1355,2,7197-2,17-7197-2_R12C6_plot171,2020-02-28,,2020-05-21,2020-06-04,3,3,2020-06-08,3,,,Sendusu
SE202002_(162887C2/132498),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C13,ITC1354,2,9128-3,17-9128-3_R4C1_plot46,2020-02-11,3.0,2020-05-11,2020-05-21,0,,,,,,Sendusu
SE202002_(162909C1/132316),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C12,ITC1354,1,8075-7,17-8075-7_R2C1_plot16,2020-01-31,1.0,2020-04-23,2020-05-07,0,,,,,,Sendusu
SE202002_(162922C2/132396),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C11,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-02-12,2.0,2020-05-26,2020-05-28,0,,,,,,Sendusu
SE202002_(162924C1/132684),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C14,ITC1355,1,7197-2,17-7197-2_R11C5_plot155,2020-02-24,2.0,2020-05-14,2020-05-28,0,,,,,,Sendusu
SE202002_(162978C1/132466),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C1,Nakasabira,1,8075-7,17-8075-7_R1C1_plot1,2020-02-25,2.0,2020-05-21,2020-05-28,2,1,2020-06-01,1,,,Sendusu
SE202002_(163006C2/132623),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C4,ITC1355,2,SH3217,17-SH3217_R13C2_plot182,2020-02-27,1.0,2020-05-26,2020-06-04,5,4,2020-06-08,4,,,Sendusu
SE202002_(163083C1/132604),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C7,Tereza,1,SH3362,17-SH3362_R18C1_plot256,2020-02-27,4.0,2020-06-04,2020-06-11,0,,,,,,Sendusu
SE202002_(163121C2/132566),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R6C5,Entukura,2,8075-7,17-8075-7_R1C2_plot2,2020-02-13,1.0,2020-05-11,2020-05-28,0,,,,,,Sendusu
SE202002_(163127C2/132498),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R7C10,IITA-Nakyetengu,2,9128-3,17-9128-3_R4C1_plot46,2020-02-05,1.0,2020-05-26,2020-06-04,0,,,,,,Sendusu
SE202002_(163132C2/132396),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C5,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-01-31,,2020-04-29,2020-05-07,16,15,2020-05-11,15,3.0,2020-05-25,Sendusu
SE202002_(163148C2/132412),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C3,Entukura,2,8075-7,17-8075-7_R2C6_plot21,2020-02-18,2.0,2020-05-26,2020-06-04,0,,,,,,Sendusu
SE202002_(163185C2/132396),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C7,Entukura,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2020-02-18,2.0,2020-05-26,2020-06-04,0,,,,,,Sendusu
SE202002_(163189C2/132554),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C4,ITC1355,2,7197-2,17-7197-2_R10C2_plot137,2020-02-11,3.0,2020-05-11,2020-05-21,5,4,2020-05-25,4,,,Sendusu
SE202002_(163212C2/132624),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C3,ITC1355,2,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-02-11,2.0,2020-05-11,2020-05-21,4,3,2020-05-25,3,,,Sendusu
SE202002_(163251C2/132709),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C1,ITC1355,2,SH3217,17-SH3217_R14C1_plot196,2020-02-25,1.0,2020-05-21,2020-05-28,2,2,2020-06-01,2,,,Sendusu
SE202002_(163273C1/132636),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C8,Nakasabira,1,9128-3,17-9128-3_R4C3_plot48,2020-02-25,2.0,2020-05-21,2020-05-28,0,,,,,,Sendusu
SE202002_(163279C2/132363),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C9,ITC1355,2,TMB2X5265-1,17-5265-1_R9C9_plot129,2020-02-27,1.0,2020-05-21,2020-05-28,0,,,,,,Sendusu
SE202002_(163285C2/132636),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C5,ITC1355,2,9128-3,17-9128-3_R4C3_plot48,2020-02-27,1.0,2020-05-21,2020-06-04,0,,,,,,Sendusu
SE202002_(163289C2/132624),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C1,Entukura,2,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-02-12,2.0,2020-05-14,2020-05-21,0,,,,,,Sendusu
SE202002_(163318C2/132434),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C7,ITC1355,2,7197-2,17-7197-2_R11C2_plot152,2020-02-18,2.0,2020-05-11,2020-05-21,23,3,2020-05-25,3,,,Sendusu
SE202002_(163362C1/132709),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R19C8,Kabucuragye,1,SH3217,17-SH3217_R14C1_plot196,2020-02-03,2.0,,,,,,,,,Sendusu
SE202002_(163380C1/132707),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R19C2,Kabucuragye,1,8075-7,17-8075-7_R3C4_plot34,2020-02-27,1.0,2020-06-04,2020-06-18,0,,,,,,Sendusu
SE202002_(163385C1/132412),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C2,Entukura,1,8075-7,17-8075-7_R2C6_plot21,2020-02-20,1.0,2020-05-26,2020-06-04,0,,,,,,Sendusu
SE202003_(162452C2/132509),2016 New 4x Female parents Sendusu,25974S-17_14_R6P6,25974S-17,2,10969S-1,17-10969s-1_R22C2_plot317,2020-03-09,1.0,2020-07-23,2020-08-13,0,,,,,,Sendusu
SE202003_(162497C2/132470),2016 New 4x Female parents Sendusu,25974S-17_14_R4P4,25974S-17,2,7197-2,17-7197-2_R10C9_plot144,2020-03-27,,2020-08-13,2020-08-28,10,9,2020-08-31,9,2.0,2020-10-06,Sendusu
SE202003_(162506C2/132386),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C12,IITA-Nakyetengu,2,TMB2X5265-1,17-5265-1_R9C11_plot131,2020-03-27,,,,,,,,,,Sendusu
SE202003_(162507C2/132308),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C16,ITC1355,2,SH3362,17-SH3362_R19C6_plot276,2020-03-18,1.0,2020-07-01,2020-07-09,1,,,,,,Sendusu
SE202003_(162524C2/132514),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C13,Entukura,2,7197-2,17-7197-2_R12C6_plot171,2020-03-09,,2020-06-04,2020-06-11,0,,,,,,Sendusu
SE202003_(162533C2/132552),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C11,Entukura,2,7197-2,17-7197-2_R10C3_plot138,2020-03-10,3.0,2020-06-17,2020-07-02,0,,,,,,Sendusu
SE202003_(162570C1/132653),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C4,Tereza,1,9128-3,17-9128-3_R4C9_plot54,2020-03-24,1.0,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162574C2/132410),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C14,Entukura,2,8075-7,17-8075-7_R1C5_plot5,2020-03-24,3.0,2020-07-01,2020-07-16,0,,,,,,Sendusu
SE202003_(162592C2/132308),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C5,Entukura,2,SH3362,17-SH3362_R19C6_plot276,2020-03-03,2.0,2020-06-04,2020-06-11,0,,,,,,Sendusu
SE202003_(162605C2/132653),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C1,Entukura,2,9128-3,17-9128-3_R4C9_plot54,2020-03-18,1.0,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162632C1/132604),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C3,Tereza,1,SH3362,17-SH3362_R18C1_plot256,2020-03-11,3.0,2020-06-17,2020-06-25,1,1,2020-06-29,1,,,Sendusu
SE202003_(162642C1/132466),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C1,IITA-Nakyetengu,1,8075-7,17-8075-7_R1C1_plot1,2020-03-18,,2020-06-11,2020-06-25,14,12,2020-06-29,12,1.0,2020-07-20,Sendusu
SE202003_(162726C2/132386),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C2,Tereza,2,TMB2X5265-1,17-5265-1_R9C11_plot131,2020-03-18,2.0,2020-04-29,2020-05-14,0,,,,,,Sendusu
SE202003_(162729C2/132363),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C6,ITC1355,2,TMB2X5265-1,17-5265-1_R9C9_plot129,2020-03-03,3.0,2020-05-21,2020-05-28,0,,,,,,Sendusu
SE202003_(162745C2/132514),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C7,Nfuuka,2,7197-2,17-7197-2_R12C6_plot171,2020-03-24,,2020-06-11,2020-06-25,0,,,,,,Sendusu
SE202003_(162750C2/132379),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C17,Nakasabira,2,9128-3,17-9128-3_R4C4_plot49,2020-03-20,1.0,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162777C2/132514),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C13,Nakasabira,2,7197-2,17-7197-2_R12C6_plot171,2020-03-02,2.0,2020-05-21,2020-06-04,23,12,2020-06-08,12,1.0,2020-08-06,Sendusu
SE202003_(162803C2/132514),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C14,Tereza,2,7197-2,17-7197-2_R12C6_plot171,2020-03-18,1.0,2020-06-17,2020-06-25,4,3,2020-06-29,3,,,Sendusu
SE202003_(162805C2/132466),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C2,ITC1355,2,8075-7,17-8075-7_R1C1_plot1,2020-03-12,4.0,,,,,,,,,Sendusu
SE202003_(162832C2/132466),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C5,Nakasabira,2,8075-7,17-8075-7_R1C1_plot1,2020-03-24,1.0,2020-06-17,2020-07-02,0,,,,,,Sendusu
SE202003_(162834C2/132494),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R21C3,Kabucuragye,2,7197-2,17-7197-2_R11C8_plot158,2020-03-24,3.0,2020-07-06,2020-07-16,0,,,,,,Sendusu
SE202003_(162846C1/132609),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C16,Nfuuka,1,9128-3,17-9128-3_R5C3_plot63,2020-03-17,,2020-06-17,2020-07-02,0,,,,,,Sendusu
SE202003_(162862C2/132466),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C18,Nakasabira,2,8075-7,17-8075-7_R1C1_plot1,2020-03-02,1.0,2020-05-21,2020-05-28,4,1,2020-06-01,1,,,Sendusu
SE202003_(162869C2/132366),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C5,ITC1354,2,SH3362,17-SH3362_R19C10_plot280,2020-03-25,,2020-07-01,2020-07-09,3,3,2020-07-17,3,,,Sendusu
SE202003_(162876C2/132466),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C11,ITC1355,2,8075-7,17-8075-7_R1C1_plot1,2020-03-06,3.0,2020-06-17,2020-06-25,0,,,,,,Sendusu
SE202003_(162915C1/132494),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C5,Tereza,1,7197-2,17-7197-2_R11C8_plot158,2020-03-26,,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162932C1/132514),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R7C2,IITA-Nakyetengu,1,7197-2,17-7197-2_R12C6_plot171,2020-03-06,1.0,2020-06-04,2020-06-18,0,,,,,,Sendusu
SE202003_(162939C2/132363),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C8,Entukura,2,TMB2X5265-1,17-5265-1_R9C9_plot129,2020-03-12,3.0,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162940C2/132623),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R19C5,Kabucuragye,2,SH3217,17-SH3217_R13C2_plot182,2020-03-26,2.0,2020-07-01,2020-07-09,0,,,,,,Sendusu
SE202003_(162954C1/132552),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C1,Nakasabira,1,7197-2,17-7197-2_R10C3_plot138,2020-03-25,,2020-06-17,2020-07-02,4,2,2020-07-07,2,,,Sendusu
