PlantletID,Weaning_2_Date,Number,Location
SE201910_(162373C2/132684)_3,2020-08-12,2.0,Sendusu
SE201911_(162449C2/132674)_1,2020-08-12,2.0,Sendusu
SE201908_(162485C2/132696)_15,2020-08-12,4.0,Sendusu
SE201910_(162371C2/132696)_2,2020-08-12,2.0,Sendusu
SE201905_(162431C1/132332)_90,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_59,2020-08-12,3.0,Sendusu
SE201908_(162485C2/132696)_14,2020-08-12,2.0,Sendusu
SE201910_(162373C2/132684)_80,2020-08-12,4.0,Sendusu
SE201908_(162485C2/132696)_9,2020-08-12,2.0,Sendusu
SE201910_(162373C2/132684)_20,2020-08-12,4.0,Sendusu
SE201910_(162405C2/132696)_6,2020-08-12,3.0,Sendusu
SE201910_(162441C1/132696)_11,2020-08-12,2.0,Sendusu
SE201907_(162416C2/132332)_5,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_27,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_40,2020-08-12,3.0,Sendusu
SE201908_(162358C1/132647)_9,2020-08-12,4.0,Sendusu
SE201908_(162358C1/132647)_16,2020-08-12,4.0,Sendusu
SE201909_(162426C1/132660)_5,2020-08-12,4.0,Sendusu
SE201904_(162377C1/132361)_19,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_7,2020-08-12,3.0,Sendusu
SE201902_(162450C1/132447)_3,2020-08-12,4.0,Sendusu
SE201908_(162485C2/132696)_2,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_42,2020-08-12,4.0,Sendusu
SE201910_(162373C2/132684)_48,2020-08-12,4.0,Sendusu
SE201903_(162357C1/132383)_57,2020-08-12,3.0,Sendusu
SE201910_(162373C2/132684)_67,2020-08-12,3.0,Sendusu
SE201910_(162373C2/132684)_1,2020-08-13,4.0,Sendusu
SE201908_(162415C1/132466)_2,2020-08-13,3.0,Sendusu
SE201910_(162405C2/132696)_2,2020-08-13,3.0,Sendusu
SE201908_(162485C2/132696)_8,2020-08-13,4.0,Sendusu
SE201910_(162371C2/132696)_9,2020-08-13,4.0,Sendusu
SE201910_(162373C2/132684)_19,2020-08-13,4.0,Sendusu
SE201910_(162373C2/132684)_30,2020-08-13,4.0,Sendusu
SE201910_(162441C1/132696)_2,2020-08-13,2.0,Sendusu
SE201910_(162373C2/132684)_35,2020-08-13,4.0,Sendusu
SE201908_(162358C1/132647)_5,2020-08-13,3.0,Sendusu
SE201910_(162373C2/132684)_88,2020-08-13,3.0,Sendusu
SE201904_(162485C1/132614)_15,2020-08-13,4.0,Sendusu
SE201910_(162371C2/132696)_22,2020-08-13,4.0,Sendusu
SE201910_(162373C2/132684)_86,2020-08-13,3.0,Sendusu
SE201910_(162368C2/132696)_1,2020-08-13,4.0,Sendusu
SE201910_(162373C2/132684)_108,2020-08-13,4.0,Sendusu
SE201908_(162485C2/132696)_10,2020-08-13,2.0,Sendusu
SE201910_(162373C2/132684)_76,2020-08-14,4.0,Sendusu
SE201905_(162431C1/132332)_167,2020-08-14,4.0,Sendusu
SE201905_(162431C1/132332)_74,2020-08-14,4.0,Sendusu
SE201908_(162358C1/132647)_19,2020-08-14,4.0,Sendusu
SE201910_(163244C2/132696)_3,2020-08-14,1.0,Sendusu
SE201909_(162426C1/132660)_10,2020-08-14,4.0,Sendusu
SE201905_(162431C1/132332)_58,2020-08-14,3.0,Sendusu
SE201907_(162865C1/132329)_5,2020-08-14,4.0,Sendusu
SE201909_(162426C1/132660)_3,2020-08-14,4.0,Sendusu
SE201904_(162430C1/132419)_13,2020-08-14,4.0,Sendusu
SE201910_(162373C2/132684)_87,2020-08-14,4.0,Sendusu
SE201907_(162416C2/132332)_6,2020-08-14,4.0,Sendusu
SE201906_(162693C2/132568)_1,2020-08-14,4.0,Sendusu
SE201910_(162371C2/132696)_4,2020-08-14,4.0,Sendusu
SE201909_(162426C1/132660)_2,2020-08-14,4.0,Sendusu
SE201910_(162373C2/132684)_78,2020-08-14,4.0,Sendusu
SE201907_(162416C2/132332)_1,2020-08-14,3.0,Sendusu
SE201908_(162485C2/132696)_21,2020-08-14,4.0,Sendusu
SE201910_(162373C2/132684)_89,2020-08-14,4.0,Sendusu
SE201910_(162405C2/132696)_5,2020-08-14,4.0,Sendusu
SE201904_(162377C1/132361)_8,2020-08-14,4.0,Sendusu
SE201904_(162377C1/132361)_11,2020-08-14,4.0,Sendusu
SE201907_(162452C1/132533)_1,2020-08-14,4.0,Sendusu
SE201910_(162373C2/132684)_101,2020-08-25,4.0,Sendusu
SE201908_(162485C2/132696)_2,2020-08-25,2.0,Sendusu
SE201907_(162416C2/132332)_7,2020-05-23,1.0,Sendusu
SE201909_(162414C2/132406)_10,2020-09-07,4.0,Sendusu
SE201910_(162624C1/132311)_1,2020-09-07,3.0,Sendusu
SE201904_(162485C1/132614)_13,2020-09-07,4.0,Sendusu
SE201910_(162373C2/132684)_54,2020-09-07,3.0,Sendusu
SE201908_(162485C2/132696)_1,2020-09-07,3.0,Sendusu
SE201909_(162426C1/132660)_4,2020-09-07,4.0,Sendusu
SE201908_(162485C2/132696)_17,2020-09-07,3.0,Sendusu
SE201910_(162373C2/132684)_45,2020-09-07,4.0,Sendusu
SE201910_(162373C2/132684)_15,2020-09-07,4.0,Sendusu
SE201910_(162448C1/132512)_1,2020-09-07,2.0,Sendusu
SE201910_(162448C1/132512)_10,2020-09-07,4.0,Sendusu
SE201905_(162431C1/132332)_69,2020-09-07,3.0,Sendusu
SE201910_(162373C2/132684)_44,2020-09-07,3.0,Sendusu
SE201905_(162431C1/132332)_68,2020-09-07,4.0,Sendusu
SE201910_(162373C2/132684)_11,2020-09-07,4.0,Sendusu
SE201910_(162373C2/132684)_72,2020-09-08,3.0,Sendusu
SE201910_(162405C2/132696)_4,2020-09-08,4.0,Sendusu
SE201910_(162441C1/132696)_7,2020-09-08,4.0,Sendusu
SE201910_(162373C2/132684)_65,2020-09-08,4.0,Sendusu
SE201910_(162373C2/132684)_49,2020-09-08,4.0,Sendusu
SE201910_(162370C1/132348)_19,2020-09-08,3.0,Sendusu
SE201910_(162373C2/132684)_43,2020-09-08,3.0,Sendusu
SE201908_(162358C1/132647)_4,2020-09-08,3.0,Sendusu
SE201911_(162350C1/132348)_10,2020-09-08,4.0,Sendusu
SE201903_(162357C1/132383)_6,2020-09-08,3.0,Sendusu
SE201908_(162358C1/132647)_7,2020-09-08,4.0,Sendusu
SE201912_(162377C2/132566)_28,2020-09-08,4.0,Sendusu
SE201908_(162374C2/132674)_4,2020-09-08,4.0,Sendusu
SE201904_(162459C1/132361)_18,2020-09-17,1.0,Sendusu
SE201903_(162357C1/132383)_8,2020-07-28,2.0,Sendusu
SE201909_(162414C2/132406)_6,2020-08-12,4.0,Sendusu
SE202001_(162405C2/132466)_25,2020-09-25,2.0,Sendusu
SE201912_(162397C1/132554)_4,2020-09-25,3.0,Sendusu
SE201909_(162426C1/132660)_6,2020-09-25,4.0,Sendusu
SE201908_(162430C2/132647)_1,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_17,2020-09-24,1.0,Sendusu
SE201909_(162414C2/132406)_9,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_1,2020-09-24,1.0,Sendusu
SE201910_(163244C2/132696)_1,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_64,2020-09-24,1.0,Sendusu
SE201912_(162397C1/132554)_3,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_13,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_34,2020-09-24,1.0,Sendusu
SE201910_(162441C1/132696)_8,2020-09-24,1.0,Sendusu
SE201910_(162448C1/132512)_14,2020-09-24,1.0,Sendusu
SE201910_(162496C2/132696)_4,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_11,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_22,2020-09-24,1.0,Sendusu
SE201907_(162379C1/132466)_1,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_57,2020-09-24,1.0,Sendusu
SE201910_(162361C1/132696)_4,2020-09-24,1.0,Sendusu
SE201908_(162485C2/132696)_13,2020-09-24,1.0,Sendusu
SE201911_(162423C1/132696)_5,2020-09-24,1.0,Sendusu
SE201910_(162448C1/132512)_6,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_53,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_74,2020-09-24,1.0,Sendusu
SE201909_(162414C2/132406)_7,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_14,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_8,2020-09-24,1.0,Sendusu
SE201909_(162414C2/132406)_3,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_77,2020-09-24,1.0,Sendusu
SE201910_(162370C1/132348)_6,2020-09-24,1.0,Sendusu
SE201910_(162882C1/132609)_1,2020-09-24,1.0,Sendusu
SE201911_(162449C2/132674)_2,2020-09-24,1.0,Sendusu
SE201910_(162496C2/132696)_8,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_32,2020-09-24,1.0,Sendusu
SE201910_(162496C2/132696)_5,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_12,2020-09-24,1.0,Sendusu
SE201911_(162350C1/132348)_9,2020-09-24,1.0,Sendusu
SE201912_(162377C2/132566)_20,2020-09-24,1.0,Sendusu
SE201910_(162370C1/132348)_3,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_90,2020-09-24,1.0,Sendusu
SE201911_(162350C1/132348)_3,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_15,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_21,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_16,2020-09-24,1.0,Sendusu
SE201912_(163338C2/132623)_11,2020-09-24,1.0,Sendusu
SE201910_(162373C2/132684)_39,2020-09-24,1.0,Sendusu
SE201910_(162371C2/132696)_3,2020-09-24,1.0,Sendusu
SE201910_(162799C2/132313)_1,2020-09-24,1.0,Sendusu
SE201910_(162799C2/132313)_2,2020-09-24,1.0,Sendusu
SE202001_(162405C2/132466)_15,2020-09-24,3.0,Sendusu
SE201910_(162370C1/132348)_27,2020-09-24,3.0,Sendusu
SE202001_(162405C2/132466)_52,2020-09-24,2.0,Sendusu
SE201910_(162373C2/132684)_75,2020-09-24,3.0,Sendusu
SE201910_(162448C1/132512)_13,2020-09-24,2.0,Sendusu
SE201910_(162373C2/132684)_8,2020-09-24,3.0,Sendusu
SE201910_(162373C2/132684)_68,2020-09-24,2.0,Sendusu
SE201910_(162373C2/132684)_68,2020-09-24,3.0,Sendusu
SE201912_(163338C2/132623)_4,2020-09-24,4.0,Sendusu
SE201912_(162377C2/132566)_51,2020-09-24,2.0,Sendusu
SE201912_(162377C2/132566)_56,2020-10-20,2.0,Sendusu
SE201910_(162373C2/132684)_63,2020-10-20,3.0,Sendusu
SE201910_(162373C2/132684)_70,2020-10-20,3.0,Sendusu
SE201912_(163078C1/132684)_1,2020-10-20,2.0,Sendusu
SE201912_(163338C2/132623)_19,2020-10-20,3.0,Sendusu
SE201911_(162462C2/132699)_1,2020-10-20,3.0,Sendusu
SE202001_(162405C2/132466)_69,2020-10-20,3.0,Sendusu
SE201910_(162373C2/132684)_13,2020-10-20,3.0,Sendusu
SE201910_(162373C2/132684)_2,2020-10-20,1.0,Sendusu
SE201912_(162377C2/132566)_4,2020-10-20,3.0,Sendusu
SE201908_(162358C1/132647)_11,2020-10-20,3.0,Sendusu
SE202002_(162431C2/132316)_12,2020-10-20,3.0,Sendusu
SE201908_(162374C2/132674)_2,2020-10-20,3.0,Sendusu
SE201910_(162369C1/132696)_6,2020-10-20,3.0,Sendusu
SE201911_(162449C2/132674)_4,2020-10-20,3.0,Sendusu
SE201910_(162373C2/132684)_105,2020-10-20,3.0,Sendusu
SE201912_(162377C2/132566)_35,2020-10-20,2.0,Sendusu
SE201912_(162377C2/132566)_26,2020-10-20,3.0,Sendusu
SE201911_(163120C2/132348)_1,2020-10-20,2.0,Sendusu
SE201908_(162485C2/132696)_7,2020-10-20,2.0,Sendusu
SE201910_(162448C1/132512)_2,2020-10-20,3.0,Sendusu
SE201912_(162377C2/132566)_16,2020-10-20,3.0,Sendusu
SE201910_(162448C1/132512)_4,2020-10-20,2.0,Sendusu
SE201912_(162377C2/132566)_21,2020-10-20,3.0,Sendusu
SE201912_(162377C2/132566)_14,2020-10-20,2.0,Sendusu
SE201910_(162373C2/132684)_5,2020-10-20,3.0,Sendusu
SE201904_(162377C1/132361)_4,2020-10-20,3.0,Sendusu
SE202001_(162405C2/132466)_16,2020-10-20,2.0,Sendusu
SE201909_(162414C2/132406)_8,2020-10-20,3.0,Sendusu
SE201908_(162485C2/132696)_6,2020-10-20,3.0,Sendusu
SE201908_(162358C1/132647)_18,2020-10-20,3.0,Sendusu
SE202001_(162405C2/132466)_46,2020-10-20,2.0,Sendusu
SE201912_(162377C2/132566)_58,2020-10-20,3.0,Sendusu
SE201908_(162431C2/132674)_2,2020-10-20,3.0,Sendusu
SE202002_(162373C2/132467)_4,2020-10-20,2.0,Sendusu
SE202002_(162430C2/132434)_16,2020-10-20,2.0,Sendusu
SE201910_(162373C2/132684)_79,2020-10-20,2.0,Sendusu
SE201910_(162882C1/132609)_3,2020-10-20,3.0,Sendusu
SE202001_(162405C2/132466)_7,2020-10-20,2.0,Sendusu
SE201909_(162438C2/132696)_1,2020-10-20,3.0,Sendusu
SE201910_(162373C2/132684)_73,2020-10-20,3.0,Sendusu
SE201908_(162374C2/132674)_3,2020-11-02,2.0,Sendusu
SE201912_(163080C2/132554)_2,2020-11-02,4.0,Sendusu
SE202001_(163277C2/132445)_2,2020-11-02,2.0,Sendusu
SE201912_(162422C2/132651)_16,2020-11-02,4.0,Sendusu
SE202002_(162427C2/132674)_4,2020-11-02,4.0,Sendusu
SE201912_(162377C2/132566)_8,2020-11-02,3.0,Sendusu
SE201911_(162423C1/132696)_3,2020-11-05,1.0,Sendusu
SE201912_(162377C2/132566)_49,2020-09-25,2.0,Sendusu
SE201910_(162373C2/132684)_29,2020-09-25,2.0,Sendusu
SE201910_(162371C2/132696)_7,2020-11-02,4.0,Sendusu
SE202002_(162430C2/132434)_34,2020-11-02,4.0,Sendusu
SE201910_(162373C2/132684)_47,2020-11-02,4.0,Sendusu
SE201909_(162426C1/132660)_8,2020-11-02,4.0,Sendusu
SE202002_(162430C2/132434)_36,2020-11-02,4.0,Sendusu
SE201912_(162377C2/132566)_22,2020-11-02,4.0,Sendusu
SE202002_(162431C2/132316)_19,2020-11-02,4.0,Sendusu
SE201910_(162370C1/132348)_10,2020-11-02,2.0,Sendusu
SE202001_(162405C2/132466)_37,2020-11-02,2.0,Sendusu
SE202001_(162405C2/132466)_88,2020-11-02,2.0,Sendusu
SE201911_(163120C2/132348)_4,2020-11-02,4.0,Sendusu
SE202001_(162405C2/132466)_14,2020-11-02,4.0,Sendusu
SE202002_(162353C2/132316)_16,2020-11-02,4.0,Sendusu
SE201912_(162755C2/132554)_2,2020-11-02,3.0,Sendusu
SE202002_(162430C2/132434)_10,2020-11-02,4.0,Sendusu
SE202001_(162405C2/132466)_73,2020-11-02,3.0,Sendusu
SE202001_(162405C2/132466)_92,2020-11-02,2.0,Sendusu
SE201910_(162373C2/132684)_37,2020-09-24,2.0,Sendusu
SE201911_(162423C1/132696)_2,2020-09-24,3.0,Sendusu
SE202001_(162405C2/132466)_9,2020-09-24,1.0,Sendusu
SE201910_(162370C1/132348)_22,2020-11-13,1.0,Sendusu
SE201912_(162377C2/132566)_19,2020-10-20,3.0,Sendusu
SE202002_(162353C2/132316)_29,2020-11-18,4.0,Sendusu
SE201912_(163338C2/132623)_6,2020-11-18,3.0,Sendusu
SE201912_(163338C2/132623)_11,2020-11-18,4.0,Sendusu
SE201912_(162377C2/132566)_23,2020-11-18,4.0,Sendusu
SE201908_(162358C1/132647)_12,2020-11-18,3.0,Sendusu
SE201910_(162373C2/132684)_100,2020-11-18,4.0,Sendusu
SE202002_(162430C2/132434)_62,2020-11-18,3.0,Sendusu
SE202002_(162430C2/132434)_13,2020-11-19,4.0,Sendusu
SE201910_(162405C2/132696)_3,2020-11-19,4.0,Sendusu
SE201910_(162370C1/132348)_9,2020-11-19,3.0,Sendusu
SE202002_(162430C2/132434)_68,2020-11-19,4.0,Sendusu
SE202001_(163331C2/132467)_1,2020-11-20,1.0,Sendusu
SE202001_(162405C2/132466)_94,2020-11-20,3.0,Sendusu
SE202002_(162430C2/132434)_57,2020-11-20,4.0,Sendusu
SE201910_(162448C1/132512)_7,2020-11-20,3.0,Sendusu
SE201912_(162377C2/132566)_5,2020-11-20,4.0,Sendusu
SE202002_(162431C2/132316)_3,2020-11-20,4.0,Sendusu
SE201910_(162373C2/132684)_98,2020-11-20,2.0,Sendusu
SE202001_(162405C2/132466)_66,2020-11-20,2.0,Sendusu
SE201912_(163338C2/132623)_14,2020-11-20,2.0,Sendusu
SE202001_(162405C2/132466)_91,2020-11-20,3.0,Sendusu
SE201911_(162350C1/132348)_4,2020-11-20,4.0,Sendusu
SE201912_(162377C2/132566)_53,2020-11-20,2.0,Sendusu
SE201912_(163338C2/132623)_16,2020-11-20,3.0,Sendusu
SE202001_(162459C2/132466)_8,2020-11-20,4.0,Sendusu
SE201911_(162423C1/132696)_7,2020-11-20,3.0,Sendusu
SE201912_(162377C2/132566)_65,2020-11-20,2.0,Sendusu
SE201912_(162377C2/132566)_29,2020-11-20,2.0,Sendusu
SE202001_(162405C2/132466)_42,2020-11-20,1.0,Sendusu
SE201910_(162373C2/132684)_65,2020-11-20,2.0,Sendusu
SE202001_(163277C2/132445)_1,2020-11-20,3.0,Sendusu
SE202001_(162405C2/132466)_95,2020-11-20,3.0,Sendusu
SE201910_(162373C2/132684)_51,2020-11-20,3.0,Sendusu
SE202001_(162405C2/132466)_5,2020-11-20,2.0,Sendusu
SE202001_(162405C2/132466)_85,2020-11-20,2.0,Sendusu
SE201910_(162373C2/132684)_85,2020-11-20,2.0,Sendusu
SE202001_(162405C2/132466)_87,2020-11-20,2.0,Sendusu
SE201910_(162368C2/132696)_6,2020-11-20,2.0,Sendusu
SE202002_(162430C2/132434)_14,2020-11-20,2.0,Sendusu
SE201911_(163120C2/132348)_3,2020-11-20,2.0,Sendusu
SE201912_(162377C2/132566)_42,2020-11-20,3.0,Sendusu
SE201910_(162371C2/132696)_14,2020-11-20,2.0,Sendusu
SE201912_(162422C2/132651)_14,2020-11-20,3.0,Sendusu
SE201911_(162350C1/132348)_17,2020-11-20,1.0,Sendusu
SE202001_(162405C2/132466)_84,2020-11-20,4.0,Sendusu
SE202001_(162405C2/132466)_32,2020-11-20,3.0,Sendusu
SE201910_(162369C1/132696)_5,2020-11-20,2.0,Sendusu
SE201912_(162849C2/132651)_4,2020-11-23,1.0,Sendusu
SE202003_(163053C2/132674)_3,2020-11-23,3.0,Sendusu
SE201910_(162448C1/132512)_3,2020-11-23,4.0,Sendusu
SE201912_(162377C2/132566)_30,2020-11-23,4.0,Sendusu
SE202002_(162430C2/132434)_19,2020-11-23,3.0,Sendusu
SE201912_(162377C2/132566)_38,2020-11-23,2.0,Sendusu
SE201912_(162421C2/132406)_1,2020-11-23,4.0,Sendusu
SE201912_(163338C2/132623)_7,2020-11-23,1.0,Sendusu
SE201908_(162358C1/132647)_2,2020-11-23,3.0,Sendusu
SE201910_(162373C2/132684)_82,2020-11-23,3.0,Sendusu
SE202002_(162430C2/132434)_7,2020-11-23,3.0,Sendusu
SE202001_(162405C2/132466)_69,2020-11-23,4.0,Sendusu
SE201912_(162377C2/132566)_48,2020-11-23,4.0,Sendusu
SE202002_(162430C2/132434)_50,2020-11-23,3.0,Sendusu
SE201908_(162358C1/132647)_13,2020-11-23,3.0,Sendusu
SE201912_(162377C2/132566)_33,2020-11-23,4.0,Sendusu
SE202003_(163002C2/132552)_1,2020-11-23,3.0,Sendusu
SE201912_(162377C2/132566)_60,2020-11-23,4.0,Sendusu
SE202001_(162459C2/132466)_7,2020-11-23,3.0,Sendusu
SE201910_(162373C2/132684)_10,2020-11-23,4.0,Sendusu
SE202001_(162405C2/132466)_41,2020-11-23,4.0,Sendusu
SE202001_(162405C2/132466)_75,2020-11-23,2.0,Sendusu
SE202001_(162405C2/132466)_67,2020-11-23,3.0,Sendusu
SE202002_(162430C2/132434)_21,2020-11-23,2.0,Sendusu
SE202001_(162405C2/132466)_82,2020-11-30,4.0,Sendusu
SE201910_(162373C2/132684)_104,2020-11-30,4.0,Sendusu
SE201912_(162377C2/132566)_68,2020-11-30,4.0,Sendusu
SE202002_(162494C2/132554)_4,2020-11-30,4.0,Sendusu
SE202003_(163361C2/132554)_1,2020-11-30,4.0,Sendusu
SE202002_(162431C2/132316)_13,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_32,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_12,2020-11-30,3.0,Sendusu
SE202002_(162430C2/132434)_61,2020-11-30,3.0,Sendusu
SE202002_(162431C2/132316)_10,2020-11-30,3.0,Sendusu
SE202001_(163331C2/132467)_4,2020-11-30,3.0,Sendusu
SE202002_(162430C2/132434)_67,2020-11-30,4.0,Sendusu
SE202002_(162431C2/132316)_5,2020-11-30,3.0,Sendusu
SE202001_(162405C2/132466)_74,2020-11-30,3.0,Sendusu
SE202001_(162405C2/132466)_98,2020-11-30,2.0,Sendusu
SE201909_(162426C1/132660)_7,2020-11-30,4.0,Sendusu
SE201910_(162441C1/132696)_15,2020-11-30,3.0,Sendusu
SE201910_(162373C2/132684)_62,2020-11-30,4.0,Sendusu
SE202002_(162427C2/132674)_6,2020-11-30,4.0,Sendusu
SE201912_(162377C2/132566)_43,2020-11-30,3.0,Sendusu
SE201912_(162377C2/132566)_59,2020-11-30,4.0,Sendusu
SE202001_(162405C2/132466)_7,2020-11-30,3.0,Sendusu
SE202002_(162430C2/132434)_48,2020-11-30,4.0,Sendusu
SE202001_(162405C2/132466)_65,2020-11-30,2.0,Sendusu
SE202002_(162431C2/132316)_15,2020-11-30,4.0,Sendusu
SE201911_(162350C1/132348)_13,2020-11-30,4.0,Sendusu
SE202001_(162405C2/132466)_6,2020-11-30,4.0,Sendusu
SE201908_(162431C2/132674)_3,2020-11-30,2.0,Sendusu
SE202002_(162353C2/132316)_6,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_38,2020-11-30,3.0,Sendusu
SE202002_(162427C2/132674)_7,2020-11-30,3.0,Sendusu
SE202002_(162713C2/132467)_2,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_66,2020-11-30,4.0,Sendusu
SE202001_(162405C2/132466)_34,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_52,2020-11-30,4.0,Sendusu
SE201910_(162441C1/132696)_3,2020-11-30,4.0,Sendusu
SE202002_(162353C2/132316)_21,2020-11-30,4.0,Sendusu
SE202002_(162431C2/132316)_18,2020-11-30,4.0,Sendusu
SE202002_(162430C2/132434)_58,2020-11-30,4.0,Sendusu
SE201910_(162496C2/132696)_6,2020-12-03,4.0,Sendusu
SE202002_(162431C2/132316)_6,2020-12-03,2.0,Sendusu
SE201910_(162373C2/132684)_52,2020-12-03,4.0,Sendusu
SE201911_(162350C1/132348)_19,2020-12-03,4.0,Sendusu
SE201910_(162371C2/132696)_24,2020-12-03,3.0,Sendusu
SE202002_(162430C2/132434)_29,2020-12-03,4.0,Sendusu
SE201912_(163338C2/132623)_1,2020-12-03,3.0,Sendusu
SE202001_(162419C2/132699)_2,2020-12-03,3.0,Sendusu
SE202002_(162430C2/132434)_26,2020-12-03,4.0,Sendusu
SE201910_(162441C1/132696)_9,2020-12-03,4.0,Sendusu
SE201908_(162358C1/132647)_10,2020-12-03,3.0,Sendusu
SE202001_(163331C2/132467)_2,2020-12-03,4.0,Sendusu
SE202001_(162684C2/132636)_1,2020-12-03,4.0,Sendusu
SE201912_(163338C2/132623)_21,2020-12-03,2.0,Sendusu
SE202001_(162405C2/132466)_97,2020-12-03,4.0,Sendusu
SE201912_(162377C2/132566)_66,2020-12-02,2.0,Sendusu
SE201910_(162441C1/132696)_14,2020-12-02,4.0,Sendusu
SE202002_(162494C2/132554)_3,2020-12-02,4.0,Sendusu
SE201902_(162730C1/132470)_3,2020-12-02,4.0,Sendusu
SE201907_(162416C2/132332)_8,2020-12-02,3.0,Sendusu
SE202002_(162431C2/132316)_4,2020-12-02,3.0,Sendusu
SE201912_(163016C2/132651)_4,2020-12-02,4.0,Sendusu
SE202002_(162430C2/132434)_64,2020-12-02,4.0,Sendusu
SE202001_(162419C2/132699)_15,2020-12-02,4.0,Sendusu
SE201910_(162448C1/132512)_11,2020-12-04,4.0,Sendusu
SE202001_(162405C2/132466)_102,2020-12-04,4.0,Sendusu
SE201910_(162371C2/132696)_6,2020-12-04,4.0,Sendusu
SE202001_(162459C2/132466)_1,2020-12-04,2.0,Sendusu
SE201908_(162635C1/132647)_1,2020-12-04,3.0,Sendusu
SE201910_(162368C2/132696)_5,2020-12-04,3.0,Sendusu
SE201904_(162430C1/132419)_4,2020-12-04,3.0,Sendusu
SE202002_(162431C2/132316)_14,2020-12-04,4.0,Sendusu
SE201910_(162373C2/132684)_4,2020-12-04,3.0,Sendusu
SE202003_(163361C2/132554)_3,2020-12-04,3.0,Sendusu
SE202001_(162405C2/132466)_81,2020-12-04,3.0,Sendusu
SE202001_(162405C2/132466)_104,2020-12-04,2.0,Sendusu
SE202002_(162427C2/132674)_2,2020-12-04,4.0,Sendusu
SE201907_(162675C2/132568)_1,2020-12-04,2.0,Sendusu
SE202001_(162419C2/132699)_16,2020-12-04,2.0,Sendusu
SE202001_(162405C2/132466)_26,2020-10-20,3.0,Sendusu
SE202001_(162405C2/132466)_26,2020-12-08,3.0,Sendusu
SE201912_(162377C2/132566)_55,2020-11-02,4.0,Sendusu
SE202002_(162494C2/132554)_2,2020-11-02,3.0,Sendusu
SE201910_(162373C2/132684)_58,2020-12-22,3.0,Sendusu
SE201910_(162370C1/132348)_8,2021-02-10,3.0,Sendusu
SE202003_(162777C2/132514)_1,2021-02-10,3.0,Sendusu
SE202005_(162972C2/132554)_1,2021-02-10,3.0,Sendusu
SE202002_(162430C2/132434)_69,2021-02-10,3.0,Sendusu
SE201909_(162733C1/132512)_1,2021-02-10,4.0,Sendusu
SE202003_(163361C2/132554)_2,2021-02-10,4.0,Sendusu
SE202001_(162405C2/132466)_93,2021-02-10,4.0,Sendusu
SE202002_(162430C2/132434)_70,2021-02-11,4.0,Sendusu
SE202002_(162373C2/132467)_2,2021-02-11,4.0,Sendusu
SE202001_(163051C2/132348)_1,2021-02-11,4.0,Sendusu
SE202004_(162381C2/132703)_15,2021-02-11,4.0,Sendusu
SE201910_(162373C2/132684)_71,2021-02-11,3.0,Sendusu
SE202002_(162430C2/132434)_65,2021-02-11,4.0,Sendusu
SE202002_(162430C2/132434)_55,2021-02-11,3.0,Sendusu
SE202001_(162405C2/132466)_44,2021-02-11,2.0,Sendusu
SE202001_(163349C2/132640)_1,2021-02-11,1.0,Sendusu
SE202001_(162419C2/132699)_18,2021-02-11,2.0,Sendusu
SE202001_(162660C2/132554)_5,2021-02-11,2.0,Sendusu
SE202001_(162405C2/132466)_47,2021-02-11,4.0,Sendusu
SE202001_(162419C2/132699)_4,2021-02-11,3.0,Sendusu
SE201910_(162947C2/132400)_1,2021-02-11,2.0,Sendusu
SE201912_(162397C1/132554)_8,2021-02-11,4.0,Sendusu
SE201910_(162405C2/132696)_8,2021-02-11,3.0,Sendusu
SE202001_(162405C2/132466)_76,2021-02-11,4.0,Sendusu
SE202002_(162431C2/132316)_16,2021-02-11,4.0,Sendusu
