PlantletID,Copies,Subculture_Date,Location
SE201903_(162357C1/132383)_42,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_34,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_43,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_37,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_1,1,2020-01-16,Sendusu
SE201903_(162849C1/132373)_2,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_33,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_48,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_47,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_44,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_52,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_49,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_40,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_7,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_18,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_5,1,2020-01-16,Sendusu
SE201903_(162357C1/132383)_16,1,2020-01-16,Sendusu
SE201904_(162377C1/132361)_14,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_37,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_9,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_42,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_48,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_59,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_9,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_13,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_46,1,2020-01-15,Sendusu
SE201903_(163382C1/132701)_2,1,2020-01-16,Sendusu
SE201904_(162459C1/132361)_60,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_47,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_2,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_1,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_38,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_10,1,2020-01-15,Sendusu
SE201904_(162430C1/132419)_4,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_62,1,2020-01-15,Sendusu
SE201903_(162357C1/132383)_36,1,2020-01-15,Sendusu
SE201902_(162449C1/132494)_5,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_64,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_50,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_51,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_45,1,2020-01-15,Sendusu
SE201902_(162421C1/132608)_21,1,2020-01-15,Sendusu
SE201902_(162449C1/132494)_8,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_38,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_18,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_23,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_5,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_11,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_12,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_33,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_23,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_15,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_34,1,2020-01-15,Sendusu
SE201902_(162450C1/132447)_6,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_8,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_43,1,2020-01-15,Sendusu
SE201904_(162430C1/132419)_11,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_31,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_29,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_6,1,2020-01-15,Sendusu
SE201904_(162377C1/132361)_13,1,2020-01-15,Sendusu
SE201904_(162459C1/132361)_3,1,2020-01-15,Sendusu
SE201905_(162431C1/132332)_108,5,2020-01-21,Sendusu
SE201903_(162357C1/132383)_61,2,2020-01-21,Sendusu
SE201905_(162431C1/132332)_54,2,2020-01-21,Sendusu
SE201905_(162431C1/132332)_118,4,2020-01-21,Sendusu
SE201902_(162450C1/132447)_19,4,2020-01-21,Sendusu
SE201903_(162357C1/132383)_4,2,2020-01-21,Sendusu
SE201905_(162431C1/132332)_149,1,2020-01-21,Sendusu
SE201905_(162431C1/132332)_121,5,2020-01-21,Sendusu
SE201904_(162459C1/132361)_26,4,2020-01-21,Sendusu
SE201905_(162488C1/132412)_4,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_171,4,2020-01-21,Sendusu
SE201904_(162459C1/132361)_35,2,2020-01-21,Sendusu
SE201905_(162431C1/132332)_39,2,2020-01-21,Sendusu
SE201904_(162459C1/132361)_57,2,2020-01-21,Sendusu
SE201904_(162459C1/132361)_32,2,2020-01-21,Sendusu
SE201905_(162431C1/132332)_22,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_93,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_96,2,2020-01-21,Sendusu
SE201906_(162388C1/132533)_4,5,2020-01-21,Sendusu
SE201905_(162431C1/132332)_161,3,2020-01-21,Sendusu
SE201905_(162431C1/132332)_143,3,2020-01-21,Sendusu
SE201905_(162431C1/132332)_104,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_109,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_114,2,2020-01-21,Sendusu
SE201907_(163055C1/132419)_1,4,2020-01-21,Sendusu
SE201906_(162496C1/132361)_5,3,2020-01-21,Sendusu
SE201905_(162488C1/132412)_1,3,2020-01-21,Sendusu
SE201905_(162431C1/132332)_45,4,2020-01-21,Sendusu
SE201907_(162865C1/132329)_2,4,2020-01-21,Sendusu
SE201905_(162431C1/132332)_12,3,2020-01-21,Sendusu
SE201904_(162459C1/132361)_65,2,2020-01-21,Sendusu
SE201907_(162865C1/132329)_1,2,2020-01-21,Sendusu
SE201903_(162405C1/132571)_1,3,2020-01-21,Sendusu
SE201905_(162431C1/132332)_92,3,2020-01-21,Sendusu
SE201906_(162693C2/132568)_2,4,2020-01-21,Sendusu
SE201904_(162459C1/132361)_55,5,2020-01-21,Sendusu
SE201905_(162431C1/132332)_63,3,2020-01-21,Sendusu
SE201905_(162431C1/132332)_159,5,2020-01-21,Sendusu
SE201905_(162431C1/132332)_117,2,2020-01-21,Sendusu
SE201906_(162388C1/132533)_1,3,2020-01-21,Sendusu
SE201903_(162357C1/132383)_6,1,2020-01-17,Sendusu
SE201903_(162357C1/132383)_30,1,2020-01-17,Sendusu
SE201903_(162357C1/132383)_14,1,2020-01-17,Sendusu
SE201904_(162430C1/132419)_11,1,2020-01-17,Sendusu
SE201904_(162377C1/132361)_8,1,2020-01-17,Sendusu
SE201903_(162357C1/132383)_7,1,2020-01-17,Sendusu
SE201904_(162459C1/132361)_60,1,2020-01-17,Sendusu
SE201903_(162357C1/132383)_62,1,2020-01-17,Sendusu
SE201904_(162377C1/132361)_13,1,2020-01-17,Sendusu
SE201903_(162357C1/132383)_9,1,2020-01-17,Sendusu
SE201902_(162710C1/132383)_1,2,2020-01-02,Sendusu
SE201904_(162485C1/132614)_7,2,2020-03-02,Sendusu
SE201904_(162485C1/132614)_4,4,2020-03-02,Sendusu
SE201907_(162452C1/132533)_1,3,2020-03-02,Sendusu
SE201907_(162416C2/132332)_11,4,2020-03-02,Sendusu
SE201907_(162416C2/132332)_12,2,2020-03-02,Sendusu
SE201904_(162485C1/132614)_11,4,2020-03-02,Sendusu
SE201904_(162485C1/132614)_14,6,2020-03-02,Sendusu
SE201907_(162865C1/132329)_7,5,2020-03-02,Sendusu
SE201905_(162488C1/132412)_3,2,2020-03-02,Sendusu
SE201906_(162693C2/132568)_1,1,2020-03-02,Sendusu
SE201907_(162452C1/132533)_4,5,2020-03-02,Sendusu
SE201907_(162416C2/132332)_4,3,2020-03-02,Sendusu
SE201905_(163051C1/132684)_1,2,2020-03-02,Sendusu
SE201904_(162485C1/132614)_16,4,2020-03-02,Sendusu
SE201904_(162485C1/132614)_5,3,2020-03-02,Sendusu
SE201907_(163270C2/132692)_2,2,2020-03-02,Sendusu
SE201907_(162379C1/132466)_4,2,2020-03-02,Sendusu
SE201904_(162430C1/132419)_1,2,2020-03-02,Sendusu
SE201902_(162421C1/132608)_21,4,2020-03-02,Sendusu
SE201907_(162416C2/132332)_3,4,2020-03-02,Sendusu
SE201902_(162730C1/132470)_3,1,2020-03-02,Sendusu
SE201907_(162865C1/132329)_5,1,2020-03-02,Sendusu
SE201904_(162485C1/132614)_3,3,2020-03-02,Sendusu
SE201904_(162485C1/132614)_12,5,2020-03-02,Sendusu
SE201902_(162449C1/132494)_5,2,2020-03-02,Sendusu
SE201905_(162431C1/132332)_5,2,2020-03-02,Sendusu
SE201904_(162459C1/132361)_45,2,2020-03-02,Sendusu
SE201907_(162675C2/132568)_1,2,2020-03-02,Sendusu
SE201903_(162357C1/132383)_31,2,2020-03-02,Sendusu
SE201908_(162635C1/132647)_4,3,2020-03-02,Sendusu
SE201903_(162357C1/132383)_19,3,2020-03-02,Sendusu
SE201904_(162377C1/132361)_18,3,2020-03-02,Sendusu
SE201904_(162485C1/132614)_15,4,2020-03-02,Sendusu
SE201904_(162459C1/132361)_38,3,2020-03-02,Sendusu
SE201902_(162450C1/132447)_3,3,2020-03-02,Sendusu
SE201908_(162635C1/132647)_1,2,2020-03-02,Sendusu
SE201905_(162431C1/132332)_62,3,2020-03-02,Sendusu
SE201902_(162449C1/132494)_8,2,2020-03-02,Sendusu
SE201907_(162416C2/132332)_25,2,2020-03-02,Sendusu
SE201908_(162431C2/132674)_2,3,2020-03-02,Sendusu
SE201903_(162357C1/132383)_63,4,2020-03-03,Sendusu
SE201903_(162357C1/132383)_50,3,2020-03-03,Sendusu
SE201904_(162459C1/132361)_13,2,2020-03-03,Sendusu
SE201905_(162431C1/132332)_132,2,2020-03-03,Sendusu
SE201905_(162431C1/132332)_126,2,2020-03-03,Sendusu
SE201902_(162449C1/132494)_2,5,2020-03-03,Sendusu
SE201904_(162377C1/132361)_19,3,2020-03-03,Sendusu
SE201904_(162459C1/132361)_54,3,2020-03-03,Sendusu
SE201903_(162357C1/132383)_24,3,2020-03-03,Sendusu
SE201903_(163325C1/132608)_1,2,2020-03-03,Sendusu
SE201904_(162377C1/132361)_5,4,2020-03-03,Sendusu
SE201904_(162459C1/132361)_11,3,2020-03-03,Sendusu
SE201904_(162459C1/132361)_46,5,2020-03-03,Sendusu
SE201905_(162431C1/132332)_89,3,2020-03-03,Sendusu
SE201905_(162431C1/132332)_90,4,2020-03-03,Sendusu
SE201903_(162357C1/132383)_8,2,2020-03-03,Sendusu
SE201906_(162496C1/132361)_2,3,2020-03-03,Sendusu
SE201904_(162485C1/132614)_6,3,2020-03-03,Sendusu
SE201907_(162379C1/132466)_8,3,2020-03-03,Sendusu
SE201903_(162357C1/132383)_3,3,2020-03-03,Sendusu
SE201902_(162421C1/132608)_9,1,2020-03-03,Sendusu
SE201904_(162377C1/132361)_13,3,2020-03-03,Sendusu
SE201903_(162357C1/132383)_45,1,2020-03-03,Sendusu
SE201905_(162431C1/132332)_23,1,2020-03-03,Sendusu
SE201903_(162357C1/132383)_15,2,2020-03-03,Sendusu
SE201902_(162450C1/132447)_17,4,2020-03-03,Sendusu
SE201905_(162431C1/132332)_158,3,2020-03-03,Sendusu
SE201905_(162431C1/132332)_41,3,2020-03-03,Sendusu
SE201903_(162849C1/132373)_2,4,2020-03-03,Sendusu
SE201902_(162421C1/132608)_7,2,2020-03-03,Sendusu
SE201903_(162357C1/132383)_47,4,2020-03-03,Sendusu
SE201902_(162368C1/132466)_1,2,2020-03-03,Sendusu
SE201903_(163382C1/132701)_1,4,2020-03-03,Sendusu
SE201903_(162357C1/132383)_46,2,2020-03-03,Sendusu
SE201903_(162357C1/132383)_52,2,2020-03-03,Sendusu
SE201902_(162421C1/132608)_25,2,2020-03-03,Sendusu
SE201905_(162431C1/132332)_42,2,2020-03-03,Sendusu
SE201904_(162377C1/132361)_12,3,2020-03-03,Sendusu
SE201904_(162459C1/132361)_42,4,2020-03-03,Sendusu
SE201907_(162379C1/132466)_3,5,2020-03-03,Sendusu
SE201909_(162534C1/132493)_1,3,2020-03-03,Sendusu
SE201903_(162357C1/132383)_9,2,2020-03-03,Sendusu
SE201904_(162459C1/132361)_58,3,2020-03-03,Sendusu
SE201903_(162357C1/132383)_36,3,2020-03-03,Sendusu
SE201907_(163045C1/132358)_1,5,2020-03-03,Sendusu
SE201905_(162431C1/132332)_15,3,2020-03-03,Sendusu
SE201905_(162431C1/132332)_56,2,2020-03-03,Sendusu
SE201904_(162459C1/132361)_17,4,2020-03-03,Sendusu
SE201904_(162377C1/132361)_2,2,2020-03-03,Sendusu
SE201903_(162357C1/132383)_12,2,2020-03-03,Sendusu
SE201903_(162357C1/132383)_24,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_25,4,2020-03-04,Sendusu
SE201903_(163325C1/132608)_1,2,2020-03-04,Sendusu
SE201902_(162421C1/132608)_21,4,2020-03-04,Sendusu
SE201902_(162730C1/132470)_3,1,2020-03-04,Sendusu
SE201904_(162459C1/132361)_46,5,2020-03-04,Sendusu
SE201904_(162430C1/132419)_1,2,2020-03-04,Sendusu
SE201904_(162377C1/132361)_19,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_11,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_54,3,2020-03-04,Sendusu
SE201904_(162377C1/132361)_5,4,2020-03-04,Sendusu
SE201902_(162449C1/132494)_2,5,2020-03-04,Sendusu
SE201905_(162431C1/132332)_126,2,2020-03-04,Sendusu
SE201903_(162357C1/132383)_50,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_13,2,2020-03-04,Sendusu
SE201903_(162357C1/132383)_63,4,2020-03-04,Sendusu
SE201905_(162431C1/132332)_132,2,2020-03-04,Sendusu
SE201905_(162431C1/132332)_37,5,2020-03-04,Sendusu
SE201906_(162496C1/132361)_2,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_8,2,2020-03-04,Sendusu
SE201905_(162431C1/132332)_90,4,2020-03-04,Sendusu
SE201903_(162357C1/132383)_46,2,2020-03-04,Sendusu
SE201904_(162377C1/132361)_2,2,2020-03-04,Sendusu
SE201904_(162377C1/132361)_12,3,2020-03-04,Sendusu
SE201905_(162431C1/132332)_41,3,2020-03-04,Sendusu
SE201902_(162421C1/132608)_25,2,2020-03-04,Sendusu
SE201903_(162849C1/132373)_2,4,2020-03-04,Sendusu
SE201902_(162368C1/132466)_1,2,2020-03-04,Sendusu
SE201904_(162377C1/132361)_13,3,2020-03-04,Sendusu
SE201905_(162431C1/132332)_23,1,2020-03-04,Sendusu
SE201903_(162357C1/132383)_45,1,2020-03-04,Sendusu
SE201902_(162421C1/132608)_9,1,2020-03-04,Sendusu
SE201904_(162459C1/132361)_42,4,2020-03-04,Sendusu
SE201902_(162421C1/132608)_7,2,2020-03-04,Sendusu
SE201905_(162431C1/132332)_42,2,2020-03-04,Sendusu
SE201903_(162357C1/132383)_15,2,2020-03-04,Sendusu
SE201904_(162459C1/132361)_17,4,2020-03-04,Sendusu
SE201905_(162431C1/132332)_56,2,2020-03-04,Sendusu
SE201902_(162450C1/132447)_17,4,2020-03-04,Sendusu
SE201905_(162431C1/132332)_15,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_36,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_52,2,2020-03-04,Sendusu
SE201905_(162431C1/132332)_5,2,2020-03-04,Sendusu
SE201903_(163382C1/132701)_1,4,2020-03-04,Sendusu
SE201904_(162459C1/132361)_58,3,2020-03-04,Sendusu
SE201902_(162449C1/132494)_5,2,2020-03-04,Sendusu
SE201902_(162450C1/132447)_3,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_3,3,2020-03-04,Sendusu
SE201905_(162431C1/132332)_89,3,2020-03-04,Sendusu
SE201902_(162449C1/132494)_8,2,2020-03-04,Sendusu
SE201905_(162431C1/132332)_62,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_38,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_47,4,2020-03-04,Sendusu
SE201905_(162431C1/132332)_158,3,2020-03-04,Sendusu
SE201903_(162357C1/132383)_19,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_45,2,2020-03-04,Sendusu
SE201903_(162357C1/132383)_31,2,2020-03-04,Sendusu
SE201903_(162357C1/132383)_9,2,2020-03-04,Sendusu
SE201904_(162377C1/132361)_18,3,2020-03-04,Sendusu
SE201907_(162416C2/132332)_25,2,2020-03-04,Sendusu
SE201908_(162431C2/132674)_2,3,2020-03-04,Sendusu
SE201904_(162459C1/132361)_71,3,2020-03-05,Sendusu
SE201904_(162377C1/132361)_29,1,2020-03-05,Sendusu
SE201903_(162357C1/132383)_4,3,2020-03-05,Sendusu
SE201905_(162431C1/132332)_96,2,2020-03-05,Sendusu
SE201905_(162431C1/132332)_139,4,2020-03-05,Sendusu
SE201905_(162431C1/132332)_54,2,2020-03-05,Sendusu
SE201905_(162431C1/132332)_45,4,2020-03-05,Sendusu
SE201904_(162459C1/132361)_55,5,2020-03-05,Sendusu
SE201902_(162450C1/132447)_19,3,2020-03-05,Sendusu
SE201906_(162388C1/132533)_1,5,2020-03-05,Sendusu
SE201905_(162431C1/132332)_108,4,2020-03-05,Sendusu
SE201905_(162431C1/132332)_117,4,2020-03-05,Sendusu
SE201905_(162431C1/132332)_100,6,2020-03-05,Sendusu
SE201904_(162377C1/132361)_16,4,2020-03-05,Sendusu
SE201905_(162431C1/132332)_25,4,2020-03-05,Sendusu
SE201904_(162430C1/132419)_14,3,2020-03-05,Sendusu
SE201905_(162431C1/132332)_157,5,2020-03-05,Sendusu
SE201905_(162431C1/132332)_12,4,2020-03-05,Sendusu
SE201904_(162377C1/132361)_25,2,2020-03-05,Sendusu
SE201905_(162431C1/132332)_2,5,2020-03-05,Sendusu
SE201907_(162865C1/132329)_1,4,2020-03-05,Sendusu
SE201902_(163268C1/132386)_1,5,2020-03-05,Sendusu
SE201903_(162405C1/132571)_3,2,2020-03-05,Sendusu
SE201904_(162459C1/132361)_82,3,2020-03-05,Sendusu
SE201905_(162431C1/132332)_51,4,2020-03-05,Sendusu
SE201906_(162693C2/132568)_2,3,2020-03-05,Sendusu
SE201905_(162431C1/132332)_63,5,2020-03-05,Sendusu
SE201902_(162421C1/132608)_20,4,2020-03-09,Sendusu
SE201907_(162379C1/132466)_11,3,2020-03-09,Sendusu
SE201902_(162449C1/132494)_4,3,2020-03-09,Sendusu
SE201904_(162377C1/132361)_13,3,2020-03-09,Sendusu
SE201907_(163055C1/132419)_1,4,2020-03-09,Sendusu
SE201905_(162431C1/132332)_130,5,2020-03-09,Sendusu
SE201904_(162459C1/132361)_26,4,2020-03-09,Sendusu
SE201903_(162357C1/132383)_8,2,2020-03-09,Sendusu
SE201903_(163363C1/132604)_4,4,2020-03-09,Sendusu
SE201904_(162459C1/132361)_60,2,2020-03-09,Sendusu
SE201902_(162421C1/132608)_9,1,2020-03-09,Sendusu
SE201907_(162865C1/132329)_6,2,2020-03-09,Sendusu
SE201903_(162405C1/132571)_1,3,2020-03-09,Sendusu
SE201904_(162459C1/132361)_12,4,2020-03-09,Sendusu
SE201902_(162421C1/132608)_9,1,2020-03-24,Sendusu
SE201905_(162431C1/132332)_51,4,2020-04-20,Sendusu
SE201905_(162431C1/132332)_25,3,2020-04-20,Sendusu
SE201906_(162693C2/132568)_2,5,2020-04-20,Sendusu
SE201901_(162589C1/132635)_3,4,2020-04-20,Sendusu
SE201907_(162379C1/132466)_8,5,2020-04-20,Sendusu
SE201905_(162431C1/132332)_89,5,2020-04-20,Sendusu
SE201904_(162377C1/132361)_16,3,2020-04-20,Sendusu
SE201905_(162431C1/132332)_41,4,2020-04-20,Sendusu
SE201903_(162849C1/132373)_2,5,2020-04-20,Sendusu
SE201905_(162431C1/132332)_157,4,2020-04-20,Sendusu
SE201905_(162431C1/132332)_12,2,2020-04-20,Sendusu
SE201905_(162431C1/132332)_139,4,2020-04-20,Sendusu
SE201907_(162865C1/132329)_1,5,2020-04-20,Sendusu
SE201906_(162388C1/132533)_2,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_40,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_87,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_86,4,2020-04-28,Sendusu
SE201910_(162373C2/132684)_89,2,2020-04-28,Sendusu
SE201909_(162426C1/132660)_3,4,2020-04-28,Sendusu
SE201907_(162416C2/132332)_1,2,2020-04-28,Sendusu
SE201904_(162430C1/132419)_8,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_78,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_61,2,2020-04-28,Sendusu
SE201910_(162405C2/132696)_5,3,2020-04-28,Sendusu
SE201910_(162405C2/132696)_2,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_33,2,2020-04-28,Sendusu
SE201909_(162414C2/132406)_4,3,2020-04-28,Sendusu
SE201909_(162426C1/132660)_10,2,2020-04-28,Sendusu
SE201908_(162485C2/132696)_11,3,2020-04-28,Sendusu
SE201909_(162414C2/132406)_1,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_76,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_73,2,2020-04-28,Sendusu
SE201910_(163244C2/132696)_3,3,2020-04-28,Sendusu
SE201910_(162947C2/132400)_3,2,2020-04-28,Sendusu
SE201910_(162882C1/132609)_3,3,2020-04-28,Sendusu
SE201908_(162485C2/132696)_16,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_16,5,2020-04-28,Sendusu
SE201909_(162426C1/132660)_1,4,2020-04-28,Sendusu
SE201909_(162414C2/132406)_6,4,2020-04-28,Sendusu
SE201909_(162438C2/132696)_2,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_31,3,2020-04-28,Sendusu
SE201910_(162371C2/132696)_18,2,2020-04-28,Sendusu
SE201908_(162485C2/132696)_14,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_60,2,2020-04-28,Sendusu
SE201910_(162373C2/132684)_69,4,2020-04-28,Sendusu
SE201910_(162373C2/132684)_7,3,2020-04-28,Sendusu
SE201910_(162373C2/132684)_71,3,2020-04-28,Sendusu
SE201910_(162624C1/132311)_1,4,2020-04-28,Sendusu
SE201908_(162485C2/132696)_21,4,2020-04-28,Sendusu
SE201910_(162448C1/132512)_10,3,2020-04-28,Sendusu
SE201909_(162426C1/132660)_5,4,2020-04-28,Sendusu
SE201905_(162431C1/132332)_148,4,2020-04-28,Sendusu
SE201909_(162426C1/132660)_7,4,2020-04-28,Sendusu
SE201909_(162426C1/132660)_9,4,2020-04-28,Sendusu
SE201908_(162485C2/132696)_8,5,2020-04-28,Sendusu
SE201908_(162358C1/132647)_18,3,2020-04-28,Sendusu
SE201908_(162485C2/132696)_2,5,2020-04-28,Sendusu
SE201907_(162379C1/132466)_10,5,2020-04-28,Sendusu
SE201907_(162379C1/132466)_10,2,2020-04-28,Sendusu
SE201908_(162415C1/132466)_1,3,2020-04-28,Sendusu
SE201910_(162373C2/132684)_82,4,2020-04-28,Sendusu
SE201910_(162373C2/132684)_42,4,2020-04-28,Sendusu
SE201908_(162358C1/132647)_8,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_7,4,2020-04-28,Sendusu
SE201908_(162485C2/132696)_23,4,2020-04-28,Sendusu
SE201909_(162426C1/132660)_2,3,2020-04-28,Sendusu
SE201902_(162421C1/132608)_9,2,2020-04-28,Sendusu
SE201908_(162358C1/132647)_12,3,2020-04-28,Sendusu
SE201910_(162882C1/132609)_2,4,2020-04-28,Sendusu
SE201909_(162426C1/132660)_8,3,2020-04-28,Sendusu
SE201908_(162374C2/132674)_4,4,2020-04-28,Sendusu
SE201905_(162431C1/132332)_23,2,2020-04-28,Sendusu
SE201910_(162947C2/132400)_2,2,2020-04-28,Sendusu
SE201906_(162693C2/132568)_1,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_9,3,2020-04-28,Sendusu
SE201910_(162373C2/132684)_28,2,2020-04-28,Sendusu
SE201904_(162485C1/132614)_2,3,2020-04-28,Sendusu
SE201908_(162485C2/132696)_7,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_4,3,2020-04-28,Sendusu
SE201908_(162485C2/132696)_17,2,2020-04-28,Sendusu
SE201908_(162415C1/132466)_2,2,2020-04-28,Sendusu
SE201908_(162374C2/132674)_5,2,2020-04-28,Sendusu
SE201907_(162416C2/132332)_5,4,2020-04-28,Sendusu
SE201910_(162371C2/132696)_22,4,2020-04-28,Sendusu
SE201908_(162358C1/132647)_19,2,2020-04-28,Sendusu
SE201908_(162485C2/132696)_1,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_2,3,2020-04-28,Sendusu
SE201909_(162414C2/132406)_5,4,2020-04-28,Sendusu
SE201905_(162431C1/132332)_74,3,2020-04-28,Sendusu
SE201908_(162358C1/132647)_3,4,2020-04-28,Sendusu
SE201908_(162358C1/132647)_13,5,2020-04-28,Sendusu
SE201903_(162357C1/132383)_46,3,2020-04-28,Sendusu
SE201904_(162377C1/132361)_11,3,2020-04-28,Sendusu
SE201907_(162865C1/132329)_5,3,2020-04-28,Sendusu
SE201904_(162459C1/132361)_18,3,2020-04-28,Sendusu
SE201908_(162374C2/132674)_2,4,2020-04-28,Sendusu
SE201908_(162358C1/132647)_15,1,2020-04-28,Sendusu
SE201905_(162431C1/132332)_158,3,2020-04-30,Sendusu
SE201904_(162377C1/132361)_19,4,2020-04-30,Sendusu
SE201905_(162431C1/132332)_100,5,2020-04-30,Sendusu
SE201908_(162635C1/132647)_1,3,2020-04-30,Sendusu
SE201811_(162926C1/132684)_1,2,2020-04-30,Sendusu
SE201905_(162431C1/132332)_132,5,2020-04-30,Sendusu
SE201909_(162534C1/132493)_1,2,2020-04-30,Sendusu
SE201907_(162416C2/132332)_25,4,2020-04-30,Sendusu
SE201903_(163325C1/132608)_1,2,2020-04-30,Sendusu
SE201907_(162379C1/132466)_4,2,2020-04-30,Sendusu
SE201907_(162416C2/132332)_11,4,2020-04-30,Sendusu
SE201907_(162675C2/132568)_1,2,2020-04-30,Sendusu
SE201905_(162431C1/132332)_117,3,2020-04-30,Sendusu
SE201903_(162357C1/132383)_3,6,2020-04-30,Sendusu
SE201908_(162431C2/132674)_2,4,2020-04-30,Sendusu
SE201903_(162357C1/132383)_52,5,2020-04-30,Sendusu
SE201905_(162431C1/132332)_121,5,2020-04-30,Sendusu
SE201905_(162431C1/132332)_31,2,2020-04-30,Sendusu
SE201905_(163051C1/132684)_1,2,2020-04-30,Sendusu
SE201903_(162357C1/132383)_63,5,2020-04-30,Sendusu
SE201905_(162431C1/132332)_49,2,2020-04-30,Sendusu
SE201902_(162421C1/132608)_20,5,2020-04-30,Sendusu
SE201904_(162459C1/132361)_25,5,2020-04-30,Sendusu
SE201903_(162357C1/132383)_50,3,2020-04-30,Sendusu
SE201905_(162431C1/132332)_163,5,2020-04-30,Sendusu
SE201903_(162357C1/132383)_9,2,2020-04-30,Sendusu
SE201902_(162368C1/132466)_1,3,2020-04-30,Sendusu
SE201902_(162450C1/132447)_19,1,2020-04-30,Sendusu
,5,2020-04-30,Sendusu
SE201904_(162377C1/132361)_18,4,2020-04-30,Sendusu
SE201903_(162357C1/132383)_57,4,2020-04-30,Sendusu
SE201904_(162485C1/132614)_12,4,2020-04-30,Sendusu
SE201902_(162450C1/132447)_3,2,2020-04-30,Sendusu
SE201905_(162431C1/132332)_90,4,2020-04-30,Sendusu
