Location,PlantletID,Crossnumber,Mother,Father,Germination_Submission_Date,Germination_Date,Copies,Number_Rooting,Number_Sent_Out,Weaning_2_Plantlets,Number_in_Screenhouse,Number_in_hardening,Number_in_Openfield
Sendusu,SE201810_(162374C1/132566)_1,SE201810_(162374C1/132566),29275S-1,8075-7,2019-05-22 12:11:02,2019-04-24,8.0,5.0,9.0,4.0,4.0,2.0,2.0
Sendusu,SE201811_(162658C1/132339)_1,SE201811_(162658C1/132339),ITC1354,8075-7,2019-05-14 10:03:16,2019-05-13,,,,,,,
Sendusu,SE201811_(162926C1/132684)_1,SE201811_(162926C1/132684),Entukura,7197-2,2019-06-07 11:50:19,2019-05-30,8.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201812_(162435C1/132708)_1,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-13,1.0,1.0,2.0,1.0,1.0,1.0,2.0
Sendusu,SE201812_(162435C1/132708)_2,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-30,9.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201812_(162435C1/132708)_3,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201812_(162435C1/132708)_4,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-21,,,,,,,
Sendusu,SE201812_(162435C1/132708)_5,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-21,,,,,,,
Sendusu,SE201812_(162435C1/132708)_6,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-21,,,,,,,
Sendusu,SE201812_(162435C1/132708)_7,SE201812_(162435C1/132708),29364S-2,7197-2,2019-05-14 11:13:18,2019-05-21,,,,,,,
Sendusu,SE201901_(162589C1/132635)_1,SE201901_(162589C1/132635),ITC1354,7197-2,2019-06-19 08:17:26,2019-05-30,,,,,,,
Sendusu,SE201901_(162589C1/132635)_2,SE201901_(162589C1/132635),ITC1354,7197-2,2019-06-19 08:17:26,2019-05-30,,,,,,,
Sendusu,SE201901_(162589C1/132635)_3,SE201901_(162589C1/132635),ITC1354,7197-2,2019-06-19 08:17:26,2019-05-30,9.0,4.0,4.0,3.0,3.0,3.0,3.0
Sendusu,SE201901_(162589C1/132635)_4,SE201901_(162589C1/132635),ITC1354,7197-2,2019-06-19 08:17:26,2019-05-30,,,,,,,
Sendusu,SE201901_(162786C1/132635)_1,SE201901_(162786C1/132635),ITC1354,7197-2,2019-06-13 11:20:42,2019-05-21,2.0,3.0,4.0,4.0,2.0,2.0,2.0
Sendusu,SE201901_(162921C1/132316)_1,SE201901_(162921C1/132316),Nfuuka,8075-7,2019-06-19 08:30:06,2019-05-20,4.0,3.0,3.0,3.0,2.0,2.0,2.0
Sendusu,SE201901_(163002C1/132635)_1,SE201901_(163002C1/132635),Nakasabira,7197-2,2019-06-07 11:50:18,2019-05-30,7.0,,,,,,
Sendusu,SE201901_(163002C1/132635)_2,SE201901_(163002C1/132635),Nakasabira,7197-2,2019-06-07 11:50:18,2019-05-30,7.0,,,,,,
Sendusu,SE201902_(162368C1/132466)_1,SE201902_(162368C1/132466),25974S-17,8075-7,2019-08-27 09:26:40,2019-08-26,11.0,1.0,1.0,1.0,,,
Sendusu,SE201902_(162421C1/132608)_1,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-09,1.0,1.0,2.0,2.0,3.0,2.0,2.0
Sendusu,SE201902_(162421C1/132608)_2,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,4.0,,,,,,
Sendusu,SE201902_(162421C1/132608)_20,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-23,14.0,4.0,4.0,,,,
Sendusu,SE201902_(162421C1/132608)_21,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-23,14.0,5.0,5.0,4.0,,,
Sendusu,SE201902_(162421C1/132608)_23,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-23,,,,,,,
Sendusu,SE201902_(162421C1/132608)_24,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-08-07,8.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201902_(162421C1/132608)_25,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-08-07,5.0,2.0,2.0,2.0,2.0,2.0,1.0
Sendusu,SE201902_(162421C1/132608)_26,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-08-07,,,,,,,
Sendusu,SE201902_(162421C1/132608)_27,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-08-07,8.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201902_(162421C1/132608)_3,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,6.0,4.0,4.0,4.0,1.0,1.0,1.0
Sendusu,SE201902_(162421C1/132608)_4,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,3.0,3.0,6.0,6.0,1.0,,
Sendusu,SE201902_(162421C1/132608)_5,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,6.0,3.0,,,,,
Sendusu,SE201902_(162421C1/132608)_6,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,6.0,4.0,4.0,4.0,3.0,3.0,6.0
Sendusu,SE201902_(162421C1/132608)_7,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,5.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201902_(162421C1/132608)_8,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,,,,,,,
Sendusu,SE201902_(162421C1/132608)_9,SE201902_(162421C1/132608),29275S-1,8075-7,2019-07-10 09:17:22,2019-07-08,6.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201902_(162449C1/132494)_1,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201902_(162449C1/132494)_12,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,,,,,,,
Sendusu,SE201902_(162449C1/132494)_2,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,16.0,4.0,4.0,4.0,,,
Sendusu,SE201902_(162449C1/132494)_3,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Sendusu,SE201902_(162449C1/132494)_4,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,13.0,4.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201902_(162449C1/132494)_5,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,5.0,3.0,3.0,4.0,1.0,2.0,1.0
Sendusu,SE201902_(162449C1/132494)_6,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,4.0,4.0,2.0,2.0,2.0,2.0,1.0
Sendusu,SE201902_(162449C1/132494)_7,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,4.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201902_(162449C1/132494)_8,SE201902_(162449C1/132494),29275S-4,7197-2,2019-07-24 06:38:48,2019-07-23,5.0,4.0,3.0,3.0,3.0,3.0,1.0
Sendusu,SE201902_(162450C1/132447)_1,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_10,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,7.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201902_(162450C1/132447)_11,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,10.0,7.0,4.0,4.0,3.0,3.0,2.0
Sendusu,SE201902_(162450C1/132447)_12,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201902_(162450C1/132447)_13,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_14,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,9.0,4.0,3.0,2.0,,,
Sendusu,SE201902_(162450C1/132447)_15,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,9.0,4.0,4.0,4.0,3.0,2.0,2.0
Sendusu,SE201902_(162450C1/132447)_16,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_17,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,13.0,4.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201902_(162450C1/132447)_18,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_19,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,10.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201902_(162450C1/132447)_2,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_20,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,3.0,8.0,7.0,,,,
Sendusu,SE201902_(162450C1/132447)_21,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-26,1.0,1.0,,,,,
Sendusu,SE201902_(162450C1/132447)_22,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-09-02,3.0,4.0,4.0,4.0,3.0,2.0,1.0
Sendusu,SE201902_(162450C1/132447)_3,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,9.0,5.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201902_(162450C1/132447)_4,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_5,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201902_(162450C1/132447)_6,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,2.0,1.0,1.0,1.0,,,
Sendusu,SE201902_(162450C1/132447)_7,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_8,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,,,,,,,
Sendusu,SE201902_(162450C1/132447)_9,SE201902_(162450C1/132447),25974S-17,8075-7,2019-08-08 07:56:57,2019-08-07,9.0,4.0,8.0,4.0,4.0,2.0,2.0
Sendusu,SE201902_(162710C1/132383)_1,SE201902_(162710C1/132383),Tereza,7197-2,2019-06-19 08:43:55,2019-06-19,5.0,3.0,3.0,3.0,2.0,2.0,2.0
Sendusu,SE201902_(162730C1/132470)_1,SE201902_(162730C1/132470),Nfuuka,7197-2,2019-06-19 08:42:26,2019-06-19,5.0,3.0,6.0,3.0,3.0,2.0,2.0
Sendusu,SE201902_(162730C1/132470)_2,SE201902_(162730C1/132470),Nfuuka,7197-2,2019-06-19 08:42:26,2019-06-24,,,,,,,
Sendusu,SE201902_(162730C1/132470)_3,SE201902_(162730C1/132470),Nfuuka,7197-2,2019-06-19 08:42:26,2019-07-23,13.0,4.0,4.0,4.0,1.0,,
Sendusu,SE201902_(162898C1/132624)_1,SE201902_(162898C1/132624),ITC1354,TMB2X5265-1,2019-07-10 08:09:29,2019-06-24,,,,,,,
Sendusu,SE201902_(163060C1/132680)_1,SE201902_(163060C1/132680),ITC1354,SH3362,2019-08-08 08:02:52,2019-08-07,,,,,,,
Sendusu,SE201902_(163152C1/132512)_1,SE201902_(163152C1/132512),Nfuuka,7197-2,2019-07-24 08:26:27,2019-07-23,4.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201902_(163152C1/132512)_2,SE201902_(163152C1/132512),Nfuuka,7197-2,2019-07-24 08:26:27,2019-07-23,3.0,,,,,,
Sendusu,SE201902_(163238C1/132696)_1,SE201902_(163238C1/132696),Tereza,8075-7,2019-07-10 08:09:30,2019-06-24,4.0,2.0,2.0,,,,
Sendusu,SE201902_(163238C1/132696)_2,SE201902_(163238C1/132696),Tereza,8075-7,2019-07-10 08:09:30,2019-06-24,3.0,,,,,,
Sendusu,SE201902_(163268C1/132386)_1,SE201902_(163268C1/132386),Nakasabira,TMB2X5265-1,2019-06-19 08:47:02,2019-06-19,36.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_1,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_10,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_11,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,,,
Sendusu,SE201903_(162357C1/132383)_12,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_13,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_14,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_15,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,2.0,2.0,2.0,2.0,2.0,1.0
Sendusu,SE201903_(162357C1/132383)_16,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_17,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,8.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_18,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_19,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,7.0,4.0,4.0,4.0,4.0,7.0,2.0
Sendusu,SE201903_(162357C1/132383)_2,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,3.0,6.0,3.0,3.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_20,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,6.0,1.0,1.0,1.0,1.0,,
Sendusu,SE201903_(162357C1/132383)_21,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_22,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_23,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_24,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,11.0,2.0,2.0,2.0,2.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_25,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,4.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_26,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,4.0,4.0,4.0,4.0,4.0,3.0,2.0
Sendusu,SE201903_(162357C1/132383)_27,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_28,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_29,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_3,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,13.0,6.0,4.0,4.0,6.0,3.0,2.0
Sendusu,SE201903_(162357C1/132383)_30,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_31,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_32,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,2.0,2.0,4.0,2.0,2.0,2.0,1.0
Sendusu,SE201903_(162357C1/132383)_33,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_34,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_35,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,2.0,2.0,4.0,2.0,4.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_36,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,7.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_37,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_38,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_39,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_4,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,5.0,4.0,4.0,4.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_40,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_41,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_42,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_43,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_44,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_45,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,3.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_46,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,8.0,4.0,4.0,4.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_47,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,13.0,4.0,4.0,4.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_48,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_49,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,,,,,,,
Sendusu,SE201903_(162357C1/132383)_5,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_50,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,10.0,3.0,3.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_51,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,7.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_52,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,10.0,5.0,5.0,4.0,1.0,2.0,1.0
Sendusu,SE201903_(162357C1/132383)_53,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_54,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,6.0,6.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201903_(162357C1/132383)_55,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_56,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,2.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_57,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,11.0,4.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201903_(162357C1/132383)_58,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,8.0,4.0,4.0,4.0,3.0,2.0,1.0
Sendusu,SE201903_(162357C1/132383)_59,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_6,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,7.0,3.0,3.0,3.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_60,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,8.0,4.0,3.0,3.0,3.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_61,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162357C1/132383)_62,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_63,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-11,14.0,5.0,5.0,4.0,3.0,6.0,2.0
Sendusu,SE201903_(162357C1/132383)_65,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-16,4.0,,,,,,
Sendusu,SE201903_(162357C1/132383)_66,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_67,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-10-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_7,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,6.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_8,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,11.0,4.0,4.0,2.0,2.0,1.0,1.0
Sendusu,SE201903_(162357C1/132383)_9,SE201903_(162357C1/132383),29275S-4,7197-2,2019-08-27 09:15:44,2019-08-26,7.0,,,,,,
Sendusu,SE201903_(162373C1/132466)_1,SE201903_(162373C1/132466),29364S-2,8075-7,2019-08-27 09:29:03,2019-08-26,3.0,6.0,5.0,3.0,3.0,2.0,2.0
Sendusu,SE201903_(162373C1/132466)_3,SE201903_(162373C1/132466),29364S-2,8075-7,2019-08-27 09:29:03,2019-09-11,8.0,4.0,4.0,4.0,3.0,2.0,2.0
Sendusu,SE201903_(162405C1/132571)_1,SE201903_(162405C1/132571),29364S-2,7197-2,2019-08-27 09:36:50,2019-08-26,11.0,12.0,6.0,7.0,7.0,6.0,4.0
Sendusu,SE201903_(162405C1/132571)_2,SE201903_(162405C1/132571),29364S-2,7197-2,2019-08-27 09:36:50,2019-08-26,3.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201903_(162405C1/132571)_3,SE201903_(162405C1/132571),29364S-2,7197-2,2019-08-27 09:36:50,2019-10-11,11.0,4.0,4.0,2.0,2.0,2.0,2.0
Sendusu,SE201903_(162824C1/132316)_1,SE201903_(162824C1/132316),Entukura,8075-7,2019-09-06 06:19:06,2019-09-02,3.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201903_(162849C1/132373)_1,SE201903_(162849C1/132373),Nakasabira,7197-2,2019-06-19 08:35:20,2019-06-06,5.0,4.0,8.0,4.0,3.0,1.0,1.0
Sendusu,SE201903_(162849C1/132373)_2,SE201903_(162849C1/132373),Nakasabira,7197-2,2019-06-19 08:35:20,2019-06-06,23.0,9.0,9.0,8.0,7.0,7.0,4.0
Sendusu,SE201903_(162849C1/132373)_3,SE201903_(162849C1/132373),Nakasabira,7197-2,2019-06-19 08:35:20,2019-06-06,,,,,,,
Sendusu,SE201903_(163325C1/132608)_1,SE201903_(163325C1/132608),ITC1354,8075-7,2019-07-24 06:53:52,2019-07-23,7.0,2.0,2.0,2.0,4.0,2.0,2.0
Sendusu,SE201903_(163325C1/132608)_2,SE201903_(163325C1/132608),ITC1354,8075-7,2019-07-24 06:53:52,2019-07-23,3.0,3.0,3.0,3.0,1.0,1.0,1.0
Sendusu,SE201903_(163325C1/132608)_3,SE201903_(163325C1/132608),ITC1354,8075-7,2019-07-24 06:53:52,2019-08-15,,,,,,,
