Location,PlantletID,Crossnumber,Mother,Father,Germination_Submission_Date,Germination_Date,Copies,Number_Rooting,Number_Sent_Out,Weaning_2_Plantlets,Number_in_Screenhouse,Number_in_hardening,Number_in_Openfield
Sendusu,SE201905_(162431C1/132332)_77,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_78,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_79,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_8,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_80,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,8.0,4.0,,,,,
Sendusu,SE201905_(162431C1/132332)_81,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_82,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,9.0,,,,,,
Sendusu,SE201905_(162431C1/132332)_83,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_84,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,6.0,2.0,4.0,2.0,2.0,2.0,1.0
Sendusu,SE201905_(162431C1/132332)_85,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_86,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,3.0,3.0,3.0,3.0,,,
Sendusu,SE201905_(162431C1/132332)_87,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,2.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201905_(162431C1/132332)_88,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_89,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,12.0,4.0,,,,,
Sendusu,SE201905_(162431C1/132332)_9,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_90,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,13.0,5.0,10.0,4.0,4.0,4.0,2.0
Sendusu,SE201905_(162431C1/132332)_91,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,8.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201905_(162431C1/132332)_92,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,3.0,2.0,4.0,2.0,2.0,2.0,1.0
Sendusu,SE201905_(162431C1/132332)_93,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,4.0,6.0,3.0,3.0,3.0,3.0,1.0
Sendusu,SE201905_(162431C1/132332)_94,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_95,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_96,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,4.0,1.0,1.0,1.0,,,
Sendusu,SE201905_(162431C1/132332)_97,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162431C1/132332)_98,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,7.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201905_(162431C1/132332)_99,SE201905_(162431C1/132332),29364S-2,8075-7,2019-10-04 08:23:53,2019-09-30,2.0,5.0,3.0,2.0,1.0,1.0,1.0
Sendusu,SE201905_(162488C1/132412)_1,SE201905_(162488C1/132412),25974S-17,8075-7,2019-12-02 09:51:32,2019-11-27,3.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201905_(162488C1/132412)_2,SE201905_(162488C1/132412),25974S-17,8075-7,2019-12-02 09:51:32,2019-12-18,1.0,1.0,1.0,,,,
Sendusu,SE201905_(162488C1/132412)_3,SE201905_(162488C1/132412),25974S-17,8075-7,2019-12-02 09:51:32,2019-12-18,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201905_(162488C1/132412)_4,SE201905_(162488C1/132412),25974S-17,8075-7,2019-12-02 09:51:32,2019-12-18,4.0,,,,,,
Sendusu,SE201905_(163051C1/132684)_1,SE201905_(163051C1/132684),Entukura,7197-2,2019-12-20 13:32:33,2019-12-18,4.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201906_(162388C1/132533)_1,SE201906_(162388C1/132533),29275S-1,8075-7,2019-12-02 09:45:46,2019-11-27,9.0,4.0,3.0,1.0,2.0,3.0,3.0
Sendusu,SE201906_(162388C1/132533)_2,SE201906_(162388C1/132533),29275S-1,8075-7,2019-12-02 09:45:46,2019-11-27,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201906_(162388C1/132533)_3,SE201906_(162388C1/132533),29275S-1,8075-7,2019-12-02 09:45:46,2019-11-27,,,,,,,
Sendusu,SE201906_(162388C1/132533)_4,SE201906_(162388C1/132533),29275S-1,8075-7,2019-12-02 09:45:46,2019-12-18,5.0,8.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201906_(162496C1/132361)_1,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-11-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201906_(162496C1/132361)_2,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-11-29,7.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201906_(162496C1/132361)_3,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-11-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201906_(162496C1/132361)_4,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-11-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201906_(162496C1/132361)_5,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-11-29,3.0,4.0,4.0,4.0,4.0,3.0,3.0
Sendusu,SE201906_(162496C1/132361)_6,SE201906_(162496C1/132361),29275S-4,7197-2,2019-12-02 09:42:12,2019-12-18,1.0,1.0,1.0,1.0,,,
Sendusu,SE201906_(162693C2/132568)_1,SE201906_(162693C2/132568),ITC1355,SH3217,2019-12-20 13:23:31,2019-12-18,9.0,5.0,4.0,4.0,4.0,3.0,2.0
Sendusu,SE201906_(162693C2/132568)_2,SE201906_(162693C2/132568),ITC1355,SH3217,2019-12-20 13:23:31,2019-12-18,12.0,5.0,4.0,4.0,3.0,3.0,2.0
Sendusu,SE201907_(162379C1/132466)_1,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-10,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162379C1/132466)_10,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,7.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201907_(162379C1/132466)_11,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,3.0,,,,,,
Sendusu,SE201907_(162379C1/132466)_12,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162379C1/132466)_2,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-10,,,,,,,
Sendusu,SE201907_(162379C1/132466)_3,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-10,5.0,,,,,,
Sendusu,SE201907_(162379C1/132466)_4,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-10,4.0,2.0,2.0,2.0,2.0,1.0,1.0
Sendusu,SE201907_(162379C1/132466)_5,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,,,,,,,
Sendusu,SE201907_(162379C1/132466)_6,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,,,,,,,
Sendusu,SE201907_(162379C1/132466)_7,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,,,,,,,
Sendusu,SE201907_(162379C1/132466)_8,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,8.0,4.0,4.0,4.0,2.0,1.0,1.0
Sendusu,SE201907_(162379C1/132466)_9,SE201907_(162379C1/132466),29275S-4,8075-7,2020-01-13 07:35:55,2020-01-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162416C2/132332)_1,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,5.0,3.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201907_(162416C2/132332)_10,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,4.0,,,,,,
Sendusu,SE201907_(162416C2/132332)_11,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,8.0,5.0,2.0,2.0,1.0,1.0,1.0
Sendusu,SE201907_(162416C2/132332)_12,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201907_(162416C2/132332)_13,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_14,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_15,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_16,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_17,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_18,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_19,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_2,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162416C2/132332)_20,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_21,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_22,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_23,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_24,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-06,,,,,,,
Sendusu,SE201907_(162416C2/132332)_25,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-02-03,8.0,5.0,5.0,4.0,4.0,4.0,2.0
Sendusu,SE201907_(162416C2/132332)_26,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-02-03,,,,,,,
Sendusu,SE201907_(162416C2/132332)_3,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,4.0,4.0,3.0,3.0,4.0,4.0,1.0
Sendusu,SE201907_(162416C2/132332)_4,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,3.0,3.0,3.0,3.0,2.0,2.0,1.0
Sendusu,SE201907_(162416C2/132332)_5,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,4.0,5.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201907_(162416C2/132332)_6,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,9.0,5.0,5.0,4.0,4.0,4.0,2.0
Sendusu,SE201907_(162416C2/132332)_7,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,1.0,1.0,1.0,1.0,2.0,2.0,1.0
Sendusu,SE201907_(162416C2/132332)_8,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,9.0,3.0,3.0,3.0,2.0,,
Sendusu,SE201907_(162416C2/132332)_9,SE201907_(162416C2/132332),29364S-2,8075-7,2020-01-13 07:31:03,2020-01-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162435C2/132325)_1,SE201907_(162435C2/132325),29364S-2,10969S-1,2020-01-21 11:00:51,2020-01-03,,,,,,,
Sendusu,SE201907_(162452C1/132533)_1,SE201907_(162452C1/132533),25974S-17,8075-7,2020-01-13 07:54:26,2020-01-10,10.0,4.0,4.0,4.0,2.0,2.0,2.0
Sendusu,SE201907_(162452C1/132533)_2,SE201907_(162452C1/132533),25974S-17,8075-7,2020-01-13 07:54:26,2020-01-10,8.0,5.0,5.0,4.0,4.0,,
Sendusu,SE201907_(162452C1/132533)_3,SE201907_(162452C1/132533),25974S-17,8075-7,2020-01-13 07:54:26,2020-01-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201907_(162452C1/132533)_4,SE201907_(162452C1/132533),25974S-17,8075-7,2020-01-13 07:54:26,2020-01-16,5.0,,,,,,
Sendusu,SE201907_(162452C1/132533)_7,SE201907_(162452C1/132533),25974S-17,8075-7,2020-01-13 07:54:26,2020-02-03,4.0,,,,,,
Sendusu,SE201907_(162675C2/132568)_1,SE201907_(162675C2/132568),ITC1355,SH3217,2020-01-13 07:50:44,2020-01-10,11.0,3.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201907_(162675C2/132568)_2,SE201907_(162675C2/132568),ITC1355,SH3217,2020-01-13 07:50:44,2020-01-27,,,,,,,
Sendusu,SE201907_(162865C1/132329)_1,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-11-27,11.0,5.0,4.0,4.0,2.0,2.0,2.0
Sendusu,SE201907_(162865C1/132329)_2,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-11-27,4.0,8.0,4.0,4.0,4.0,4.0,1.0
Sendusu,SE201907_(162865C1/132329)_3,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-11-27,5.0,,,,,,
Sendusu,SE201907_(162865C1/132329)_4,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-11-27,5.0,,,,,,
Sendusu,SE201907_(162865C1/132329)_5,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-12-18,9.0,5.0,5.0,4.0,4.0,4.0,2.0
Sendusu,SE201907_(162865C1/132329)_6,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-12-18,2.0,2.0,2.0,2.0,2.0,2.0,1.0
Sendusu,SE201907_(162865C1/132329)_7,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2019-12-18,5.0,4.0,4.0,4.0,2.0,2.0,2.0
Sendusu,SE201907_(162865C1/132329)_8,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2020-01-10,,,,,,,
Sendusu,SE201907_(162865C1/132329)_9,SE201907_(162865C1/132329),Nakasabira,7197-2,2019-12-02 09:53:02,2020-01-06,,,,,,,
Sendusu,SE201907_(163045C1/132358)_1,SE201907_(163045C1/132358),ITC1355,9128-3,2020-01-13 08:17:01,2020-01-10,5.0,5.0,4.0,4.0,3.0,3.0,2.0
Sendusu,SE201907_(163045C1/132358)_2,SE201907_(163045C1/132358),ITC1355,9128-3,2020-01-13 08:17:01,2020-01-03,,,,,,,
Sendusu,SE201907_(163055C1/132419)_1,SE201907_(163055C1/132419),ITC1355,7197-2,2019-12-02 09:47:58,2019-11-27,8.0,3.0,2.0,2.0,1.0,1.0,1.0
Sendusu,SE201907_(163270C2/132692)_1,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-10,4.0,,,,,,
Sendusu,SE201907_(163270C2/132692)_2,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-10,2.0,3.0,3.0,3.0,2.0,2.0,1.0
Sendusu,SE201907_(163270C2/132692)_3,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-10,1.0,,,,,,
Sendusu,SE201907_(163270C2/132692)_4,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-10,,,,,,,
Sendusu,SE201907_(163270C2/132692)_5,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-03,,,,,,,
Sendusu,SE201907_(163270C2/132692)_6,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-03,,,,,,,
Sendusu,SE201907_(163270C2/132692)_7,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-03,,,,,,,
Sendusu,SE201907_(163270C2/132692)_8,SE201907_(163270C2/132692),Entukura,8075-7,2020-01-13 07:26:29,2020-01-03,,,,,,,
Sendusu,SE201908_(162358C1/132647)_1,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,6.0,,,,,,
Sendusu,SE201908_(162358C1/132647)_10,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,8.0,4.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_11,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,15.0,10.0,5.0,3.0,2.0,2.0,2.0
Sendusu,SE201908_(162358C1/132647)_12,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,15.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_13,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,12.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_15,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-17,1.0,,,,,,
Sendusu,SE201908_(162358C1/132647)_16,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-17,5.0,4.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201908_(162358C1/132647)_17,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-17,3.0,,,,,,
Sendusu,SE201908_(162358C1/132647)_18,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-24,6.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_19,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-03-02,6.0,4.0,4.0,4.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_2,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,11.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_3,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,4.0,4.0,4.0,4.0,1.0,1.0,1.0
Sendusu,SE201908_(162358C1/132647)_4,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,7.0,4.0,3.0,3.0,3.0,2.0,2.0
Sendusu,SE201908_(162358C1/132647)_5,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,4.0,3.0,3.0,3.0,2.0,2.0,2.0
Sendusu,SE201908_(162358C1/132647)_6,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,5.0,2.0,,,,,
Sendusu,SE201908_(162358C1/132647)_7,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,8.0,11.0,4.0,4.0,1.0,1.0,1.0
Sendusu,SE201908_(162358C1/132647)_8,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,3.0,4.0,4.0,4.0,3.0,3.0,2.0
Sendusu,SE201908_(162358C1/132647)_9,SE201908_(162358C1/132647),25974S-17,7197-2,2020-02-10 08:10:37,2020-02-10,3.0,5.0,5.0,4.0,4.0,4.0,2.0
Sendusu,SE201908_(162374C2/132674)_1,SE201908_(162374C2/132674),29275S-1,7197-2,2020-02-06 07:58:46,2020-02-03,2.0,,,,,,
Sendusu,SE201908_(162374C2/132674)_2,SE201908_(162374C2/132674),29275S-1,7197-2,2020-02-06 07:58:46,2020-02-03,12.0,3.0,3.0,3.0,2.0,2.0,2.0
Sendusu,SE201908_(162374C2/132674)_3,SE201908_(162374C2/132674),29275S-1,7197-2,2020-02-06 07:58:46,2020-02-03,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162374C2/132674)_4,SE201908_(162374C2/132674),29275S-1,7197-2,2020-02-06 07:58:46,2020-02-17,8.0,4.0,8.0,4.0,4.0,4.0,2.0
Sendusu,SE201908_(162374C2/132674)_5,SE201908_(162374C2/132674),29275S-1,7197-2,2020-02-06 07:58:46,2020-03-02,2.0,4.0,4.0,4.0,4.0,2.0,2.0
Sendusu,SE201908_(162415C1/132466)_1,SE201908_(162415C1/132466),25974S-17,8075-7,2020-02-24 06:50:52,2020-02-24,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162415C1/132466)_2,SE201908_(162415C1/132466),25974S-17,8075-7,2020-02-24 06:50:52,2020-02-24,2.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162430C2/132647)_1,SE201908_(162430C2/132647),29364S-2,7197-2,2020-02-24 07:00:44,2020-02-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201908_(162431C2/132674)_1,SE201908_(162431C2/132674),29364S-2,7197-2,2020-02-06 07:54:07,2020-02-03,3.0,,,,,,
Sendusu,SE201908_(162431C2/132674)_2,SE201908_(162431C2/132674),29364S-2,7197-2,2020-02-06 07:54:07,2020-02-03,14.0,10.0,4.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162431C2/132674)_3,SE201908_(162431C2/132674),29364S-2,7197-2,2020-02-06 07:54:07,2020-02-03,3.0,4.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162485C2/132696)_1,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,6.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162485C2/132696)_10,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162485C2/132696)_11,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162485C2/132696)_12,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-10,9.0,4.0,4.0,4.0,4.0,,
Sendusu,SE201908_(162485C2/132696)_13,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sendusu,SE201908_(162485C2/132696)_14,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162485C2/132696)_15,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-10,8.0,8.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201908_(162485C2/132696)_16,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-10,3.0,,,,,,
Sendusu,SE201908_(162485C2/132696)_17,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-11,5.0,5.0,3.0,3.0,3.0,3.0,2.0
Sendusu,SE201908_(162485C2/132696)_19,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-17,,,,,,,
Sendusu,SE201908_(162485C2/132696)_2,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,5.0,5.0,5.0,6.0,5.0,5.0,3.0
Sendusu,SE201908_(162485C2/132696)_20,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-17,,,,,,,
Sendusu,SE201908_(162485C2/132696)_21,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-17,8.0,4.0,4.0,4.0,4.0,4.0,2.0
Sendusu,SE201908_(162485C2/132696)_23,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-24,12.0,,,,,,
Sendusu,SE201908_(162485C2/132696)_3,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162485C2/132696)_4,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,7.0,,,,,,
Sendusu,SE201908_(162485C2/132696)_5,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sendusu,SE201908_(162485C2/132696)_6,SE201908_(162485C2/132696),29364S-2,8075-7,2020-02-06 07:51:51,2020-02-03,6.0,3.0,3.0,3.0,3.0,3.0,2.0
