Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
NM201904_(153160C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot318r16c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-04-09,5.0,2019-10-04,,,,,,,,Arusha
NM201905_(136297C2/161584),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot437_r21c17,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-05-27,4.0,2019-10-04,,,,,,,,Arusha
NM201905_(136413C2/161446),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot61_r3c19,ITC1468,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-05-14,6.0,2019-10-04,,,,,,,,Arusha
NM201905_(136414C2/161554),2016 NM_Pollination block,16NM_MchareLaini_plot230_r11c20,Mchare Laini,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-05-03,2.0,,,,,,,,,Arusha
NM201905_(136427C2/161503),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot342_r17c6,ITC1460,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-30,2.0,2019-10-15,,,,,,,,Arusha
NM201905_(136468C2/161582),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot300_r15c6,ITC1460,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2019-05-06,3.0,2019-10-15,2019-10-29,2.0,2.0,2019-11-05,2.0,,,Arusha
NM201905_(136472C2/161554),2016 NM_Pollination block,16NM_Huti-white_plot120_r6c7,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-05-09,,2019-11-13,,,,,,,,Arusha
NM201905_(136494C2/161503),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot399_r19c21,ITC1455-Mchare Mlelembo,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-30,3.0,2019-11-20,,,,,,,,Arusha
NM201905_(136561C2/161582),2016 NM_Pollination block,16NM_MchareLaini_plot247_r12c6,Mchare Laini,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2019-05-06,4.0,,,,,,,,,Arusha
NM201905_(136567C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot17_r1c17,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-17,3.0,2019-11-13,,,,,,,,Arusha
NM201905_(136613C2/161477),2016 NM_Pollination block,16NM_Huti-white_plot170_r9c2,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-05-21,1.0,2019-11-13,,,,,,,,Arusha
NM201905_(136641C2/161584),2016 NM_Pollination block,16NM_MchareLaini_plot263_r13c11,Mchare Laini,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-05-30,2.0,,,,,,,,,Arusha
NM201905_(136663C3/161582),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot54_r3c12,ITC1468,3,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2019-05-06,3.0,2019-09-27,,,,,,,,Arusha
NM201905_(136705C3/161446),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot105_r5c21,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-05-21,1.0,2019-08-21,,,,,,,,Arusha
NM201905_(152508C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot444r22c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-13,7.0,2019-12-12,,,,,,,,Arusha
NM201905_(152531C1/161477),NM_Mcharepollinationblock2,16NM_Huti-white_plot567r27c21,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-05-14,6.0,2019-10-04,,,,,,,,Arusha
NM201905_(152533C1/161477),NM_Mcharepollinationblock2,16NM_Huti-white_plot506r25c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-05-22,8.0,2019-11-12,,,,,,,,Arusha
NM201905_(152599C1/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot633r31c3,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-05-09,3.0,2019-11-12,,,,,,,,Arusha
NM201905_(152655C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot212r11c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-27,5.0,2019-11-12,,,,,,,,Arusha
NM201905_(152657C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot126r6c1,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-05-02,6.0,2019-10-16,,,,,,,,Arusha
NM201905_(152665C1/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot629r30c2,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-05-14,6.0,2019-10-04,,,,,,,,Arusha
NM201905_(152705C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot632r31c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-27,4.0,2019-10-04,,,,,,,,Arusha
NM201905_(152776C1/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot591r29c3,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-05-09,2.0,2019-11-12,,,,,,,,Arusha
NM201905_(152848C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot465r23c3,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-16,4.0,,,,,,,,,Arusha
NM201905_(152905C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot103r5c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-13,4.0,2019-08-05,,,,,,,,Arusha
NM201905_(152910C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot612r30c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-27,4.0,2019-12-12,,,,,,,,Arusha
NM201905_(152925C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot41r2c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-30,3.0,2019-12-05,,,,,,,,Arusha
NM201905_(152954C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot83r4c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-30,5.0,2019-11-12,,,,,,,,Arusha
NM201905_(152973C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot733r35c19,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-05-01,7.0,2019-10-04,,,,,,,,Arusha
NM201905_(152989C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot169r9c1,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-13,4.0,2019-10-30,,,,,,,,Arusha
NM201905_(153004C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot44r3c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-27,4.0,2019-11-18,,,,,,,,Arusha
NM201905_(153006C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot587r28c2,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-05-02,6.0,2019-10-30,2019-12-15,1.0,1.0,2020-01-07,1.0,1,2020-02-10,Arusha
NM201905_(153055C1/161477),NM_Mcharepollinationblock2,16NM_Huti-white_plot339r17c3,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-05-09,2.0,,,,,,,,,Arusha
NM201905_(153095C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot336r16c1,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-05-27,6.0,2019-10-04,,,,,,,,Arusha
NM201906_(136351C2/161503),2016 NM_Pollination block,16NM_MchareLaini_plot273_r13c21,Mchare Laini,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-07,5.0,2019-11-20,,,,,,,,Arusha
NM201906_(136385C2/161503),2016 NM_Pollination block,16NM_Huti-white_plot160_r8c9,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-25,6.0,,,,,,,,,Arusha
NM201906_(136389C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot98_r5c14,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-06,6.0,2019-12-12,,,,,,,,Arusha
NM201906_(136397C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot21_r1c21,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-06-24,8.0,2019-10-04,,,,,,,,Arusha
NM201906_(136440C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot39_r2c4,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-25,7.0,2019-12-19,,,,,,,,Arusha
NM201906_(136505C2/161584),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot362_r18c17,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-20,6.0,2019-10-04,,,,,,,,Arusha
NM201906_(136551C2/161477),2016 NM_Pollination block,16NM_MchareLaini_plot203_r10c8,Mchare Laini,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-06-13,2.0,,,,,,,,,Arusha
NM201906_(136682C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot40_r2c3,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-04,4.0,2019-12-05,,,,,,,,Arusha
NM201906_(136709C2/161554),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot390_r19c12,ITC1455-Mchare Mlelembo,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-06-28,2.0,,,,,,,,,Arusha
NM201906_(136718C2/161477),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot38_r2c5,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-06-13,6.0,2019-10-08,,,,,,,,Arusha
NM201906_(152364C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot127r7c1,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-24,6.0,2019-10-07,,,,,,,,Arusha
NM201906_(152366C1/161477),NM_Mcharepollinationblock2,16NM_Huti-white_plot443r22c20,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-06-14,5.0,2019-12-12,,,,,,,,Arusha
NM201906_(152395C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot378r18c1,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-24,4.0,2019-11-28,2019-12-15,5.0,4.0,2020-01-07,4.0,,,Arusha
NM201906_(152538C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot380r19c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-03,3.0,2019-12-12,,,,,,,,Arusha
NM201906_(152555C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot607r29c19,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-04,4.0,2019-12-12,,,,,,,,Arusha
NM201906_(152568C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot213r11c3,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-06,6.0,2020-01-09,,,,,,,,Arusha
NM201906_(152586C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot525r25c21,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-07,8.0,2019-08-28,,,,,,,,Arusha
NM201906_(152667C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot483r23c21,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-06-21,7.0,2019-12-12,,,,,,,,Arusha
NM201906_(152712C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot610r30c21,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-06,5.0,2019-12-12,,,,,,,,Arusha
NM201906_(152725C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot293r14c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-25,6.0,2019-12-12,2019-12-27,6.0,5.0,2020-01-07,5.0,3,2020-02-10,Arusha
NM201906_(152740C1/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot128r7c2,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-06-14,6.0,2019-12-31,2020-01-10,1.0,1.0,2020-02-11,1.0,,,Arusha
NM201906_(152784C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot276r14c19,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-06-20,6.0,2019-12-19,2020-01-06,4.0,3.0,2020-01-07,3.0,3,2020-05-25,Arusha
NM201906_(152821C1/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot649r31c19,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2019-06-12,6.0,2019-12-31,,,,,,,,Arusha
NM201906_(152877C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot335r16c2,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-19,5.0,2019-11-28,2019-12-15,3.0,3.0,2020-01-07,3.0,5,2020-02-10,Arusha
NM201906_(152904C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot377r18c2,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-11,7.0,2019-12-12,2019-12-27,1.0,1.0,2020-01-07,1.0,,,Arusha
NM201906_(152919C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot422r21c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-24,4.0,2019-11-28,2020-01-06,9.0,9.0,2020-01-07,9.0,4,2020-02-10,Arusha
NM201906_(153002C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot125r6c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-06-27,4.0,2019-10-04,,,,,,,,Arusha
NM201906_(153117C1/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot712r34c3,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-06-03,8.0,2019-11-13,,,,,,,,Arusha
NM201906_(153177C1/161477),NM_Mcharepollinationblock2,16NM_Huti-white_plot528r26c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2019-06-14,5.0,2019-12-12,,,,,,,,Arusha
NM201907_(136345C2/161500),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot389_r19c11,ITC1455-Mchare Mlelembo,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-07-29,4.0,2019-11-20,,,,,,,,Arusha
NM201907_(136378C2/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot23_r2c20,ITC1468,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-07-15,6.0,2019-10-04,,,,,,,,Arusha
NM201907_(136388C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot8_r1c8,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-15,6.0,,,,,,,,,Arusha
NM201907_(136416C2/161503),2016 NM_Pollination block,16NM_Huti-white_plot115_r6c12,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-16,5.0,2020-01-21,,,,,,,,Arusha
NM201907_(136418C2/161503),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot377_r18c2,ITC1455-Mchare Mlelembo,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-05,2.0,,,,,,,,,Arusha
NM201907_(136487C3/161500),2016 NM_Pollination block,16NM_MchareLaini_plot269_r13c17,Mchare Laini,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-07-08,4.0,,,,,,,,,Arusha
NM201907_(136511C2/161503),2016 NM_Pollination block,16NM_Huti-white_plot132_r7c6,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-15,3.0,2019-10-04,,,,,,,,Arusha
NM201907_(136515C2/161500),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot386_r19c8,ITC1455-Mchare Mlelembo,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-07-05,4.0,2019-12-05,,,,,,,,Arusha
NM201907_(136518C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot18_r1c18,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-08,7.0,2019-10-04,,,,,,,,Arusha
NM201907_(136575C2/161503),2016 NM_Pollination block,16NM_Huti-white_plot147_r7c21,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-03,3.0,2020-10-19,,,,,,,,Arusha
NM201907_(136660C2/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot66_r4c19,ITC1468,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-07-15,5.0,2019-12-19,,,,,,,,Arusha
NM201907_(136661C2/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot19_r1c19,ITC1468,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-07-01,6.0,2019-10-04,,,,,,,,Arusha
NM201907_(136664C2/161503),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot365_r18c14,ITC1455-Mchare Mlelembo,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-12,7.0,2019-12-31,,,,,,,,Arusha
NM201907_(136680C3/161503),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot283_r14c12,ITC1460,3,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-31,4.0,2020-01-06,2020-01-22,2.0,2.0,2020-02-11,2.0,,,Arusha
NM201907_(136683C2/161584),2016 NM_Pollination block,16NM_Huti-white_plot134_r7c8,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-07-15,4.0,,,,,,,,,Arusha
NM201907_(152381C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot463r23c1,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-07-31,5.0,2020-01-09,2020-01-22,2.0,2.0,2020-02-11,2.0,,,Arusha
NM201907_(152901C1/161500),NM_Mcharepollinationblock2,16NM_Huti-white_plot230r11c20,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-07-25,6.0,2020-01-21,,,,,,,,Arusha
NM201907_(152955C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot484r24c21,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-07-11,4.0,2019-12-19,2019-12-30,9.0,7.0,2020-01-07,7.0,4,2020-02-10,Arusha
NM201907_(153026C1/161500),NM_Mcharepollinationblock2,16NM_Huti-white_plot397r19c19,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-07-23,6.0,2020-01-21,,,,,,,,Arusha
NM201907_(153073C1/161541),NM_Mcharepollinationblock2,16NM_Huti-white_plot420r20c1,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2019-07-05,4.0,2019-12-31,2020-01-10,14.0,11.0,2020-02-11,11.0,,,Arusha
NM201908_(136302C2/161554),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot368_r18c11,ITC1455-Mchare Mlelembo,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-27,2.0,2019-10-04,,,,,,,,Arusha
NM201908_(136360C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot14_r1c14,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-01,6.0,2019-10-04,,,,,,,,Arusha
NM201908_(136369C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot104_r5c20,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-09,2.0,2020-01-21,,,,,,,,Arusha
NM201908_(136430C2/161500),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot91_r5c7,ITC1468,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2019-08-13,6.0,2020-01-06,,,,,,,,Arusha
NM201908_(136475C2/161503),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot305_r15c11,ITC1460,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-26,9.0,2020-01-06,,,,,,,,Arusha
NM201908_(136491C2/161503),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot22_r2c21,ITC1468,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-09,2.0,2020-10-19,2020-11-17,1.0,1.0,2020-12-07,-1.0,,,Arusha
NM201908_(136548C2/161554),2016 NM_Pollination block,16NM_Huti-white_plot157_r8c12,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-26,9.0,2020-01-21,,,,,,,,Arusha
NM201908_(136607C2/161584),2016 NM_Pollination block,16NM_MchareLaini_plot209_r10c2,Mchare Laini,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-08-08,2.0,2020-01-31,2020-02-11,3.0,3.0,2020-04-22,3.0,1,2020-05-08,Arusha
NM201908_(136639C2/161554),2016 NM_Pollination block,16NM_Huti-white_plot142_r7c16,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-05,5.0,2021-02-02,,,,,,,,Arusha
NM201908_(136642C2/161503),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot394_r19c16,ITC1455-Mchare Mlelembo,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-09,,2020-01-22,,,,,,,,Arusha
NM201908_(136643C2/161584),2016 NM_Pollination block,16NM_Huti-white_plot167_r8c2,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2019-08-29,2.0,2020-02-14,2020-02-28,56.0,48.0,2020-04-22,48.0,7,2020-05-08,Arusha
NM201908_(136673C2/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot30_r2c13,ITC1468,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-30,5.0,2020-02-14,,,,,,,,Arusha
NM201908_(136719C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot4_r1c4,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-08,3.0,2020-01-21,,,,,,,,Arusha
NM201908_(152634C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot82r4c3,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2019-08-26,,2020-01-27,,,,,,,,Arusha
NM201908_(152650C2/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot756r36c1,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-26,2.0,2020-11-04,2020-11-18,2.0,2.0,2020-12-07,2.0,,,Arusha
NM201908_(152786C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot565r27c19,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-13,6.0,2020-01-31,2020-02-12,4.0,3.0,2020-04-22,3.0,2,2020-05-08,Arusha
NM201908_(152839C1/161503),NM_Mcharepollinationblock2,16NM_Huti-white_plot674r33c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-08-09,2.0,2020-01-31,2020-02-19,4.0,4.0,2020-04-22,4.0,1,2020-05-08,Arusha
NM201908_(152897C1/161541),NM_Mcharepollinationblock2,16NM_Huti-white_plot334r16c3,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2019-08-21,2.0,2020-01-21,2020-01-29,4.0,4.0,2020-02-11,4.0,,,Arusha
NM201909_(136288C2/161503),2016 NM_Pollination block,16NM_Huti-white_plot118_r6c9,Huti-white,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-09-11,6.0,2020-01-21,,,,,,,,Arusha
NM201909_(136309C3/161541),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot31_r2c12,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2019-09-30,4.0,2020-03-03,2020-03-09,4.0,4.0,2020-04-22,4.0,4,2020-05-08,Arusha
NM201909_(136373C2/161503),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot385_r19c7,ITC1455-Mchare Mlelembo,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-09-02,5.0,2020-01-31,,,,,,,,Arusha
NM201909_(136374C2/161503),2016 NM_Pollination block,16NM_MchareLaini_plot234_r12c19,Mchare Laini,2,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2019-09-30,3.0,2020-02-21,,,,,,,,Arusha
NM201909_(136400C2/161480),2016 NM_Pollination block,16NM_Huti-white_plot119_r6c8,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot124,2019-09-23,,2020-02-14,,,,,,,,Arusha
