Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
BT201804_(136492C2/136283),,136492,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136283,2018-04-07,6.0,2018-09-11,2018-09-27,0.0,,,,,,Arusha
BT201804_(136513C2/136328),,136513,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136328,2018-04-06,6.0,2018-09-11,2018-10-08,0.0,,,,,,Arusha
BT201804_(136514C2/136328),,136514,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136328,2018-04-06,4.0,2018-09-26,2018-10-10,0.0,,,,,,Arusha
BT201804_(136642C2/136599),,136642,ITC1455-Mchare Mlelembo,2,ITC0712,136599,2018-04-06,3.0,2018-10-02,2018-10-11,0.0,,,,,,Arusha
BT201804_(136650C2/136460),,136650,Huti-white,2,ITC0712,136460,2018-04-07,3.0,,,,,,,,,Arusha
NM201804_(136345C2/136328),,136345,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136328,2018-04-09,6.0,2018-10-02,2018-10-11,0.0,,,,,,Arusha
NM201804_(136468C2/136357),,136468,ITC1460,2,ITC0609 Pahang,136357,2018-04-12,5.0,2018-11-08,2018-11-14,3.0,,,,1,2019-01-02,Arusha
NM201804_(136523C2/136490),,136523,ITC1468,2,ITC0712,136490,2018-04-23,,,,,,,,,,Arusha
NM201804_(136664C2/136490),,136664,ITC1455-Mchare Mlelembo,2,ITC0712,136490,2018-04-12,5.0,2018-11-09,2018-11-14,0.0,,,,,,Arusha
NM201804_(136697C2/136357),,136697,ITC1468,2,ITC0609 Pahang,136357,2018-04-16,4.0,2018-09-11,2018-09-27,0.0,,,,,,Arusha
NM201804_389,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot714r34c1,Huti-white,,SH3142,,2018-04-18,,2018-10-22,,,,,,,,Arusha
NM201804_396,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot673r33c1,Huti-white,,SH3142,,2018-04-23,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201805_(136302C2/136460),,136302,ITC1455-Mchare Mlelembo,2,ITC0712,136460,2018-05-09,3.0,2018-10-17,2018-10-24,0.0,,,,,,Arusha
NM201805_(136316C2/136460),,136316,ITC1460,2,ITC0712,136460,2018-05-18,2.0,,,,,,,,,Arusha
NM201805_(136418C2/136460),,136418,ITC1455-Mchare Mlelembo,2,ITC0712,136460,2018-05-14,4.0,2018-09-26,2018-10-11,0.0,,,,,,Arusha
NM201805_(136440C2/136460),,136440,ITC1468,2,ITC0712,136460,2018-05-09,7.0,2018-11-06,2018-11-14,0.0,,,,,,Arusha
NM201805_(136441C1/136460),,136441,ITC1468,1,ITC0712,136460,2018-05-22,,,,,,,,,,Arusha
NM201805_(136452C/136490),,136452,Mchare Laini,,ITC0712,136490,2018-05-03,,,,,,,,,,Arusha
NM201805_(136456C2/136460),2016 NM_Pollination block,136456,Huti-white,2,ITC0712,136460,2018-05-31,7.0,,,,,,,,,Arusha
NM201805_(136474C/136490),,136474,ITC1455-Mchare Mlelembo,,ITC0712,136490,2018-05-03,,,,,,,,,,Arusha
NM201805_(136491C1/136460),,136491,ITC1468,1,ITC0712,136460,2018-05-22,,,,,,,,,,Arusha
NM201805_(136494C1/136357),,136494,ITC1455-Mchare Mlelembo,1,ITC0609 Pahang,136357,2018-05-22,,,,,,,,,,Arusha
NM201805_(136504C/136490),,136504,ITC1455-Mchare Mlelembo,,ITC0712,136490,2018-05-03,,,,,,,,,,Arusha
NM201805_(136532C2/136460),,136532,ITC1468,2,ITC0712,136460,2018-05-09,4.0,,,,,,,,,Arusha
NM201805_(136532C3/136490),,136532,ITC1468,3,ITC0712,136490,2018-05-03,,,,,,,,,,Arusha
NM201805_(136603C2/136357),2016 NM_Pollination block,136603,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136357,2018-05-29,7.0,,,,,,,,,Arusha
NM201805_(136654C2/136460),,136654,ITC1455-Mchare Mlelembo,2,ITC0712,136460,2018-05-14,4.0,2018-10-02,2018-10-11,0.0,,,,,,Arusha
NM201805_(136658C/136357),,136658,ITC1455-Mchare Mlelembo,,ITC0609 Pahang,136357,2018-05-03,,,,,,,,,,Arusha
NM201805_(136667C1/136357),,136667,ITC1468,1,ITC0609 Pahang,136357,2018-05-22,,,,,,,,,,Arusha
NM201805_(136696C/136490),,136696,ITC1455-Mchare Mlelembo,,ITC0712,136490,2018-05-03,,,,,,,,,,Arusha
NM201805_(136718C2/136460),,136718,ITC1468,2,ITC0712,136460,2018-05-18,3.0,2018-11-19,2018-11-26,0.0,,,,,,Arusha
NM201805_402,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot84r4c1,Huti-white,,SH3142,,2018-05-01,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201805_407,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot631r31c1,Huti-white,,SH3142,,2018-05-08,,2018-10-22,2018-11-07,0.0,,,,,,Arusha
NM201805_408,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot43r3c1,Huti-white,,SH3142,,2018-05-09,,2018-10-22,2018-10-29,0.0,,,,,,Arusha
NM201805_410,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot294r14c1,Huti-white,,SH3142,,2018-05-09,,2018-10-31,2018-11-07,0.0,,,,,,Arusha
NM201805_411,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot715r35c1,Huti-white,,ITC0249 Calcutta 4,,2018-05-09,,2018-10-22,2018-11-01,1.0,1.0,2018-12-05,1.0,1,2019-02-12,Arusha
NM201805_412,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot253r13c1,Huti-white,,SH3142,,2018-05-14,,2018-10-22,2018-11-01,1.0,0.0,2018-11-13,0.0,,,Arusha
NM201805_413,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot462r22c1,Huti-white,,SH3142,,2018-05-14,,2018-10-22,2018-10-25,0.0,,,,,,Arusha
NM201805_414,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot798r38c1,Huti-white,,SH3142,,2018-05-14,,2018-10-22,2018-10-29,0.0,,,,,,Arusha
NM201805_421,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot295r15c1,Huti-white,,SH3142,,2018-05-17,,2018-10-31,2018-11-09,0.0,,,,,,Arusha
NM201805_422,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot587r28c2,Huti-white,,ITC0253 Borneo,,2018-05-18,,2018-12-04,2018-12-13,0.0,,,,,,Arusha
NM201805_428,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot126r6c1,Huti-white,,SH3142,,2018-05-22,,2018-11-08,2018-11-15,0.0,,,,,,Arusha
NM201805_429,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot169r9c1,Huti-white,,SH3142,,2018-05-22,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201805_432,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot168r8c1,Huti-white,,SH3142,,2018-05-25,,2018-12-04,2018-12-13,0.0,,,,,,Arusha
NM201805_433,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot210r10c1,Huti-white,,ITC0249 Calcutta 4,,2018-05-25,,2018-10-31,2018-11-14,0.0,,,,,,Arusha
NM201805_436,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot629r30c2,Huti-white,,SH3142,,2018-05-25,,2018-10-31,2018-11-07,0.0,,,,,,Arusha
NM201805_438,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot251r12c2,Huti-white,,SH3142,,2018-05-30,,2018-10-31,2018-11-14,0.0,,,,,,Arusha
NM201805_451,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot547r27c1,Huti-white,,ITC0249 Calcutta 4,,2018-05-06,,2018-10-22,2018-10-25,3.0,2.0,2018-12-05,2.0,2,2019-02-12,Arusha
NM201805_453,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot588r28c1,Huti-white,,SH3142,,2018-05-08,,2018-11-19,2018-11-30,0.0,,,,,,Arusha
NM201805_455,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot211r11c1,Huti-white,,SH3142,,2018-05-13,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201806_(136314C2/136357),2016 NM_Pollination block,136314,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136357,2018-06-29,3.0,2018-11-21,2018-12-13,0.0,,,,,,Arusha
NM201806_(136351C2/136460),2016 NM_Pollination block,136351,Mchare Laini,2,ITC0712,136460,2018-06-12,4.0,,,,,,,,,Arusha
NM201806_(136378C2/136653),2016 NM_Pollination block,136378,ITC1468,2,ITC0609 Pahang,136653,2018-06-22,,,,,,,,,,Arusha
NM201806_(136380C2/136357),2016 NM_Pollination block,136380,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136357,2018-06-06,6.0,,,,,,,,,Arusha
NM201806_(136518C2/136510),2016 NM_Pollination block,136518,ITC1468,2,ITC0609 Pahang,136510,2018-06-26,5.0,,,,,,,,,Arusha
NM201806_(136523C3/136460),2016 NM_Pollination block,136523,ITC1468,3,ITC0712,136460,2018-06-12,3.0,,,,,,,,,Arusha
NM201806_(136567C2/136510),2016 NM_Pollination block,136567,ITC1468,2,ITC0609 Pahang,136510,2018-06-26,5.0,,,,,,,,,Arusha
NM201806_(136634C2/136599),2016 NM_Pollination block,136634,ITC1455-Mchare Mlelembo,2,ITC0712,136599,2018-06-26,5.0,,,,,,,,,Arusha
NM201806_442,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot86r5c2,Huti-white,,SH3142,,2018-06-01,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201806_443,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot546r26c1,Huti-white,,SH3142,,2018-06-01,,2018-10-29,2018-11-07,0.0,,,,,,Arusha
NM201806_447,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot337r17c1,Huti-white,,SH3142,,2018-06-04,,2018-11-19,2018-11-30,2.0,2.0,2018-12-05,2.0,,,Arusha
NM201806_448,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot504r24c1,Huti-white,,SH3142,,2018-06-04,,2018-11-08,2018-11-16,2.0,,,,,,Arusha
NM201806_450,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot548r27c2,Huti-white,,ITC0712 Cv Rose,,2018-06-05,,2018-11-19,2018-11-30,12.0,8.0,2018-12-05,8.0,4,2019-01-02,Arusha
NM201806_456,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot422r21c2,Huti-white,,SH3142,,2018-06-18,,2018-12-04,2018-12-13,12.0,3.0,2019-01-11,3.0,1,2019-03-13,Arusha
NM201806_461,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot41r2c2,Huti-white,,SH3142,,2018-06-20,,2018-11-08,2018-11-14,0.0,,,,,,Arusha
NM201806_462,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot335r16c2,Huti-white,,ITC0249 Calcutta 4,,2018-06-20,,2018-12-07,2018-12-13,20.0,14.0,2019-01-11,14.0,3,2019-01-28,Arusha
NM201806_468,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot756r36c1,Huti-white,,SH3142,,2018-06-22,,2018-12-04,2018-12-13,0.0,,,,,,Arusha
NM201806_469,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot336r16c1,Huti-white,,SH3142,,2018-06-22,,2019-01-03,2019-01-09,2.0,1.0,2019-01-11,1.0,1,2019-02-12,Arusha
NM201806_470,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot630r30c1,Huti-white,,SH3142,,2018-06-26,,2018-12-12,2018-12-20,2.0,0.0,2019-01-11,0.0,,,Arusha
NM201806_471,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot671r32c2,Huti-white,,SH3142,,2018-06-26,,2019-01-02,2019-01-09,2.0,1.0,2019-01-11,1.0,,,Arusha
NM201806_472,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot545r26c2,Huti-white,,SH3142,,2018-06-26,,2018-12-12,2018-12-20,3.0,0.0,2019-01-11,0.0,,,Arusha
NM201806_473,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot757r37c1,Huti-white,,ITC0249 Calcutta 4,,2018-06-26,,2018-12-04,2018-12-13,3.0,2.0,2019-01-11,2.0,,,Arusha
NM201806_474,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot85r5c1,Huti-white,,SH3142,,2018-06-29,,2018-12-03,2018-12-13,0.0,,,,,,Arusha
NM201806_475,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot254r13c2,Huti-white,,SH3142,,2018-06-29,,,,,,,,,,Arusha
NM201806_476,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot419r20c2,Huti-white,,SH3142,,2018-06-29,,,,,,,,,,Arusha
NM201807_(136331C2/136460),2016 NM_Pollination block,136331,ITC1455-Mchare Mlelembo,2,ITC0712,136460,2018-07-10,3.0,,,,,,,,,Arusha
NM201807_(136360C2/136357),2016 NM_Pollination block,136360,ITC1468,2,ITC0609 Pahang,136357,2018-07-31,4.0,2018-12-10,2019-01-02,0.0,,,,,,Arusha
NM201807_(136388C2/136357),2016 NM_Pollination block,136388,ITC1468,2,ITC0609 Pahang,136357,2018-07-05,5.0,,,,,,,,,Arusha
NM201807_(136478C2/136357),2016 NM_Pollination block,136478,Mchare Laini,2,ITC0609 Pahang,136357,2018-07-20,6.0,2019-01-12,2019-01-21,6.0,5.0,2019-01-28,5.0,2,2019-02-12,Arusha
NM201807_(136534C2/136357),2016 NM_Pollination block,136534,Mchare Laini,2,ITC0609 Pahang,136357,2018-07-04,6.0,,,,,,,,,Arusha
NM201807_(136619C2/136460),2016 NM_Pollination block,136619,ITC1468,2,ITC0712,136460,2018-07-30,5.0,2018-12-10,2019-01-02,5.0,2.0,2019-01-11,2.0,,,Arusha
NM201807_(136620C2/136357),2016 NM_Pollination block,136620,Mchare Laini,2,ITC0609 Pahang,136357,2018-07-17,4.0,,,,,,,,,Arusha
NM201807_(136632C2/136357),2016 NM_Pollination block,136632,ITC1460,2,ITC0609 Pahang,136357,2018-07-17,7.0,,,,,,,,,Arusha
NM201807_(136661C2/136460),2016 NM_Pollination block,136661,ITC1468,2,ITC0712,136460,2018-07-17,8.0,2018-12-11,2019-01-02,0.0,,,,,,Arusha
NM201807_(136670C2/136460),2016 NM_Pollination block,136670,Huti-white,2,ITC0712,136460,2018-07-04,3.0,2019-01-09,2019-01-15,3.0,2.0,2019-02-28,2.0,2,2019-03-01,Arusha
NM201807_(136673C2/136460),2016 NM_Pollination block,136673,ITC1468,2,ITC0712,136460,2018-07-25,8.0,2018-12-10,2019-01-02,0.0,,,,,,Arusha
NM201807_(136675C2/136357),2016 NM_Pollination block,136675,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136357,2018-07-24,4.0,,,,,,,,,Arusha
NM201807_(136713C2/136357),2016 NM_Pollination block,136713,ITC1468,2,ITC0609 Pahang,136357,2018-07-25,8.0,,,,,,,,,Arusha
NM201807_477,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot632r31c2,Huti-white,,SH3142,,2018-07-03,,2019-01-02,2019-01-09,6.0,2.0,2019-01-11,2.0,2,2019-02-12,Arusha
NM201807_483,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot380r19c2,Huti-white,,SH3142,,2018-07-06,,2018-12-04,2018-12-13,5.0,2.0,2019-01-11,2.0,1,2019-01-28,Arusha
NM201807_484,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot125r6c2,Huti-white,,SH3142,,2018-07-09,,2019-01-02,2019-01-09,6.0,2.0,2019-01-11,2.0,,,Arusha
NM201807_485,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot503r24c2,Huti-white,,SH3142,,2018-07-09,,2019-01-02,2019-01-09,2.0,0.0,2019-01-28,0.0,,,Arusha
NM201807_486,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot799r39c1,Huti-white,,SH3142,,2018-07-09,,2018-12-24,2018-12-31,0.0,,,,,,Arusha
NM201807_490,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot83r4c2,Huti-white,,SH3142,,2018-07-12,,2019-01-21,2019-01-28,0.0,,,,,,Arusha
NM201807_491,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot44r3c2,Huti-white,,SH3142,,2018-07-12,,2018-12-31,2019-01-15,0.0,,,,,,Arusha
NM201807_495,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot127r7c1,Huti-white,,ITC0249 Calcutta 4,,2018-07-16,,2019-01-14,2019-01-24,4.0,4.0,2019-01-28,4.0,4,2019-02-12,Arusha
NM201807_496,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot420r20c1,Huti-white,,ITC0249 Calcutta 4,,2018-07-16,,2019-01-02,2019-01-09,0.0,,,,,,Arusha
NM201807_498,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot506r25c2,Huti-white,,SH3142,,2018-07-17,,2019-01-02,2019-01-15,6.0,5.0,2019-01-28,5.0,4,2019-02-12,Arusha
NM201807_500,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot128r7c2,Huti-white,,ITC0253 Borneo,,2018-07-20,,,,,,,,,,Arusha
NM201807_503,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot296r15c2,Huti-white,,SH3142,,2018-07-20,,2019-01-02,2019-01-24,3.0,1.0,2019-01-28,1.0,1,2019-02-12,Arusha
NM201807_505,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot421r21c1,Huti-white,,ITC0249 Calcutta 4,,2018-07-26,,2018-12-24,2018-12-31,0.0,,,,,,Arusha
NM201807_507,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot378r18c1,Huti-white,,SH3142,,2018-07-30,,,,,,,,,,Arusha
NM201807_508,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot464r23c2,Huti-white,,SH3142,,2018-07-30,,,,,,,,,,Arusha
NM201808_(136454C2/136490),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,ITC0712,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-08-16,,,,,,,,,,Arusha
NM201808_(136454C2/136706),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,ITC0712,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-08-16,6.0,2019-01-23,2019-01-30,0.0,,,,,,Arusha
NM201808_(136497C2/136460),2016 NM_Pollination block,136497,ITC1468,2,ITC0712,136460,2018-08-10,2.0,2018-12-31,2019-01-15,0.0,,,,,,Arusha
NM201808_(136540C2/136510),2016 NM_Pollination block,136540,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136510,2018-08-02,3.0,,,,,,,,,Arusha
NM201808_(136540C3/136653),2016 NM_Pollination block,136540,ITC1455-Mchare Mlelembo,3,ITC0609 Pahang,136653,2018-08-07,,,,,,,,,,Arusha
NM201808_(136571C2/136510),2016 NM_Pollination block,136571,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,136510,2018-08-10,,,,,,,,,,Arusha
NM201808_(136601C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-08-16,,,,,,,,,,Arusha
NM201808_(136601C2/136706),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,ITC0712,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-08-16,6.0,,,,,,,,,Arusha
NM201808_517,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot170r9c2,Huti-white,,SH3142,,2018-08-06,,2019-01-15,2019-01-24,9.0,4.0,2019-01-28,4.0,,,Arusha
NM201808_521,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot212r11c2,Huti-white,,SH3142,,2018-08-10,,2019-01-15,2019-01-25,7.0,4.0,2019-01-28,4.0,2,2019-02-12,Arusha
NM201808_522,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot377r18c2,Huti-white,,SH3142,,2018-08-10,,2019-01-02,2019-01-09,2.0,1.0,2019-01-11,1.0,1,2019-02-12,Arusha
NM201808_530,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot1r1c1,Huti-white,,SH3142,,2018-08-20,,2019-01-02,2019-01-25,12.0,7.0,2018-12-28,7.0,6,2019-02-12,Arusha
NM201808_531,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot461r22c2,Huti-white,,SH3142,,2018-08-20,,2019-01-12,2019-01-21,12.0,8.0,2019-01-28,8.0,3,2019-02-20,Arusha
NM201809_(136293C2/136357),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot16_r1c16,ITC1468,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-11,2.0,,,,,,,,,Arusha
NM201809_(136301C2/136295),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,4.0,,,,,,,,,Arusha
NM201809_(136330C2/136283),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot15_r1c15,ITC1468,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot127_r7c1,2018-09-19,4.0,,,,,,,,,Arusha
NM201809_(136371C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot412_r20c9,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,3.0,2019-01-15,2019-01-25,3.0,3.0,2019-01-28,3.0,1,2019-02-20,Arusha
NM201809_(136395C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot5_r1c5,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-10,4.0,,,,,,,,,Arusha
NM201809_(136417C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot430_r21c10,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,3.0,2018-12-19,2018-12-26,0.0,,,,,,Arusha
NM201809_(136423C2/136653),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot415_r20c6,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-04,6.0,2018-12-03,2018-12-10,0.0,,,,,,Arusha
NM201809_(136443C2/136510),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot417_r20c4,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,5.0,2019-02-07,2019-02-20,0.0,,,,,,Arusha
NM201809_(136444C2/136295),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,3.0,,,,,,,,,Arusha
NM201809_(136458C2/136510),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot402_r20c19,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-21,,,,,,,,,,Arusha
NM201809_(136463C2/136490),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot416_r20c5,ITC1455-Mchare Mlelembo,2,ITC0712,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-09-04,6.0,,,,,,,,,Arusha
NM201809_(136487C2/136510),2016 NM_Pollination block,16NM_MchareLaini_plot269_r13c17,Mchare Laini,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-12,3.0,2019-01-23,2019-01-30,0.0,,,,,,Arusha
NM201809_(136506C2/136599),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot317_r16c20,ITC1460,2,ITC0712,16NM_ITC0712-AAcvRose_plot126_r6c1,2018-09-12,8.0,2020-11-17,,,,,,,,Arusha
NM201809_(136525C2/136357),2016 NM_Pollination block,16NM_MchareLaini_plot272_r13c20,Mchare Laini,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-28,7.0,2019-02-07,2019-02-22,3.0,2.0,2019-03-21,2.0,1,2019-05-02,Arusha
NM201809_(136617C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot7_r1c7,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-25,8.0,2019-02-07,2019-02-20,0.0,,,,,,Arusha
NM201809_(136622C2/136510),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot99_r5c15,ITC1468,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,6.0,2019-02-27,,,,,,,,Arusha
NM201809_(136636C2/136706),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-09-14,8.0,,,,,,,,,Arusha
NM201809_(136686C2/136510),2016 NM_Pollination block,16NM_MchareLaini_plot192_r10c19,Mchare Laini,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-26,7.0,2019-02-19,2019-02-28,9.0,,,,,,Arusha
NM201809_(136689C2/136295),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot59_r3c17,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-19,6.0,2019-01-23,2019-01-30,0.0,,,,,,Arusha
NM201809_(153086C1/161582),NM_Mcharepollinationblock2,16NM_Huti-white_plot209r10c2,Huti-white,1,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2018-09-25,6.0,,,,,,,,,Arusha
NM201809_538,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot2r1c2,Huti-white,,ITC0609 Pahang,,2018-09-03,,2019-02-18,2019-02-22,173.0,149.0,2019-02-26,149.0,74,2019-03-13,Arusha
NM201809_552,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot209r10c2,Huti-white,,ITC0712 Cv Rose,,2018-09-24,,2019-03-07,2019-03-20,29.0,12.0,2019-03-21,12.0,7,2019-05-02,Arusha
NM201809_553,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot338r17c2,Huti-white,,ITC0253 Borneo,,2018-09-24,,,,,,,,,,Arusha
NM201810_(136294C2/161548),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot55_r3c13,ITC1468,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot19,2018-10-03,3.0,,,,,,,,,Arusha
NM201810_(136300C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot57_r3c15,ITC1468,2,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-01,4.0,,,,,,,,,Arusha
NM201810_(136301C2/136653),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-29,,,,,,,,,,Arusha
