FemalePlotName,Crossnumber_1,Crossnumber_2,Crossnumber_3,Crossnumber_4,Crossnumber_5,number_crosses
2018NMMH_NM154-1_B2R31C10Plot355,NM202101_(196942C1/197190),NM202105_(196942C2/196850),,,,2
2018NMMH_NM154-1_B3R8C17Plot584,NM202101_(197411C1/197248),,,,,1
2018NMMH_NM185-1_B1R10C5Plot154,NM202008_(197237C1/164452),,,,,1
2018NMMH_NM185-1_B1R12C5Plot156,NM202012_(197394C1/197190),,,,,1
2018NMMH_NM185-1_B2R25C10Plot349,NM202009_(197158C1/196873),,,,,1
2018NMMH_NM185-1_B2R26C10Plot350,NM202008_(197227C1/164452),,,,,1
2018NMMH_NM211-1_B3R15C17Plot591,NM202105_(196864C1/196849),,,,,1
2018NMMH_NM221-1_B2R28C10Plot352,NM202010_(197294C1/164450),,,,,1
2018NMMH_NM226-11_B1R22C5Plot166,NM202101_(196963C1/196873),,,,,1
2018NMMH_NM226-11_B1R23C5Plot167,NM202012_(197273C1/197190),NM202104_(197273C2/196852),,,,2
2018NMMH_NM226-11_B2R7C10Plot331,NM202008_(196893C1/196873),,,,,1
2018NMMH_NM226-14_B1R12C1Plot12,NM202105_(196897C1/196852),,,,,1
2018NMMH_NM226-14_B2R25C11Plot385,NM202008_(197155C1/164457),,,,,1
2018NMMH_NM226-14_B2R27C11Plot387,NM202011_(197003C1/196873),,,,,1
2018NMMH_NM226-14_B3R13C16Plot553,NM202008_(196883C1/164452),NM202101_(196883C2/197190),,,,2
2018NMMH_NM226-14_B3R14C16Plot554,NM202104_(197207C1/196852),,,,,1
2018NMMH_NM226-15_B2R9C11Plot369,NM202008_(197252C1/164452),,,,,1
2018NMMH_NM226-16_B1R8C5Plot152,NM202101_(197301C1/164452),,,,,1
2018NMMH_NM226-16_B2R2C11Plot362,NM202008_(197367C1/164457),,,,,1
2018NMMH_NM226-16_B2R3C11Plot363,NM202104_(197174C1/196852),,,,,1
2018NMMH_NM226-4_B1R25C5Plot169,NM202008_(196870C1/164452),,,,,1
2018NMMH_NM226-4_B1R26C5Plot170,NM202101_(197001C1/197163),,,,,1
2018NMMH_NM226-4_B2R2C10Plot326,NM202010_(197149C1/196873),,,,,1
2018NMMH_NM226-4_B2R3C10Plot327,NM202102_(196936C1/197190),,,,,1
2018NMMH_NM226-5_B1R19C5Plot163,NM202008_(197171C1/164452),,,,,1
2018NMMH_NM226-5_B2R34C10Plot358,NM202101_(196904C1/197248),,,,,1
2018NMMH_NM226-5_B2R36C10Plot360,NM202012_(197223C1/196873),,,,,1
2018NMMH_NM226-9_B3R19C16Plot559,NM202105_(197397C1/196852),,,,,1
2018NMMH_NM226-9_B3R21C16Plot561,NM202101_(197025C1/197190),,,,,1
2018NMMH_NM237-8_B1R16C4Plot124,NM202011_(197235C1/164464),,,,,1
2018NMMH_NM237-8_B1R17C4Plot125,NM202103_(196878C1/164457),,,,,1
2018NMMH_NM237-8_B1R18C4Plot126,NM202010_(197189C1/164452),,,,,1
2018NMMH_NM237-8_B2R28C11Plot388,NM202012_(197044C1/164464),NM202102_(197044C2/164452),,,,2
2018NMMH_NM237-8_B2R29C11Plot389,NM202102_(196915C1/196873),,,,,1
2018NMMH_NM237-8_B2R30C11Plot390,NM202012_(197213C1/197220),NM202104_(197213C2/196850),,,,2
2018NMMH_NM237-8_B3R13C13Plot445,NM202012_(196971C1/197248),,,,,1
2018NMMH_NM237-8_B3R14C13Plot446,NM202101_(196928C1/197190),NM202104_(196928C2/196850),,,,2
2018NMMH_NM237-8_B3R15C13Plot447,NM202008_(197291C1/164464),NM202103_(197291C2/196873),,,,2
2018NMMH_NM248-1_B2R34C7Plot250,NM202101_(197425C1/164452),,,,,1
2018NMMH_NM248-1_B2R35C7Plot251,NM202102_(196848C1/196873),,,,,1
2018NMMH_NM248-1_B2R36C7Plot252,NM202012_(196912C1/197220),,,,,1
2018NMMH_NM248-1_B3R32C13Plot464,NM202010_(197422C1/164452),NM202104_(197422C2/196894),,,,2
2018NMMH_NM248-1_B3R33C13Plot465,NM202010_(196946C1/164457),,,,,1
2018NMMH_NM258-3_B2R31C7Plot247,NM202010_(196934C1/196873),NM202103_(196934C2/197152),,,,2
2018NMMH_NM258-3_B2R32C7Plot248,NM202010_(197299C1/164464),NM202105_(197299C2/196852),,,,2
2018NMMH_NM258-3_B2R33C7Plot249,NM202101_(196921C1/164452),,,,,1
2018NMMH_NM258-3_B3R28C13Plot460,NM202009_(196944C1/196873),,,,,1
2018NMMH_NM258-3_B3R30C13Plot462,NM202008_(197116C1/164457),NM202102_(197116C2/164464),,,,2
2018NMMH_NM259-1_B1R32C5Plot176,NM202010_(197302C1/164457),,,,,1
2018NMMH_NM259-1_B1R33C5Plot177,NM202105_(197256C1/196850),,,,,1
2018NMMH_NM259-1_B2R6C7Plot222,NM202009_(196895C1/196873),,,,,1
2018NMMH_NM259-1_B3R25C16Plot565,NM202104_(196953C1/196850),,,,,1
2018NMMH_NM275-4_B1R21C1Plot21,NM202102_(196858C1/197163),,,,,1
2018NMMH_NM275-4_B2R26C7Plot242,NM202009_(197194C1/164457),,,,,1
2018NMMH_NM275-4_B3R22C13Plot454,NM202009_(197225C1/164457),,,,,1
2018NMMH_NM275-4_B3R24C13Plot456,NM202104_(197136C1/196852),,,,,1
2018NMMH_NM275-8_B2R16C11Plot376,NM202102_(197192C1/196873),,,,,1
2018NMMH_NM275-8_B3R35C13Plot467,NM202102_(197170C1/197190),,,,,1
2018NMMH_NM276-3_B1R13C4Plot121,NM202011_(196888C1/164457),,,,,1
2018NMMH_NM276-3_B1R14C4Plot122,NM202009_(197033C1/196873),NM202102_(197033C2/196873),,,,2
2018NMMH_NM276-3_B1R15C4Plot123,NM202009_(197454C1/196873),NM202009_(197454C1/197308),NM202103_(197454C2/164464),,,3
2018NMMH_NM276-3_B2R22C11Plot382,NM202011_(197204C1/164457),NM202103_(197204C2/164452),,,,2
2018NMMH_NM276-3_B2R23C11Plot383,NM202012_(196993C1/164457),,,,,1
2018NMMH_NM276-3_B3R16C16Plot556,NM202008_(197160C1/164464),NM202012_(197160C/197190),,,,2
2018NMMH_NM276-3_B3R17C16Plot557,NM202008_(196868C1/196873),NM202010_(196868C2/164457),,,,2
2018NMMH_T.1687-1_B1R4C4Plot112,NM202010_(197065C1/164457),,,,,1
2018NMMH_T.1687-1_B1R6C4Plot114,NM202103_(197345C1/164464),,,,,1
2018NMMH_T.1687-1_B2R29C9Plot317,NM202009_(196970C1/164457),,,,,1
2018NMMH_T.1687-1_B2R30C9Plot318,NM202101_(196890C1/196873),,,,,1
2018NMMH_T.1687-1_B3R28C16Plot568,NM202010_(197404C1/164457),,,,,1
2018NMMH_T.1687-1_B3R29C16Plot569,NM202010_(196923C1/164450),,,,,1
2018NMMH_T.1687-1_B3R30C16Plot570,NM202012_(197098C1/164457),,,,,1
2018NMMH_T.1768-1_B1R8C4Plot116,NM202012_(197356C1/197220),,,,,1
2018NMMH_T.1768-1_B2R18C7Plot234,NM202012_(197365C1/197220),,,,,1
2018NMMH_T.2070-1_B1R32C3Plot104,NM202009_(197042C1/164457),,,,,1
2018NMMH_T.2070-1_B1R33C3Plot105,NM202009_(196916C1/164457),,,,,1
2018NMMH_T.2070-1_B2R1C7Plot217,NM202104_(197040C1/196849),,,,,1
2018NMMH_T.2070-1_B2R3C7Plot219,NM202102_(197027C1/164464),,,,,1
2018NMMH_T.2070-1_B3R4C13Plot436,NM202011_(197132C1/153038),,,,,1
2018NMMH_T.2070-1_B3R5C13Plot437,NM202012_(197335C1/197248),,,,,1
2018NMMH_T.2115-1_B1R3C4Plot111,NM202011_(197451C1/164464),,,,,1
2018NMMH_T.2151-1_B2R30C7Plot246,NM202012_(197414C1/197220),,,,,1
2018NMMH_T.2151-1_B3R26C13Plot458,NM202011_(196922C1/197369),NM202103_(196922C2/164457),,,,2
2018NMMH_T.2151-1_B3R27C13Plot459,NM202009_(196905C1/164457),,,,,1
2018NMMH_T.2203-1_B1R28C3Plot100,NM202012_(197022C1/197248),,,,,1
2018NMMH_T.2203-1_B1R29C3Plot101,NM202102_(197048C1/164464),,,,,1
2018NMMH_T.2203-1_B1R30C3Plot102,NM202008_(197435C1/196873),,,,,1
2018NMMH_T.2203-1_B2R35C8Plot287,NM202010_(197265C1/164457),NM202104_(197265C2/196849),,,,2
2018NMMH_T.2203-1_B2R36C8Plot288,NM202009_(197134C1/164457),,,,,1
2018NMMH_T.2203-1_B3R13C14Plot481,NM202012_(197402C1/197248),,,,,1
2018NMMH_T.2203-1_B3R15C14Plot483,NM202010_(196907C1/196873),NM202101_(196907C/197248),,,,2
2018NMMH_T.2269-1_B1R26C3Plot98,NM202101_(197128C1/197163),,,,,1
2018NMMH_T.2269-1_B1R27C3Plot99,NM202012_(196980C1/197190),,,,,1
2018NMMH_T.2269-1_B2R22C8Plot274,NM202101_(197069C1/197163),NM202105_(197069C2/196849),,,,2
2018NMMH_T.2269-1_B2R23C8Plot275,NM202104_(197431C1/196849),,,,,1
2018NMMH_T.2269-1_B2R24C8Plot276,NM202101_(196857C1/164464),,,,,1
2018NMMH_T.2269-1_B3R34C15Plot538,NM202010_(196931C1/164452),,,,,1
2018NMMH_T.2269-1_B3R35C15Plot539,NM202104_(196933C1/196852),,,,,1
2018NMMH_T.2269-1_B3R36C15Plot540,NM202102_(197201C1/197163),,,,,1
2018NMMH_T.2269-2_B1R34C2Plot70,NM202008_(196997C1/196873),NM202103_(196997C2/164457),,,,2
2018NMMH_T.2269-2_B1R36C2Plot72,NM202102_(197008C1/164452),,,,,1
2018NMMH_T.2269-2_B2R1C9Plot289,NM202008_(196957C1/196873),,,,,1
2018NMMH_T.2269-2_B2R3C9Plot291,NM202104_(197433C1/196850),,,,,1
2018NMMH_T.2269-2_B3R31C16Plot571,NM202011_(197445C1/164457),NM202105_(197445C2/196849),,,,2
2018NMMH_T.2269-2_B3R32C16Plot572,NM202101_(197357C1/197248),,,,,1
2018NMMH_T.2273-1_B1R35C1Plot35,NM202101_(197104C1/196873),,,,,1
2018NMMH_T.2273-1_B2R19C11Plot379,NM202008_(197045C1/164452),NM202102_(197045C2/136676),,,,2
2018NMMH_T.2273-1_B2R21C11Plot381,NM202012_(196978C1/197220),,,,,1
2018NMMH_T.2273-1_B3R1C17Plot577,NM202104_(197209C1/196852),,,,,1
2018NMMH_T.2273-2_B1R1C3Plot73,NM202012_(196945C1/196876),,,,,1
2018NMMH_T.2273-2_B1R3C3Plot75,NM202009_(196874C1/164457),,,,,1
2018NMMH_T.2273-2_B2R22C9Plot310,NM202104_(197321C1/196849),,,,,1
2018NMMH_T.2273-2_B2R23C9Plot311,NM202101_(197383C1/197248),,,,,1
2018NMMH_T.2273-2_B3R7C15Plot511,NM202012_(197019C1/197220),,,,,1
2018NMMH_T.2274-12_B2R16C8Plot268,NM202010_(197341C1/164452),NM202102_(197341C2/196873),,,,2
2018NMMH_T.2274-12_B2R17C8Plot269,NM202102_(197342C1/197163),,,,,1
2018NMMH_T.2274-12_B2R18C8Plot270,NM202008_(196989C1/196873),,,,,1
2018NMMH_T.2274-12_B3R4C14Plot472,NM202101_(197173C1/196959),,,,,1
2018NMMH_T.2274-12_B3R6C14Plot474,NM202009_(196999C1/164457),NM202103_(196999C2/136676),,,,2
2018NMMH_T.2274-1_B1R13C1Plot13,NM202105_(196862C1/196849),,,,,1
2018NMMH_T.2274-1_B2R23C7Plot239,NM202010_(197009C1/164452),NM202103_(197009C2/197152),,,,2
2018NMMH_T.2274-1_B2R24C7Plot240,NM202008_(197245C1/164452),,,,,1
2018NMMH_T.2274-1_B3R19C13Plot451,NM202011_(197351C1/164464),,,,,1
2018NMMH_T.2274-1_B3R20C13Plot452,NM202012_(197281C1/164464),,,,,1
2018NMMH_T.2274-3_B1R13C3Plot85,NM202009_(196967C1/196873),NM202104_(196967C2/196849),,,,2
2018NMMH_T.2274-3_B1R14C3Plot86,NM202008_(197072C1/196873),NM202103_(197072C2/164457),NM202103_(197072C2/197152),,,3
2018NMMH_T.2274-3_B3R17C13Plot449,NM202008_(197375C1/196873),,,,,1
2018NMMH_T.2274-4_B1R10C3Plot82,NM202009_(197286C1/196873),NM202009_(197286C1/197308),,,,2
2018NMMH_T.2274-4_B1R11C3Plot83,NM202101_(196986C1/164464),,,,,1
2018NMMH_T.2274-4_B1R12C3Plot84,NM202102_(197349C1/196873),,,,,1
2018NMMH_T.2274-4_B2R13C9Plot301,NM202009_(197376C1/164452),,,,,1
2018NMMH_T.2274-4_B2R15C9Plot303,NM202012_(197147C1/164452),,,,,1
2018NMMH_T.2274-6_B1R16C2Plot52,NM202104_(197076C1/196849),,,,,1
2018NMMH_T.2274-6_B1R17C2Plot53,NM202010_(197268C1/164457),,,,,1
2018NMMH_T.2274-6_B2R11C9Plot299,NM202105_(197415C1/196849),,,,,1
2018NMMH_T.2274-6_B2R12C9Plot300,NM202101_(196956C1/197220),,,,,1
2018NMMH_T.2274-6_B3R22C15Plot526,NM202104_(197035C1/196852),,,,,1
2018NMMH_T.2274-6_B3R23C15Plot527,NM202009_(197054C1/164450),NM202102_(197054C2/164464),,,,2
2018NMMH_T.2274-7_B1R5C3Plot77,NM202102_(196969C1/197163),,,,,1
2018NMMH_T.2274-7_B2R19C9Plot307,NM202103_(196994C1/164457),,,,,1
2018NMMH_T.2274-7_B2R20C9Plot308,NM202101_(197210C1/197190),NM202105_(197210C2/196849),,,,2
2018NMMH_T.2274-7_B3R23C14Plot491,NM202009_(197006C1/164457),,,,,1
2018NMMH_T.2274-8_B1R28C5Plot172,NM202012_(197047C1/197193),,,,,1
2018NMMH_T.2274-8_B1R29C5Plot173,NM202009_(197279C1/164457),NM202104_(197279C2/196849),,,,2
2018NMMH_T.2274-8_B1R30C5Plot174,NM202010_(197330C1/164457),,,,,1
2018NMMH_T.2274-8_B2R23C10Plot347,NM202105_(196866C1/196849),,,,,1
2018NMMH_T.2274-8_B2R24C10Plot348,NM202102_(197103C1/164452),,,,,1
2018NMMH_T.2274-8_B3R7C13Plot439,NM202008_(196952C1/164452),NM202103_(196952C2/164457),,,,2
2018NMMH_T.2274-9_B1R25C4Plot133,NM202011_(197084C1/153038),NM202103_(197084C2/197152),,,,2
2018NMMH_T.2274-9_B2R10C11Plot370,NM202103_(197430C1/164452),,,,,1
2018NMMH_T.2274-9_B2R11C11Plot371,NM202101_(197373C1/196873),,,,,1
2018NMMH_T.2274-9_B3R11C16Plot551,NM202008_(196901C1/164457),,,,,1
2018NMMH_T.2274-9_B3R12C16Plot552,NM202105_(197432C1/196849),,,,,1
2018NMMH_T.2317-1_B1R19C3Plot91,NM202008_(197216C1/164452),NM202104_(197216C2/196849),,,,2
2018NMMH_T.2317-1_B1R20C3Plot92,NM202009_(197024C1/164452),,,,,1
2018NMMH_T.2317-1_B1R21C3Plot93,NM202103_(196974C1/164457),,,,,1
2018NMMH_T.2317-1_B2R8C8Plot260,NM202009_(197017C1/196873),,,,,1
2018NMMH_T.2317-1_B2R9C8Plot261,NM202010_(196958C1/164452),,,,,1
2018NMMH_T.2317-1_B3R1C15Plot505,NM202008_(197336C1/196873),,,,,1
2018NMMH_T.2327-1_B1R22C2Plot58,NM202011_(197074C1/164464),,,,,1
2018NMMH_T.2327-1_B1R23C2Plot59,NM202102_(197288C1/196873),,,,,1
2018NMMH_T.2327-1_B1R24C2Plot60,NM202009_(196984C1/196873),,,,,1
2018NMMH_T.2327-1_B2R6C9Plot294,NM202009_(197066C1/164457),,,,,1
2018NMMH_T.2327-1_B3R18C15Plot522,NM202104_(197052C1/196852),,,,,1
2018NMMH_T.2619-15_B2R7C7Plot223,NM202103_(197041C1/164448),,,,,1
2018NMMH_T.2619-15_B3R2C13Plot434,NM202101_(196990C1/164464),,,,,1
2018NMMH_T.2619-15_B3R3C13Plot435,NM202010_(196860C1/196873),NM202102_(196860C2/197163),,,,2
2018NMMH_T.2691-15_B2R11C10Plot335,NM202101_(197304C1/197190),,,,,1
2018NMMH_T.2691-17_B2R15C10Plot339,NM202104_(197307C1/196849),,,,,1
2018NMMH_T.2691-6_B2R13C11Plot373,NM202008_(197298C1/196873),,,,,1
2018NMMH_T.2691-6_B2R15C11Plot375,NM202102_(197113C1/164452),,,,,1
2018NMMH_T.2691-9_B1R2C5Plot146,NM202105_(197303C1/196849),,,,,1
2018NMMH_T.2691-9_B2R13C7Plot229,NM202012_(197179C1/197220),,,,,1
2018NMMH_T.2691-9_B2R14C7Plot230,NM202101_(197364C1/164452),,,,,1
2018NMMH_T.2696-9_B2R19C10Plot343,NM202105_(197306C1/196852),,,,,1
2018NMMH_T.2728-19_B2R4C10Plot328,NM202105_(197110C1/196850),,,,,1
2018NMMH_T.2728-19_B2R5C10Plot329,NM202102_(196995C1/164452),,,,,1
2018NMMH_T.2728-19_B2R6C10Plot330,NM202103_(197408C1/197220),,,,,1
2018NMMH_T.2728-19_B3R4C16Plot544,NM202011_(197312C1/196959),NM202104_(197312C2/196850),,,,2
2018NMMH_T.2728-19_B3R5C16Plot545,NM202102_(197456C1/197163),,,,,1
2018NMMH_T.2728-19_B3R6C16Plot546,NM202012_(197180C1/197220),,,,,1
2018NMMH_T.2731-2_B2R4C11Plot364,NM202009_(197381C1/164457),,,,,1
2018NMMH_T.2731-2_B3R31C15Plot535,NM202012_(197360C1/197190),,,,,1
2018NMMH_T.2731-2_B3R32C15Plot536,NM202011_(197380C1/164457),NM202104_(197380C2/196850),,,,2
2018NMMH_T.2731-2_B3R33C15Plot537,NM202009_(197197C1/164457),NM202103_(197197C2/164457),,,,2
2018NMMH_T.2731-5_B2R31C11Plot391,NM202012_(197343C1/197248),NM202104_(197343C2/196852),,,,2
2018NMMH_T.2731-5_B2R32C11Plot392,NM202010_(196988C1/196873),NM202102_(196988C2/164452),,,,2
2018NMMH_T.2731-5_B3R7C16Plot547,NM202102_(197236C1/164452),,,,,1
2018NMMH_T.2731-5_B3R9C16Plot549,NM202012_(197058C1/197220),,,,,1
2020PollinationBlock2b_Mchare_Block1R1C3P11,NM202011_(231515C1/161536),,,,,1
2020PollinationBlock2b_Mchare_Block1R1C4P16,NM202101_(231359C1/161413),,,,,1
2020PollinationBlock2b_Mchare_Block2R1C1P26,NM202012_(231547C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block2R1C3P40,NM202012_(231661C1/161542),,,,,1
2020PollinationBlock2b_Mchare_Block2R2C4P44,NM202102_(231678C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block2R2C5P46,NM202011_(231537C1/161482),,,,,1
2020PollinationBlock2b_Mchare_Block2R2C5P49,NM202011_(231919C1/161508),,,,,1
2020PollinationBlock2b_Mchare_Block2R2C5P50,NM202103_(231705C1/161602),,,,,1
2020PollinationBlock2b_Mchare_Block3R2C3P61,NM202103_(231826C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block3R2C3P63,NM202102_(231841C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block3R2C4P67,NM202101_(231643C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C2P82,NM202011_(231670C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C3P86,NM202012_(231559C1/161582),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C4P92,NM202008_(231786C1/161464),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C4P93,NM202012_(231755C1/161582),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C4P94,NM202101_(231845C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block4R3C5P98,NM202011_(231787C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C1P126,NM202008_(231867C1/161461),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C2P133,NM202103_(231719C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P150,NM202103_(231953C1/161499),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P162,NM202012_(231412C1/161480),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P173,NM202102_(231373C1/161576),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P179,NM202008_(231954C1/161494),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P182,NM202102_(231463C1/161563),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P183,NM202104_(231901C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P184,NM202103_(231544C1/161590),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P186,NM202011_(231758C1/161472),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P188,NM202010_(231816C1/161424),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P190,NM202103_(231650C1/161505),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P192,NM202012_(231730C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P200,NM202101_(231561C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P202,NM202102_(231557C1/161439),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P224,NM202012_(231619C1/161582),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P231,NM202012_(231685C1/161582),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P237,NM202101_(231386C1/161480),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P241,NM202101_(231565C1/161582),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P245,NM202103_(231421C1/161542),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P264,NM202103_(231534C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P265,NM202012_(231610C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P267,NM202101_(231385C1/161469),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P271,NM202011_(231665C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P275,NM202104_(231517C1/161405),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P286,NM202103_(231938C1/161460),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P292,NM202103_(231802C1/161536),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P296,NM202008_(231910C1/161494),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P307,NM202008_(231487C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P313,NM202102_(231506C1/161439),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P314,NM202011_(231576C1/161571),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P317,NM202011_(231823C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P341,NM202012_(231653C1/161480),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P349,NM202010_(231623C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P352,NM202101_(231413C1/161522),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P353,NM202010_(231535C1/161508),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P365,NM202010_(231389C1/161508),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P376,NM202104_(231604C1/161571),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P378,NM202010_(231553C1/161479),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P383,NM202010_(231679C1/161477),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P388,NM202010_(231601C1/161477),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P390,NM202101_(231797C1/161483),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P396,NM202012_(231648C1/161522),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P400,NM202010_(231564C1/161522),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P406,NM202102_(231903C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P407,NM202012_(231809C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P423,NM202101_(231654C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P435,NM202101_(231775C1/161413),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P443,NM202012_(231807C1/161483),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P451,NM202011_(231607C1/161461),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P462,NM202012_(231746C1/161483),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P469,NM202102_(231668C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P478,NM202102_(231523C1/161567),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P503,NM202010_(231499C1/161479),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P526,NM202011_(231914C1/161472),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P528,NM202008_(231618C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P529,NM202102_(231698C1/161467),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P530,NM202008_(231495C1/161417),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P535,NM202011_(231464C1/161494),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P536,NM202103_(231603C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P537,NM202102_(231848C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P541,NM202008_(231450C1/161412),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P545,NM202102_(231402C1/161560),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P553,NM202103_(231456C1/161508),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P556,NM202103_(231435C1/161536),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P562,NM202102_(231894C1/161560),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P565,NM202105_(231613C1/161405),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P569,NM202101_(231861C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P574,NM202011_(231631C1/161516),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P580,NM202012_(231732C1/161554),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P583,NM202104_(231652C1/161578),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P584,NM202102_(231939C1/161591),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P589,NM202102_(231840C1/161505),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P593,NM202104_(231889C1/161494),,,,,1
2020PollinationBlock2b_Mchare_Block6R4C5P596,NM202008_(231931C1/161500),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P58R3C1,NM202101_(231316C1/161554),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P60R3C1,NM202010_(231300C1/161554),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P63R3C1,NM202101_(231299C1/161595),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P68R3C1,NM202101_(231303C1/161516),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P69R3C1,NM202010_(231287C1/161460),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P72R3C1,NM202103_(231241C1/161554),,,,,1
2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P75R3C1,NM202010_(231267C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P104R5C1,NM202010_(231255C1/161508),,,,,1
2020PollinationblockGWASBoders_Majimaji_P107R5C1,NM202009_(231246C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P108R5C1,NM202102_(231314C1/161460),NM202102_(231314C2/161500),,,,2
2020PollinationblockGWASBoders_Majimaji_P109R5C1,NM202101_(231208C1/161480),,,,,1
