Crossnumber,Germination_Submission_Date,PlantletID,Germination_Date,Location
SE202009_(242962C1/242841),2021-03-23 12:42:08,SE202009_(242962C1/242841)_1,2021-03-23,Kawanda
SE202010_(242418C1/242996),2021-03-23 12:40:32,SE202010_(242418C1/242996)_1,2021-03-23,Kawanda
