Location,Crossnumber,TrialName,FemalePlotName,FemaleGenotype,Cycle,MaleGenotype,MalePlotName,First Pollination Date,Number of Repeats,Bunch Harvest Date,Seed Extraction Date,Total Seeds,Good Seeds,Embryo Rescue Date,Number of Embryo Rescued,Number of Embryo Germinating,Germination Date,FemalePloidy,FemaleLink,MalePloidy,MaleLink
Sendusu,SE202010_(202843C1/132462),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R11C6,Nfuuka,1,SH3217,17-SH3217_R13C8_plot188,2020-10-21,4,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(202848C1/132610),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R15C3,Nfuuka,1,8075-7,17-8075-7_R1C7_plot7,2020-10-05,2,2020-12-31,2021-01-07,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(202851C1/132552),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R35C1,Nakasabira,1,7197-2,17-7197-2_R10C3_plot138,2020-10-02,1,2021-01-12,2021-01-21,1,1,2021-02-01,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(202852C1/132381),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R1C5,Entukura,1,8075-7,17-8075-7_R2C9_plot24,2020-10-19,1,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202865C1/163880),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R13C10,Nfuuka,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C3_plot93,2020-10-16,3,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202010_(202907C1/132552),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R8C5,IITA-Nakyetengu,1,7197-2,17-7197-2_R10C3_plot138,2020-10-05,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202010_(202958C1/132568),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R1C7,Entukura,1,SH3217,17-SH3217_R13C6_plot186,2020-10-01,1,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202971C1/163974),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R45C3,Nakawere,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C10_plot100,2020-10-21,4,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202010_(202975C1/132355),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R9C7,IITA-Nakyetengu,1,9128-3,17-9128-3_R6C1_plot76,2020-10-21,3,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202010_(202982C1/132615),3X Pollination block New Phase 4-Sendusu,Kazirakwe_19_Phase4_R21C2,ITC1355-Kazirakwe,1,TMB2X5265-1,17-5265-1_R7C9_plot99,2020-10-17,NA,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202010_(202985C1/132519),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R2C10,Entukura,1,8075-7,17-8075-7_R2C3_plot18,2020-10-22,1,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202989C1/132684),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R28C6,ITC1354-Enzirabahima,1,7197-2,17-7197-2_R11C5_plot155,2020-10-17,1,2021-02-08,2021-02-18,1,1,2021-03-04,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(203037C1/132433),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R11C11,Nfuuka,1,TMB2X5265-1,17-5265-1_R8C8_plot113,2020-10-07,4,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(203040C1/132589),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R27C2,ITC1354-Enzirabahima,1,9128-3,17-9128-3_R6C4_plot79,2020-10-02,2,2021-01-12,2021-01-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(203130C1/132684),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R5C8,Entukura,1,7197-2,17-7197-2_R11C5_plot155,2020-10-24,1,2021-02-12,2021-02-25,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202011_(162381C2/163961),2016 New 4x Female parents Sendusu,29275S-1_14_R9P1,29275S-1,2,ITC1243,KokopoJFR1_R2C5_plot45,2020-11-24,2,2021-03-16,2021-03-25,2,2,2021-04-02,2,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE202011_(162388C2/132538),2016 New 4x Female parents Sendusu,29275S-1_14_R7P7,29275S-1,2,7197-2,17-7197-2_R10C13_plot148,2020-11-17,1,2021-03-09,2021-03-25,96,61,2021-04-02,61,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE202011_(162398C2/132706),2016 New 4x Female parents Sendusu,29364S-2_14_R12P2,29364S-2,2,8075-7,17-8075-7_R1C4_plot4,2020-11-14,2,2021-03-05,2021-03-18,16,12,2021-03-26,12,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE202011_(162410C2/132684),2016 New 4x Female parents Sendusu,29364S-2_14_R10P6,29364S-2,2,7197-2,17-7197-2_R11C5_plot155,2020-11-03,3,2021-02-26,2021-03-11,15,9,2021-03-17,9,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE202011_(162414C2/132658),2016 New 4x Female parents Sendusu,29364S-2_14_R10P8,29364S-2,2,10969S-1,17-10969s-1_R22C7_plot322,2020-11-10,3,2021-03-05,2021-03-11,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE202011_(162449C2/163902),2016 New 4x Female parents Sendusu,29275S-4_14_R2P2,29275S-4,2,ITC1243,KokopoJFR3_R3C2_plot82,2020-10-31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE202011_(162483C1/132641),2016 New 4x Female parents Sendusu,25974S-17_14_R5P6,25974S-17,1,7197-2,17-7197-2_R10C14_plot149,2020-11-11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65664/view>view</a>,NA,NA
Sendusu,SE202011_(162484C2/163961),2016 New 4x Female parents Sendusu,29275S-4_14_R2P3,29275S-4,2,ITC1243,KokopoJFR1_R2C5_plot45,2020-11-17,3,2021-03-09,2021-03-18,10,6,2021-03-26,6,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE202011_(162494C2/163902),2016 New 4x Female parents Sendusu,29364S-2_14_R12P1,29364S-2,2,ITC1243,KokopoJFR3_R3C2_plot82,2020-11-05,2,2021-02-26,2021-03-11,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE202011_(162520C2/132568),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C1,Tereza,2,SH3217,17-SH3217_R13C6_plot186,2020-11-14,3,2021-02-17,2021-02-25,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(162536C2/163913),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C14,ITC1355-Kazirakwe,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C4_plot104,2020-11-19,2,2021-02-26,2021-03-04,2,1,2021-03-16,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(162562C1/132706),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C14,ITC1354-Enzirabahima,1,8075-7,17-8075-7_R1C4_plot4,2020-11-10,1,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(162567C2/163862),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C1,ITC1355-Kazirakwe,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C2_plot102,2020-11-05,1,2021-02-17,2021-02-25,1,1,2021-03-04,1,1,2021-03-26,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(162667C2/132383),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C8,Tereza,2,7197-2,17-7197-2_R10C5_plot140,2020-11-19,4,NA,NA,NA,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(162673C1/132610),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C8,Nfuuka,1,8075-7,17-8075-7_R1C7_plot7,2020-11-17,2,2021-02-08,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(162763C2/132506),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C11,Nfuuka,2,TMB2X5265-1,17-5265-1_R7C4_plot94,2020-11-05,1,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(162765C2/132506),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C18,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C4_plot94,2020-11-03,2,2021-01-29,2021-02-11,1,1,2021-02-19,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(162772C2/132624),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C1,ITC1354-Enzirabahima,2,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-11-14,2,2021-03-01,2021-03-11,4,2,2021-03-17,2,2,2021-04-14,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(162789C2/132308),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C15,IITA-Nakyetengu,2,SH3362,17-SH3362_R19C6_plot276,2020-11-24,1,2021-03-05,2021-03-11,1,0,2021-03-17,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202011_(162805C2/132466),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C2,ITC1355-Kazirakwe,2,8075-7,17-8075-7_R1C1_plot1,2020-11-05,1,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(162807C2/132571),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C4,Kabucuragye,2,7197-2,17-7197-2_R10C12_plot147,2020-11-14,3,2021-03-01,2021-03-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202011_(162823C2/132347),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C14,Nakasabira,2,SH3217,17-SH3217_R15C1_plot211,2020-11-19,2,2021-03-01,2021-03-11,1,0,2021-03-17,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(162853C2/132506),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C5,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C4_plot94,2020-11-28,1,2021-03-09,2021-03-11,1,0,2021-03-17,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(162854C2/132383),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C7,Nfuuka,2,7197-2,17-7197-2_R10C5_plot140,2020-11-26,3,2021-03-09,2021-03-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(162868C2/163934),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C1,Entukura,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C9_plot99,2020-11-14,2,2021-02-26,2021-03-04,1,1,2021-03-16,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(162875C2/132355),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C16,ITC1354-Enzirabahima,2,9128-3,17-9128-3_R6C1_plot76,2020-11-13,2,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(162954C2/132462),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C1,Nakasabira,2,SH3217,17-SH3217_R13C8_plot188,2020-11-03,2,2021-01-29,2021-02-11,5,2,2021-02-19,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(162956C2/132308),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C9,Tereza,2,SH3362,17-SH3362_R19C6_plot276,2020-11-14,3,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(162981C2/132641),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R20C7,Kabucuragye,2,7197-2,17-7197-2_R10C14_plot149,2020-11-10,NA,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202011_(162999C2/132610),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R15C2,Nfuuka,2,8075-7,17-8075-7_R1C7_plot7,2020-11-19,3,2021-02-17,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(163076C2/132538),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C9,ITC1355-Kazirakwe,2,7197-2,17-7197-2_R10C13_plot148,2020-11-17,2,2021-02-26,2021-03-04,0,3,2021-03-16,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(163095C2/132316),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R13C4,Nfuuka,2,8075-7,17-8075-7_R2C1_plot16,2020-11-03,NA,2021-01-29,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(163152C2/132355),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R15C5,Nfuuka,2,9128-3,17-9128-3_R6C1_plot76,2020-11-05,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202011_(163174C2/132589),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C6,ITC1355-Kazirakwe,2,9128-3,17-9128-3_R6C4_plot79,2020-11-04,NA,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(163195C2/132355),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R26C3,ITC1354-Enzirabahima,2,9128-3,17-9128-3_R6C1_plot76,2020-11-14,3,2021-02-26,2021-03-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(163273C2/132610),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C8,Nakasabira,2,8075-7,17-8075-7_R1C7_plot7,2020-11-27,1,2021-03-05,2021-03-11,1,1,2021-03-17,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(163285C2/132641),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C5,ITC1355-Kazirakwe,2,7197-2,17-7197-2_R10C14_plot149,2020-11-10,2,2021-02-08,2021-02-18,20,9,2021-03-04,9,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(163308C2/132449),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R18C5,Tereza,2,TMB2X5265-1,17-5265-1_R7C7_plot97,2020-11-19,3,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(163327C2/132308),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R31C4,Nakasabira,2,SH3362,17-SH3362_R19C6_plot276,2020-11-04,2,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(163347C1/132610),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C7,Nakasabira,1,8075-7,17-8075-7_R1C7_plot7,2020-11-10,NA,2021-02-17,2021-03-04,2,2,2021-03-16,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(163347C2/132610),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C7,Nakasabira,2,8075-7,17-8075-7_R1C7_plot7,2020-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(163347C2/132684),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C7,Nakasabira,2,7197-2,17-7197-2_R11C5_plot155,2020-11-19,3,2021-02-17,2021-03-04,4,4,2021-03-16,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(163370C2/132707),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C2,ITC1355-Kazirakwe,2,8075-7,17-8075-7_R3C4_plot34,2020-11-17,2,2021-03-01,2021-03-11,2,2,2021-03-17,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(202499C1/132552),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R31C4,ITC1354-Enzirabahima,1,7197-2,17-7197-2_R10C3_plot138,2020-11-04,2,2021-02-12,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(202503C1/132589),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R45C9,Nakawere,1,9128-3,17-9128-3_R6C4_plot79,2020-11-06,NA,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,NA,NA
Sendusu,SE202011_(202507C1/132533),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R9C2,IITA-Nakyetengu,1,8075-7,17-8075-7_R2C5_plot20,2020-11-28,1,2021-03-09,2021-03-18,5,3,2021-03-26,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202011_(202514C1/132541),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R3C3,Entukura,1,9128-3,17-9128-3_R6C3_plot78,2020-11-14,3,2021-02-26,2021-03-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202011_(202532C1/132538),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R8C1,IITA-Nakyetengu,1,7197-2,17-7197-2_R10C13_plot148,2020-11-17,2,2021-03-01,2021-03-11,5,4,2021-03-16,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202011_(202589C1/163998),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R4C1,Entukura,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C4_plot94,2020-11-04,3,2021-02-17,2021-03-04,1,1,2021-03-16,1,1,2021-04-14,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(202598C1/132316),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R58C9,Tereza,1,8075-7,17-8075-7_R2C1_plot16,2020-11-03,3,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(202616C1/132474),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R2C11,Entukura,1,SH3217,17-SH3217_R15C12_plot222,2020-11-18,4,2021-03-05,2021-03-18,6,4,2021-03-26,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202011_(202643C1/132571),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R36C6,Nakasabira,1,7197-2,17-7197-2_R10C12_plot147,2020-11-14,2,2021-03-01,2021-03-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202011_(202645C1/163934),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R37C2,Nakasabira,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C9_plot99,2020-11-03,NA,2021-02-17,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(202652C1/163913),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R58C6,Tereza,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C4_plot104,2020-11-20,4,2021-03-01,2021-03-11,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(202676C1/163913),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R3C1,Entukura,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C4_plot104,2020-11-28,3,2021-03-23,2021-04-01,12,10,2021-04-09,10,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202011_(202721C1/132462),3X Pollination block New Phase 4-Sendusu,Kazirakwe_19_Phase4_R25C6,ITC1355-Kazirakwe,1,SH3217,17-SH3217_R13C8_plot188,2020-11-14,3,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202011_(202728C1/132589),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R32C6,ITC1354-Enzirabahima,1,9128-3,17-9128-3_R6C4_plot79,2020-11-18,3,2021-03-09,2021-03-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202011_(202732C1/132624),3X Pollination block New Phase 4-Sendusu,Kabucuragye_19_Phase4_R16C6,Kabucuragye,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-11-14,NA,2021-02-26,2021-03-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202011_(202738C1/132641),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R2C8,Entukura,1,7197-2,17-7197-2_R10C14_plot149,2020-11-14,NA,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202011_(202748C1/132533),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R7C7,IITA-Nakyetengu,1,8075-7,17-8075-7_R2C5_plot20,2020-11-24,2,2021-03-05,2021-03-18,2,1,2021-03-26,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202011_(202774C1/132366),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R57C5,Tereza,1,SH3362,17-SH3362_R19C10_plot280,2020-11-17,4,2021-02-26,2021-03-04,1,1,2021-03-16,1,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202011_(202778C1/132383),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R44C7,Nakawere,1,7197-2,17-7197-2_R10C5_plot140,2020-11-18,2,2021-03-16,2021-03-25,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,NA,NA
Sendusu,SE202011_(202794C1/132506),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R43C11,Nakawere,1,TMB2X5265-1,17-5265-1_R7C4_plot94,2020-11-05,2,2021-02-08,2021-02-25,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,NA,NA
Sendusu,SE202011_(202804C1/132684),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R32C7,ITC1354-Enzirabahima,1,7197-2,17-7197-2_R11C5_plot155,2020-10-30,NA,2021-02-12,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
